shipment_id,order_id,courier,shipment_date,delivery_date,shipping_status
32676,32676,XpressBees,2023-08-09,2023-08-11,In Transit
32677,32677,BlueDart,2025-12-11,2025-12-12,In Transit
32678,32678,Delhivery,2025-04-11,2025-04-12,Delivered
32679,32679,Delhivery,2025-01-21,2025-01-26,Delivered
32680,32680,XpressBees,2025-11-18,2025-11-24,Delivered
32681,32681,XpressBees,2024-07-10,2024-07-14,Delivered
32682,32682,XpressBees,2025-09-06,2025-09-12,Delivered
32683,32683,Ecom Express,2023-09-18,2023-09-19,Delivered
32684,32684,BlueDart,2025-12-11,2025-12-15,In Transit
32685,32685,India Post,2023-09-13,2023-09-20,Delivered
32686,32686,BlueDart,2025-08-13,2025-08-16,Delivered
32687,32687,BlueDart,2025-01-22,2025-01-25,Delivered
32688,32688,Delhivery,2025-05-05,2025-05-07,Delivered
32689,32689,Ecom Express,2024-12-11,2024-12-14,Delivered
32690,32690,XpressBees,2023-11-24,2023-11-28,Delivered
32691,32691,Ecom Express,2023-01-20,2023-01-24,Delivered
32692,32692,India Post,2023-02-13,2023-02-18,Delivered
32693,32693,BlueDart,2023-11-24,2023-11-30,Delivered
32694,32694,BlueDart,2024-11-05,2024-11-08,Delivered
32695,32695,BlueDart,2025-03-14,2025-03-16,Delivered
32696,32696,XpressBees,2025-06-22,2025-06-26,In Transit
32697,32697,India Post,2023-10-10,2023-10-12,Delivered
32698,32698,Delhivery,2023-08-22,2023-08-24,In Transit
32699,32699,BlueDart,2023-07-04,2023-07-05,In Transit
32700,32700,Ecom Express,2023-02-25,2023-03-04,In Transit
32701,32701,BlueDart,2023-10-05,2023-10-06,Delivered
32702,32702,Ecom Express,2023-01-13,2023-01-17,In Transit
32703,32703,India Post,2025-04-29,2025-05-04,Delivered
32704,32704,Ecom Express,2023-07-01,2023-07-05,In Transit
32705,32705,XpressBees,2023-09-06,2023-09-08,Delivered
32706,32706,Delhivery,2025-02-21,2025-02-27,In Transit
32707,32707,XpressBees,2023-08-18,2023-08-20,In Transit
32708,32708,Delhivery,2024-11-01,2024-11-05,In Transit
32709,32709,India Post,2024-06-05,2024-06-12,Delivered
32710,32710,XpressBees,2025-04-16,2025-04-20,In Transit
32711,32711,India Post,2023-03-30,2023-04-06,In Transit
32712,32712,Delhivery,2023-09-17,2023-09-24,Delivered
32713,32713,XpressBees,2025-08-08,2025-08-11,Delivered
32714,32714,India Post,2023-01-18,2023-01-23,Delivered
32715,32715,India Post,2024-09-10,2024-09-15,Delivered
32716,32716,XpressBees,2023-04-02,2023-04-05,Delivered
32717,32717,Ecom Express,2025-05-05,2025-05-09,Delivered
32718,32718,Ecom Express,2025-05-23,2025-05-26,Delivered
32719,32719,Ecom Express,2024-09-09,2024-09-14,Delivered
32720,32720,Delhivery,2023-05-11,2023-05-16,Delivered
32721,32721,India Post,2025-07-22,2025-07-27,Delivered
32722,32722,Delhivery,2024-08-23,2024-08-24,In Transit
32723,32723,BlueDart,2025-07-25,2025-07-26,Delivered
32724,32724,Ecom Express,2023-01-14,2023-01-16,In Transit
32725,32725,Ecom Express,2025-09-11,2025-09-12,Delivered
32726,32726,Ecom Express,2024-01-08,2024-01-14,Delivered
32727,32727,India Post,2025-04-15,2025-04-16,In Transit
32728,32728,XpressBees,2025-02-24,2025-03-01,Delivered
32729,32729,XpressBees,2024-09-10,2024-09-15,Delivered
32730,32730,Ecom Express,2023-10-10,2023-10-15,Delivered
32731,32731,Delhivery,2024-12-05,2024-12-09,In Transit
32732,32732,XpressBees,2023-03-18,2023-03-21,Delivered
32733,32733,India Post,2024-04-03,2024-04-09,Delivered
32734,32734,BlueDart,2024-02-28,2024-03-02,In Transit
32735,32735,Delhivery,2025-04-17,2025-04-22,Delivered
32736,32736,India Post,2025-09-18,2025-09-21,Delivered
32737,32737,India Post,2024-10-19,2024-10-20,Delivered
32738,32738,Delhivery,2024-01-23,2024-01-25,Delivered
32739,32739,India Post,2023-12-29,2023-12-30,Delivered
32740,32740,Ecom Express,2023-05-29,2023-06-05,Delivered
32741,32741,BlueDart,2023-03-15,2023-03-21,Delivered
32742,32742,XpressBees,2025-02-07,2025-02-10,Delivered
32743,32743,Ecom Express,2024-09-04,2024-09-06,Delivered
32744,32744,BlueDart,2023-01-10,2023-01-14,Delivered
32745,32745,XpressBees,2023-08-05,2023-08-09,Delivered
32746,32746,XpressBees,2023-09-19,2023-09-20,Delivered
32747,32747,XpressBees,2024-08-04,2024-08-06,Delivered
32748,32748,Delhivery,2025-07-13,2025-07-16,In Transit
32749,32749,XpressBees,2025-10-28,2025-10-30,Delivered
32750,32750,XpressBees,2025-06-19,2025-06-21,Delivered
32751,32751,XpressBees,2023-06-09,2023-06-16,Delivered
32752,32752,Ecom Express,2024-04-07,2024-04-13,Delivered
32753,32753,India Post,2025-03-30,2025-04-03,In Transit
32754,32754,BlueDart,2025-12-24,2025-12-30,Delivered
32755,32755,BlueDart,2023-04-27,2023-05-03,In Transit
32756,32756,Delhivery,2023-10-22,2023-10-27,Delivered
32757,32757,Delhivery,2023-09-30,2023-10-01,Delivered
32758,32758,BlueDart,2024-04-09,2024-04-12,In Transit
32759,32759,India Post,2025-03-05,2025-03-10,Delivered
32760,32760,XpressBees,2025-05-09,2025-05-11,Delivered
32761,32761,India Post,2023-12-19,2023-12-21,Delivered
32762,32762,XpressBees,2025-12-30,2026-01-02,In Transit
32763,32763,India Post,2025-02-19,2025-02-21,Delivered
32764,32764,BlueDart,2025-07-19,2025-07-22,Delivered
32765,32765,XpressBees,2025-12-25,2025-12-27,In Transit
32766,32766,XpressBees,2025-03-21,2025-03-27,In Transit
32767,32767,BlueDart,2025-05-31,2025-06-04,Delivered
32768,32768,XpressBees,2025-12-10,2025-12-17,Delivered
32769,32769,Ecom Express,2025-12-03,2025-12-06,In Transit
32770,32770,Delhivery,2025-08-05,2025-08-09,Delivered
32771,32771,Delhivery,2023-11-25,2023-11-30,Delivered
32772,32772,XpressBees,2024-08-08,2024-08-14,Delivered
32773,32773,Delhivery,2023-06-05,2023-06-10,In Transit
32774,32774,BlueDart,2023-03-15,2023-03-19,In Transit
32775,32775,Delhivery,2024-02-15,2024-02-21,Delivered
32776,32776,XpressBees,2025-03-10,2025-03-17,In Transit
32777,32777,Delhivery,2025-05-30,2025-06-03,Delivered
32778,32778,India Post,2025-11-08,2025-11-10,Delivered
32779,32779,XpressBees,2023-04-25,2023-05-02,Delivered
32780,32780,Delhivery,2023-05-10,2023-05-12,Delivered
32781,32781,XpressBees,2025-12-26,2025-12-27,Delivered
32782,32782,India Post,2025-07-20,2025-07-27,In Transit
32783,32783,Ecom Express,2023-05-14,2023-05-18,In Transit
32784,32784,Delhivery,2025-03-13,2025-03-15,Delivered
32785,32785,Ecom Express,2024-01-31,2024-02-07,In Transit
32786,32786,India Post,2023-04-29,2023-05-06,Delivered
32787,32787,XpressBees,2023-07-28,2023-08-02,Delivered
32788,32788,BlueDart,2024-10-29,2024-11-04,Delivered
32789,32789,Delhivery,2025-10-09,2025-10-14,Delivered
32790,32790,BlueDart,2025-01-21,2025-01-24,Delivered
32791,32791,BlueDart,2023-10-19,2023-10-26,In Transit
32792,32792,Delhivery,2025-12-12,2025-12-18,Delivered
32793,32793,Delhivery,2025-01-22,2025-01-29,In Transit
32794,32794,Delhivery,2024-02-26,2024-03-03,Delivered
32795,32795,XpressBees,2025-06-27,2025-06-29,Delivered
32796,32796,Delhivery,2023-05-20,2023-05-22,In Transit
32797,32797,Delhivery,2023-06-19,2023-06-21,Delivered
32798,32798,Delhivery,2025-11-15,2025-11-21,Delivered
32799,32799,Delhivery,2024-03-18,2024-03-24,Delivered
32800,32800,India Post,2023-12-10,2023-12-12,Delivered
32801,32801,BlueDart,2025-10-17,2025-10-18,In Transit
32802,32802,BlueDart,2024-05-15,2024-05-18,Delivered
32803,32803,BlueDart,2024-10-18,2024-10-22,Delivered
32804,32804,India Post,2025-08-20,2025-08-21,Delivered
32805,32805,Ecom Express,2025-03-23,2025-03-30,Delivered
32806,32806,Ecom Express,2025-08-19,2025-08-25,In Transit
32807,32807,BlueDart,2023-05-04,2023-05-11,Delivered
32808,32808,Delhivery,2024-05-13,2024-05-15,Delivered
32809,32809,Delhivery,2025-10-13,2025-10-17,Delivered
32810,32810,Ecom Express,2024-05-09,2024-05-16,In Transit
32811,32811,India Post,2024-12-16,2024-12-18,Delivered
32812,32812,BlueDart,2023-05-01,2023-05-03,Delivered
32813,32813,India Post,2024-03-30,2024-03-31,In Transit
32814,32814,XpressBees,2025-08-16,2025-08-19,In Transit
32815,32815,Delhivery,2024-08-19,2024-08-20,In Transit
32816,32816,XpressBees,2023-03-18,2023-03-24,Delivered
32817,32817,Ecom Express,2024-12-04,2024-12-08,Delivered
32818,32818,BlueDart,2025-04-12,2025-04-16,Delivered
32819,32819,XpressBees,2023-11-16,2023-11-21,In Transit
32820,32820,BlueDart,2025-08-07,2025-08-12,Delivered
32821,32821,BlueDart,2025-09-08,2025-09-14,Delivered
32822,32822,Ecom Express,2025-01-18,2025-01-23,Delivered
32823,32823,BlueDart,2025-01-09,2025-01-14,In Transit
32824,32824,India Post,2024-04-30,2024-05-05,Delivered
32825,32825,India Post,2025-08-15,2025-08-21,Delivered
32826,32826,India Post,2024-08-25,2024-08-27,Delivered
32827,32827,Ecom Express,2025-04-17,2025-04-24,Delivered
32828,32828,Delhivery,2025-12-14,2025-12-17,Delivered
32829,32829,BlueDart,2025-09-17,2025-09-18,In Transit
32830,32830,XpressBees,2023-06-24,2023-07-01,Delivered
32831,32831,BlueDart,2024-04-10,2024-04-13,In Transit
32832,32832,India Post,2023-02-01,2023-02-07,Delivered
32833,32833,XpressBees,2024-09-09,2024-09-15,In Transit
32834,32834,Ecom Express,2023-07-08,2023-07-14,Delivered
32835,32835,Delhivery,2023-01-14,2023-01-19,Delivered
32836,32836,XpressBees,2024-04-04,2024-04-05,Delivered
32837,32837,India Post,2024-10-17,2024-10-23,Delivered
32838,32838,XpressBees,2025-11-29,2025-12-01,In Transit
32839,32839,Ecom Express,2024-06-28,2024-07-01,Delivered
32840,32840,India Post,2023-04-20,2023-04-24,Delivered
32841,32841,India Post,2023-04-11,2023-04-13,Delivered
32842,32842,Delhivery,2025-06-02,2025-06-08,Delivered
32843,32843,BlueDart,2023-07-19,2023-07-21,Delivered
32844,32844,India Post,2024-05-26,2024-06-02,In Transit
32845,32845,Ecom Express,2023-05-15,2023-05-18,Delivered
32846,32846,Ecom Express,2023-06-05,2023-06-07,Delivered
32847,32847,BlueDart,2023-12-18,2023-12-21,In Transit
32848,32848,Delhivery,2023-03-18,2023-03-23,Delivered
32849,32849,Ecom Express,2025-07-06,2025-07-10,Delivered
32850,32850,XpressBees,2025-10-12,2025-10-14,Delivered
32851,32851,India Post,2024-02-15,2024-02-19,Delivered
32852,32852,BlueDart,2024-08-01,2024-08-07,Delivered
32853,32853,India Post,2025-02-11,2025-02-16,Delivered
32854,32854,India Post,2023-09-21,2023-09-25,Delivered
32855,32855,Delhivery,2023-02-20,2023-02-21,In Transit
32856,32856,Delhivery,2025-06-20,2025-06-24,Delivered
32857,32857,Delhivery,2023-11-02,2023-11-08,In Transit
32858,32858,Ecom Express,2023-03-25,2023-04-01,Delivered
32859,32859,XpressBees,2024-02-15,2024-02-21,Delivered
32860,32860,Ecom Express,2025-12-13,2025-12-19,In Transit
32861,32861,India Post,2024-02-22,2024-02-28,In Transit
32862,32862,XpressBees,2025-01-10,2025-01-15,Delivered
32863,32863,BlueDart,2024-08-17,2024-08-19,Delivered
32864,32864,BlueDart,2024-04-08,2024-04-10,In Transit
32865,32865,XpressBees,2023-10-31,2023-11-06,Delivered
32866,32866,Ecom Express,2025-02-14,2025-02-15,In Transit
32867,32867,BlueDart,2023-10-13,2023-10-20,Delivered
32868,32868,India Post,2025-03-25,2025-03-28,Delivered
32869,32869,XpressBees,2023-09-16,2023-09-18,In Transit
32870,32870,BlueDart,2023-08-29,2023-08-31,Delivered
32871,32871,Delhivery,2023-11-28,2023-12-04,Delivered
32872,32872,BlueDart,2025-12-30,2025-12-31,Delivered
32873,32873,India Post,2024-11-27,2024-12-03,In Transit
32874,32874,Ecom Express,2025-07-02,2025-07-03,Delivered
32875,32875,BlueDart,2024-04-02,2024-04-06,Delivered
32876,32876,XpressBees,2024-05-04,2024-05-08,In Transit
32877,32877,Delhivery,2025-01-06,2025-01-10,Delivered
32878,32878,Delhivery,2024-05-26,2024-05-31,Delivered
32879,32879,Ecom Express,2024-02-09,2024-02-16,In Transit
32880,32880,Delhivery,2024-10-01,2024-10-04,Delivered
32881,32881,Delhivery,2023-07-06,2023-07-11,Delivered
32882,32882,BlueDart,2024-09-12,2024-09-15,Delivered
32883,32883,BlueDart,2025-03-18,2025-03-21,Delivered
32884,32884,Ecom Express,2025-01-08,2025-01-12,Delivered
32885,32885,BlueDart,2023-11-09,2023-11-16,In Transit
32886,32886,XpressBees,2024-07-13,2024-07-16,Delivered
32887,32887,BlueDart,2025-09-17,2025-09-23,In Transit
32888,32888,Delhivery,2023-05-11,2023-05-14,Delivered
32889,32889,Delhivery,2024-05-19,2024-05-21,Delivered
32890,32890,BlueDart,2025-03-19,2025-03-21,Delivered
32891,32891,BlueDart,2023-07-01,2023-07-04,In Transit
32892,32892,India Post,2025-06-27,2025-07-04,Delivered
32893,32893,Ecom Express,2024-01-09,2024-01-11,Delivered
32894,32894,XpressBees,2023-03-12,2023-03-15,Delivered
32895,32895,BlueDart,2025-02-06,2025-02-07,In Transit
32896,32896,Ecom Express,2023-10-13,2023-10-17,Delivered
32897,32897,Ecom Express,2023-05-14,2023-05-15,Delivered
32898,32898,BlueDart,2023-08-24,2023-08-27,Delivered
32899,32899,Delhivery,2025-11-19,2025-11-21,Delivered
32900,32900,Delhivery,2024-03-28,2024-04-01,Delivered
32901,32901,India Post,2024-08-22,2024-08-26,Delivered
32902,32902,Ecom Express,2025-01-31,2025-02-04,Delivered
32903,32903,Ecom Express,2024-11-07,2024-11-10,Delivered
32904,32904,India Post,2025-01-16,2025-01-22,Delivered
32905,32905,India Post,2024-03-30,2024-04-02,Delivered
32906,32906,Delhivery,2024-02-04,2024-02-08,Delivered
32907,32907,Delhivery,2023-06-26,2023-07-03,Delivered
32908,32908,Ecom Express,2024-10-12,2024-10-14,Delivered
32909,32909,Delhivery,2024-08-17,2024-08-20,Delivered
32910,32910,India Post,2024-01-30,2024-02-06,Delivered
32911,32911,BlueDart,2024-02-16,2024-02-23,In Transit
32912,32912,Delhivery,2025-12-04,2025-12-05,Delivered
32913,32913,Delhivery,2024-01-21,2024-01-24,Delivered
32914,32914,Delhivery,2025-04-13,2025-04-20,Delivered
32915,32915,XpressBees,2025-01-30,2025-02-01,Delivered
32916,32916,BlueDart,2025-02-09,2025-02-10,Delivered
32917,32917,Delhivery,2024-11-16,2024-11-19,Delivered
32918,32918,Delhivery,2023-08-16,2023-08-17,Delivered
32919,32919,Ecom Express,2023-09-19,2023-09-26,Delivered
32920,32920,Ecom Express,2023-11-11,2023-11-15,Delivered
32921,32921,Ecom Express,2024-07-22,2024-07-25,Delivered
32922,32922,Ecom Express,2023-04-07,2023-04-11,Delivered
32923,32923,India Post,2024-07-19,2024-07-26,Delivered
32924,32924,BlueDart,2025-07-17,2025-07-20,Delivered
32925,32925,India Post,2023-02-07,2023-02-13,Delivered
32926,32926,India Post,2024-04-20,2024-04-27,Delivered
32927,32927,India Post,2023-05-25,2023-05-27,Delivered
32928,32928,XpressBees,2025-11-08,2025-11-15,Delivered
32929,32929,India Post,2023-06-04,2023-06-09,Delivered
32930,32930,Delhivery,2025-08-22,2025-08-26,Delivered
32931,32931,Ecom Express,2024-04-24,2024-04-25,In Transit
32932,32932,XpressBees,2024-10-30,2024-11-01,Delivered
32933,32933,XpressBees,2024-07-13,2024-07-20,Delivered
32934,32934,India Post,2024-12-25,2024-12-27,Delivered
32935,32935,XpressBees,2024-02-07,2024-02-10,Delivered
32936,32936,Ecom Express,2023-10-24,2023-10-31,In Transit
32937,32937,XpressBees,2023-05-08,2023-05-13,Delivered
32938,32938,BlueDart,2025-11-04,2025-11-10,In Transit
32939,32939,India Post,2024-04-04,2024-04-11,Delivered
32940,32940,XpressBees,2023-03-13,2023-03-20,In Transit
32941,32941,Ecom Express,2023-08-16,2023-08-20,Delivered
32942,32942,XpressBees,2025-05-25,2025-05-30,Delivered
32943,32943,XpressBees,2023-04-15,2023-04-22,Delivered
32944,32944,Delhivery,2023-05-11,2023-05-17,In Transit
32945,32945,India Post,2025-01-16,2025-01-21,Delivered
32946,32946,Delhivery,2024-04-12,2024-04-19,Delivered
32947,32947,BlueDart,2024-11-03,2024-11-08,Delivered
32948,32948,Delhivery,2025-02-23,2025-02-28,Delivered
32949,32949,XpressBees,2023-03-01,2023-03-07,In Transit
32950,32950,Ecom Express,2023-12-27,2023-12-28,Delivered
32951,32951,Delhivery,2025-11-16,2025-11-20,Delivered
32952,32952,Ecom Express,2025-08-31,2025-09-05,Delivered
32953,32953,Delhivery,2025-05-18,2025-05-23,Delivered
32954,32954,BlueDart,2024-11-18,2024-11-25,Delivered
32955,32955,XpressBees,2023-07-09,2023-07-14,Delivered
32956,32956,Ecom Express,2023-01-24,2023-01-26,Delivered
32957,32957,Ecom Express,2023-11-05,2023-11-12,Delivered
32958,32958,BlueDart,2024-11-22,2024-11-26,Delivered
32959,32959,BlueDart,2024-11-21,2024-11-25,Delivered
32960,32960,BlueDart,2024-02-21,2024-02-26,In Transit
32961,32961,Delhivery,2025-05-28,2025-05-30,In Transit
32962,32962,India Post,2024-12-28,2024-12-30,Delivered
32963,32963,Delhivery,2023-04-01,2023-04-07,Delivered
32964,32964,XpressBees,2025-03-01,2025-03-04,Delivered
32965,32965,BlueDart,2025-07-19,2025-07-23,In Transit
32966,32966,Delhivery,2025-01-07,2025-01-14,Delivered
32967,32967,BlueDart,2023-04-16,2023-04-23,Delivered
32968,32968,XpressBees,2025-09-13,2025-09-15,In Transit
32969,32969,Delhivery,2023-06-02,2023-06-07,Delivered
32970,32970,Delhivery,2024-03-08,2024-03-10,In Transit
32971,32971,XpressBees,2025-12-01,2025-12-02,Delivered
32972,32972,Ecom Express,2024-08-19,2024-08-25,Delivered
32973,32973,BlueDart,2024-09-23,2024-09-27,Delivered
32974,32974,Ecom Express,2023-02-11,2023-02-12,Delivered
32975,32975,BlueDart,2024-07-11,2024-07-18,Delivered
32976,32976,XpressBees,2024-02-11,2024-02-18,In Transit
32977,32977,BlueDart,2025-07-13,2025-07-19,Delivered
32978,32978,India Post,2025-03-16,2025-03-17,Delivered
32979,32979,BlueDart,2025-07-01,2025-07-07,Delivered
32980,32980,India Post,2023-06-12,2023-06-14,In Transit
32981,32981,Delhivery,2025-06-19,2025-06-20,In Transit
32982,32982,XpressBees,2023-10-23,2023-10-26,Delivered
32983,32983,XpressBees,2023-05-11,2023-05-16,Delivered
32984,32984,BlueDart,2024-03-28,2024-04-01,Delivered
32985,32985,Delhivery,2023-07-28,2023-07-29,In Transit
32986,32986,Delhivery,2023-02-14,2023-02-18,In Transit
32987,32987,BlueDart,2023-11-13,2023-11-16,Delivered
32988,32988,Delhivery,2025-04-26,2025-04-30,Delivered
32989,32989,BlueDart,2024-10-23,2024-10-24,Delivered
32990,32990,Delhivery,2025-02-26,2025-03-01,Delivered
32991,32991,India Post,2024-06-23,2024-06-29,Delivered
32992,32992,Delhivery,2025-09-27,2025-09-29,In Transit
32993,32993,XpressBees,2023-04-09,2023-04-15,Delivered
32994,32994,Delhivery,2024-11-14,2024-11-21,In Transit
32995,32995,XpressBees,2023-03-12,2023-03-16,Delivered
32996,32996,Ecom Express,2025-06-03,2025-06-04,Delivered
32997,32997,India Post,2024-08-31,2024-09-06,Delivered
32998,32998,XpressBees,2023-08-05,2023-08-12,Delivered
32999,32999,India Post,2025-10-29,2025-10-30,Delivered
33000,33000,Ecom Express,2024-08-24,2024-08-28,Delivered
33001,33001,Delhivery,2023-09-10,2023-09-13,Delivered
33002,33002,BlueDart,2024-02-14,2024-02-19,In Transit
33003,33003,BlueDart,2023-10-24,2023-10-27,Delivered
33004,33004,BlueDart,2023-10-31,2023-11-05,Delivered
33005,33005,Ecom Express,2024-03-25,2024-04-01,In Transit
33006,33006,India Post,2025-10-29,2025-11-04,Delivered
33007,33007,XpressBees,2025-11-15,2025-11-18,In Transit
33008,33008,XpressBees,2023-10-30,2023-11-04,Delivered
33009,33009,XpressBees,2025-12-28,2026-01-04,Delivered
33010,33010,XpressBees,2023-08-16,2023-08-22,Delivered
33011,33011,Ecom Express,2024-12-24,2024-12-27,Delivered
33012,33012,Delhivery,2025-03-24,2025-03-26,Delivered
33013,33013,Ecom Express,2025-03-29,2025-04-01,Delivered
33014,33014,Ecom Express,2024-03-21,2024-03-27,Delivered
33015,33015,Delhivery,2024-01-27,2024-01-29,Delivered
33016,33016,BlueDart,2025-07-28,2025-08-02,Delivered
33017,33017,XpressBees,2025-07-13,2025-07-19,Delivered
33018,33018,BlueDart,2025-02-17,2025-02-24,Delivered
33019,33019,XpressBees,2023-05-16,2023-05-22,Delivered
33020,33020,India Post,2023-07-04,2023-07-05,In Transit
33021,33021,Ecom Express,2023-02-15,2023-02-19,Delivered
33022,33022,BlueDart,2025-05-23,2025-05-25,Delivered
33023,33023,BlueDart,2023-04-03,2023-04-04,Delivered
33024,33024,Ecom Express,2023-01-11,2023-01-17,Delivered
33025,33025,Delhivery,2025-03-12,2025-03-17,Delivered
33026,33026,XpressBees,2024-11-13,2024-11-17,Delivered
33027,33027,India Post,2023-06-29,2023-07-04,Delivered
33028,33028,Delhivery,2023-01-27,2023-02-01,In Transit
33029,33029,Delhivery,2023-02-23,2023-02-25,Delivered
33030,33030,Ecom Express,2024-03-08,2024-03-10,In Transit
33031,33031,Ecom Express,2024-01-25,2024-01-31,Delivered
33032,33032,India Post,2025-05-28,2025-06-01,Delivered
33033,33033,Ecom Express,2024-08-07,2024-08-12,Delivered
33034,33034,XpressBees,2025-01-29,2025-02-03,Delivered
33035,33035,XpressBees,2025-03-30,2025-04-04,Delivered
33036,33036,Delhivery,2023-09-08,2023-09-13,In Transit
33037,33037,Delhivery,2024-09-01,2024-09-08,In Transit
33038,33038,XpressBees,2023-01-21,2023-01-27,Delivered
33039,33039,XpressBees,2024-02-09,2024-02-16,Delivered
33040,33040,BlueDart,2024-09-14,2024-09-17,Delivered
33041,33041,Delhivery,2024-06-05,2024-06-10,Delivered
33042,33042,BlueDart,2023-09-13,2023-09-17,In Transit
33043,33043,Ecom Express,2024-11-30,2024-12-05,Delivered
33044,33044,Delhivery,2023-02-16,2023-02-17,Delivered
33045,33045,Delhivery,2023-08-18,2023-08-19,Delivered
33046,33046,XpressBees,2023-06-24,2023-07-01,In Transit
33047,33047,Delhivery,2025-11-20,2025-11-22,Delivered
33048,33048,Ecom Express,2023-06-13,2023-06-14,In Transit
33049,33049,India Post,2023-01-22,2023-01-23,Delivered
33050,33050,India Post,2024-08-08,2024-08-13,Delivered
33051,33051,XpressBees,2024-01-07,2024-01-13,In Transit
33052,33052,India Post,2025-08-07,2025-08-14,Delivered
33053,33053,XpressBees,2023-04-27,2023-05-03,Delivered
33054,33054,XpressBees,2025-07-11,2025-07-16,Delivered
33055,33055,Delhivery,2024-12-15,2024-12-17,Delivered
33056,33056,XpressBees,2023-09-08,2023-09-11,Delivered
33057,33057,Ecom Express,2024-10-19,2024-10-26,Delivered
33058,33058,Delhivery,2025-02-05,2025-02-08,Delivered
33059,33059,BlueDart,2025-11-03,2025-11-04,In Transit
33060,33060,India Post,2024-06-23,2024-06-25,Delivered
33061,33061,XpressBees,2025-07-26,2025-07-31,In Transit
33062,33062,India Post,2025-01-04,2025-01-08,In Transit
33063,33063,Ecom Express,2024-10-27,2024-11-01,Delivered
33064,33064,Delhivery,2025-04-29,2025-05-01,Delivered
33065,33065,BlueDart,2025-02-12,2025-02-19,Delivered
33066,33066,Delhivery,2025-02-15,2025-02-16,In Transit
33067,33067,Ecom Express,2023-11-05,2023-11-09,Delivered
33068,33068,BlueDart,2023-03-12,2023-03-17,In Transit
33069,33069,Delhivery,2025-10-07,2025-10-12,Delivered
33070,33070,Delhivery,2025-09-19,2025-09-26,Delivered
33071,33071,India Post,2023-07-10,2023-07-16,In Transit
33072,33072,BlueDart,2024-01-15,2024-01-22,In Transit
33073,33073,Ecom Express,2023-05-30,2023-06-03,Delivered
33074,33074,XpressBees,2025-08-12,2025-08-17,Delivered
33075,33075,Ecom Express,2023-01-16,2023-01-20,In Transit
33076,33076,India Post,2023-06-28,2023-07-01,Delivered
33077,33077,Delhivery,2024-10-10,2024-10-16,Delivered
33078,33078,Delhivery,2025-06-08,2025-06-10,Delivered
33079,33079,Delhivery,2023-01-29,2023-02-04,Delivered
33080,33080,BlueDart,2025-07-17,2025-07-20,Delivered
33081,33081,Delhivery,2023-12-12,2023-12-15,Delivered
33082,33082,Delhivery,2025-06-12,2025-06-17,Delivered
33083,33083,BlueDart,2023-02-09,2023-02-16,Delivered
33084,33084,Delhivery,2023-05-19,2023-05-22,Delivered
33085,33085,Ecom Express,2025-04-13,2025-04-19,Delivered
33086,33086,BlueDart,2023-07-19,2023-07-25,Delivered
33087,33087,XpressBees,2023-09-11,2023-09-14,Delivered
33088,33088,BlueDart,2024-09-20,2024-09-25,Delivered
33089,33089,India Post,2025-06-19,2025-06-25,In Transit
33090,33090,BlueDart,2023-01-23,2023-01-30,Delivered
33091,33091,Delhivery,2025-05-12,2025-05-17,In Transit
33092,33092,India Post,2024-03-24,2024-03-31,In Transit
33093,33093,BlueDart,2025-04-02,2025-04-03,Delivered
33094,33094,BlueDart,2025-01-19,2025-01-23,Delivered
33095,33095,XpressBees,2023-03-08,2023-03-11,Delivered
33096,33096,Delhivery,2024-06-15,2024-06-18,Delivered
33097,33097,BlueDart,2024-03-23,2024-03-26,In Transit
33098,33098,XpressBees,2025-02-03,2025-02-04,Delivered
33099,33099,India Post,2024-05-04,2024-05-07,Delivered
33100,33100,BlueDart,2023-12-20,2023-12-27,Delivered
33101,33101,XpressBees,2023-01-23,2023-01-25,In Transit
33102,33102,BlueDart,2023-01-28,2023-02-01,Delivered
33103,33103,BlueDart,2023-04-08,2023-04-15,Delivered
33104,33104,Delhivery,2025-02-06,2025-02-13,Delivered
33105,33105,Delhivery,2023-05-11,2023-05-14,Delivered
33106,33106,Ecom Express,2023-06-28,2023-07-01,Delivered
33107,33107,Delhivery,2025-06-17,2025-06-21,Delivered
33108,33108,BlueDart,2025-11-07,2025-11-13,Delivered
33109,33109,India Post,2025-04-04,2025-04-06,Delivered
33110,33110,BlueDart,2023-08-28,2023-09-03,Delivered
33111,33111,XpressBees,2024-02-07,2024-02-11,Delivered
33112,33112,India Post,2024-04-05,2024-04-08,Delivered
33113,33113,India Post,2025-03-27,2025-03-30,Delivered
33114,33114,Ecom Express,2024-10-24,2024-10-30,In Transit
33115,33115,India Post,2023-09-14,2023-09-17,In Transit
33116,33116,Delhivery,2023-03-24,2023-03-29,Delivered
33117,33117,BlueDart,2023-01-23,2023-01-26,Delivered
33118,33118,Delhivery,2024-10-22,2024-10-24,Delivered
33119,33119,Delhivery,2024-09-04,2024-09-06,Delivered
33120,33120,BlueDart,2025-01-24,2025-01-30,Delivered
33121,33121,BlueDart,2023-12-20,2023-12-26,Delivered
33122,33122,BlueDart,2025-05-15,2025-05-22,In Transit
33123,33123,Delhivery,2025-07-05,2025-07-11,Delivered
33124,33124,XpressBees,2025-08-19,2025-08-20,Delivered
33125,33125,India Post,2023-11-23,2023-11-26,Delivered
33126,33126,India Post,2023-05-19,2023-05-26,Delivered
33127,33127,XpressBees,2023-11-11,2023-11-13,In Transit
33128,33128,Ecom Express,2023-01-23,2023-01-30,Delivered
