order_id,customer_id,store_id,order_date,payment_method,order_status,subtotal,discount,tax,shipping_charge,total_amount
22755,2217,26,2023-08-08,UPI,Shipped,4999.86,322.22,841.98,49,5568.62
22756,9931,61,2025-08-31,Debit Card,Delivered,12567.27,2276.06,1852.42,49,12192.63
22757,6315,82,2024-06-05,Credit Card,Delivered,23775.03,1790.81,3957.16,49,25990.38
22758,5246,68,2023-02-21,Wallet,Delivered,3551.1,417.23,564.1,79,3776.97
22759,8980,86,2025-02-25,Cash,Cancelled,18742.0,1443.56,3113.72,0,20412.16
22760,2005,27,2024-03-21,Credit Card,Processing,1467.95,89.14,248.19,0,1627.0
22761,9767,43,2023-04-27,Credit Card,Shipped,22781.43,4421.6,3304.77,79,21743.6
22762,7720,99,2024-12-09,Net Banking,Delivered,20640.88,3601.28,3067.13,49,20155.73
22763,9703,81,2025-07-23,Cash,Shipped,18996.61,1524.41,3145.0,79,20696.2
22764,7684,83,2025-11-14,UPI,Processing,23890.7,2835.1,3790.01,0,24845.61
22765,9959,46,2023-02-13,Wallet,Delivered,21469.31,4290.05,3092.27,99,20370.53
22766,5682,89,2025-08-23,Net Banking,Cancelled,1356.03,48.94,235.28,79,1621.37
22767,3752,7,2023-09-18,UPI,Delivered,12577.92,2500.97,1813.85,49,11939.8
22768,5599,18,2024-03-28,Debit Card,Delivered,12099.45,383.64,2108.85,79,13903.66
22769,4426,72,2024-09-11,Cash,Processing,13984.95,585.36,2411.93,99,15910.52
22770,1067,74,2023-02-05,Debit Card,Processing,24524.21,3249.83,3829.39,49,25152.77
22771,7307,81,2025-05-23,UPI,Processing,10477.37,162.19,1856.73,79,12250.91
22772,1467,6,2023-11-05,Credit Card,Processing,8242.74,708.11,1356.23,79,8969.86
22773,72,55,2023-02-07,Cash,Processing,22691.09,1836.39,3753.85,0,24608.55
22774,2110,68,2025-09-23,Wallet,Shipped,19744.87,1120.21,3352.44,79,22056.1
22775,6273,11,2025-09-19,Credit Card,Delivered,6593.63,289.58,1134.73,99,7537.78
22776,896,12,2024-04-07,UPI,Cancelled,19990.29,1498.48,3328.53,99,21919.34
22777,7257,64,2024-04-13,Net Banking,Delivered,2890.5,99.68,502.35,99,3392.17
22778,1734,42,2023-12-28,Debit Card,Delivered,18704.26,2659.6,2888.04,99,19031.7
22779,1892,63,2025-07-30,UPI,Delivered,6972.46,1281.83,1024.31,49,6763.94
22780,555,32,2025-09-29,UPI,Processing,21830.02,1197.67,3713.82,99,24445.17
22781,6334,52,2023-12-11,Credit Card,Shipped,1377.09,99.21,230.02,99,1606.9
22782,7622,8,2025-04-22,Net Banking,Shipped,20777.71,1344.6,3497.96,0,22931.07
22783,2189,99,2023-07-05,UPI,Cancelled,13067.24,2206.12,1955.0,99,12915.12
22784,8919,54,2025-03-25,Wallet,Shipped,4703.26,46.82,838.16,79,5573.6
22785,4908,18,2024-05-22,UPI,Delivered,5971.53,124.35,1052.49,79,6978.67
22786,3396,75,2024-10-11,Cash,Processing,18534.42,1911.44,2992.14,49,19664.12
22787,3369,32,2023-11-07,Cash,Delivered,6830.96,888.98,1069.56,49,7060.54
22788,5699,19,2025-10-28,Cash,Delivered,12201.73,1768.62,1877.96,0,12311.07
22789,8665,65,2024-11-14,Net Banking,Delivered,665.32,85.71,104.33,0,683.94
22790,4156,84,2025-05-30,Debit Card,Delivered,15219.25,2323.35,2321.26,79,15296.16
22791,6804,41,2024-02-02,Net Banking,Delivered,20816.1,116.91,3725.85,99,24524.04
22792,790,78,2023-04-17,Wallet,Cancelled,1930.85,105.39,328.58,0,2154.04
22793,3999,17,2024-05-31,Credit Card,Shipped,5673.08,1054.35,831.37,49,5499.1
22794,1891,9,2025-07-06,Debit Card,Delivered,21044.99,1667.74,3487.9,99,22964.15
22795,5477,28,2024-11-25,Net Banking,Cancelled,3242.35,611.15,473.62,99,3203.82
22796,8023,86,2023-10-23,UPI,Delivered,16331.59,2770.09,2441.07,79,16081.57
22797,1110,62,2023-04-28,Cash,Delivered,3749.7,189.69,640.8,99,4299.81
22798,3065,35,2024-06-21,Wallet,Cancelled,5501.99,1078.82,796.17,99,5318.34
22799,7769,40,2023-02-02,UPI,Delivered,2351.2,160.66,394.3,99,2683.84
22800,1311,100,2024-10-06,Wallet,Shipped,22550.75,4496.13,3249.83,79,21383.45
22801,1309,19,2023-10-08,UPI,Delivered,23278.82,1027.83,4005.18,79,26335.17
22802,9940,34,2025-04-09,Wallet,Delivered,16264.72,2917.7,2402.46,49,15798.48
22803,3553,51,2023-12-09,UPI,Shipped,4958.16,870.18,735.84,99,4922.82
22804,4029,82,2023-08-29,Cash,Delivered,2132.78,35.74,377.47,99,2573.51
22805,7782,36,2025-07-03,Wallet,Delivered,22113.1,4325.82,3201.71,49,21037.99
22806,9305,25,2024-08-28,Credit Card,Cancelled,24970.02,1809.1,4168.97,0,27329.89
22807,1522,32,2023-07-25,Debit Card,Delivered,11283.09,2007.69,1669.57,99,11043.97
22808,6835,16,2024-02-25,Debit Card,Processing,20973.44,3167.1,3205.14,49,21060.48
22809,1664,59,2025-01-14,Credit Card,Delivered,6567.93,182.42,1149.39,99,7633.9
22810,1677,63,2025-10-17,Net Banking,Delivered,3853.37,567.86,591.39,0,3876.9
22811,3408,90,2023-07-21,Cash,Delivered,23530.58,3699.24,3569.64,79,23479.98
22812,3906,30,2023-08-28,Cash,Cancelled,2337.05,286.79,369.05,99,2518.31
22813,3197,17,2023-04-18,Cash,Delivered,13332.75,1129.23,2196.63,0,14400.15
22814,9509,88,2024-02-28,Wallet,Processing,23947.4,3600.56,3662.43,99,24108.27
22815,9642,60,2025-11-24,Credit Card,Delivered,18724.94,1392.84,3119.78,79,20530.88
22816,5891,71,2023-06-14,Credit Card,Delivered,19641.76,2964.26,3001.95,49,19728.45
22817,6530,54,2025-08-23,Cash,Cancelled,8107.87,1052.8,1269.91,79,8403.98
22818,2640,73,2023-11-07,Credit Card,Delivered,4276.16,682.06,646.94,79,4320.04
22819,4267,26,2025-11-11,Cash,Delivered,1626.11,159.45,264.0,49,1779.66
22820,3608,84,2024-01-11,Cash,Delivered,4429.86,319.74,739.82,99,4948.94
22821,9905,55,2024-11-22,Wallet,Delivered,2258.52,221.29,366.7,0,2403.93
22822,8534,2,2024-10-23,Net Banking,Delivered,6874.13,198.48,1201.62,99,7976.27
22823,5537,30,2025-02-08,Cash,Shipped,6789.31,319.67,1164.54,49,7683.18
22824,1022,97,2025-12-07,Wallet,Delivered,19241.04,1355.65,3219.37,79,21183.76
22825,2334,86,2023-08-03,Credit Card,Delivered,16044.66,243.67,2844.18,79,18724.17
22826,1287,25,2024-01-17,UPI,Delivered,20189.73,941.6,3464.66,99,22811.79
22827,2253,10,2023-02-26,Net Banking,Shipped,20857.16,1934.74,3406.04,49,22377.46
22828,9772,24,2024-05-05,Cash,Delivered,18484.74,2854.94,2813.36,49,18492.16
22829,1249,58,2023-08-21,UPI,Delivered,23017.92,72.89,4130.11,79,27154.14
22830,1827,63,2024-09-07,Credit Card,Delivered,10482.74,497.15,1797.41,49,11832.0
22831,5479,91,2023-04-30,Cash,Shipped,24386.31,548.55,4290.8,0,28128.56
22832,7585,57,2023-10-04,Wallet,Delivered,13052.35,744.45,2215.42,99,14622.32
22833,5558,48,2024-12-03,Net Banking,Shipped,19807.62,2759.33,3068.69,0,20116.98
22834,8586,80,2023-12-21,Wallet,Delivered,18444.89,2256.84,2913.85,79,19180.9
22835,4750,85,2025-08-03,Credit Card,Shipped,4754.01,355.47,791.74,79,5269.28
22836,6728,29,2024-02-26,Cash,Delivered,11878.84,1269.04,1909.76,49,12568.56
22837,7706,92,2025-11-06,UPI,Processing,2785.23,150.66,474.22,99,3207.79
22838,3084,37,2023-07-20,Credit Card,Shipped,16829.04,2116.38,2648.28,79,17439.94
22839,6822,33,2023-03-06,Cash,Delivered,7283.65,94.05,1294.13,49,8532.73
22840,49,73,2024-05-04,Cash,Delivered,3304.8,340.47,533.58,0,3497.91
22841,8487,41,2023-04-29,UPI,Shipped,22949.2,4260.47,3363.97,99,22151.7
22842,3830,40,2024-07-05,Debit Card,Delivered,21248.63,3690.61,3160.44,79,20797.46
22843,9557,64,2025-02-19,Cash,Shipped,1096.04,195.28,162.14,99,1161.9
22844,8820,74,2023-05-31,UPI,Delivered,6438.09,835.51,1008.46,79,6690.04
22845,7405,61,2023-06-25,Cash,Delivered,17535.65,419.77,3080.86,99,20295.74
22846,2340,67,2023-11-18,UPI,Processing,21323.33,705.66,3711.18,49,24377.85
22847,5142,10,2024-04-13,Wallet,Delivered,7077.15,1261.8,1046.76,99,6961.11
22848,8374,48,2023-08-12,UPI,Delivered,4609.51,355.52,765.72,49,5068.71
22849,4755,30,2024-06-01,Wallet,Delivered,20208.97,501.23,3547.39,49,23304.13
22850,8988,84,2023-06-10,UPI,Cancelled,10235.88,1555.52,1562.46,49,10291.82
22851,4641,89,2023-08-29,Credit Card,Delivered,1563.68,216.8,242.44,99,1688.32
22852,6231,41,2025-04-13,Wallet,Processing,12226.68,2338.34,1779.9,0,11668.24
22853,5207,56,2025-11-12,UPI,Delivered,23932.87,935.55,4139.52,99,27235.84
22854,3840,52,2025-01-03,Wallet,Cancelled,17586.6,1987.79,2807.79,49,18455.6
22855,3091,44,2025-07-17,UPI,Processing,1930.52,274.71,298.05,0,1953.86
22856,3905,22,2025-01-05,Credit Card,Delivered,14808.37,322.12,2607.53,49,17142.78
22857,6476,38,2025-02-01,UPI,Cancelled,1572.78,45.83,274.85,99,1900.8
22858,1381,50,2025-08-11,Credit Card,Shipped,20590.09,3466.13,3082.31,49,20255.27
22859,6897,13,2023-08-25,Wallet,Cancelled,10908.15,1969.42,1608.97,79,10626.7
22860,9485,11,2024-04-26,UPI,Cancelled,23524.89,4013.66,3512.02,0,23023.25
22861,1689,5,2023-12-07,UPI,Delivered,13735.38,286.41,2420.81,49,15918.78
22862,1843,67,2024-02-26,Net Banking,Delivered,23518.91,773.56,4094.16,99,26938.51
22863,3939,43,2023-09-06,Wallet,Cancelled,7836.07,1336.73,1169.88,0,7669.22
22864,593,23,2024-08-02,Wallet,Cancelled,17725.35,969.25,3016.1,0,19772.2
22865,2542,24,2025-10-09,Cash,Cancelled,17187.76,1912.49,2749.55,49,18073.82
22866,4997,61,2024-01-05,Cash,Delivered,22589.55,2627.26,3593.21,79,23634.5
22867,6740,93,2025-06-07,Cash,Processing,20429.33,926.36,3510.53,0,23013.5
22868,3290,73,2024-02-11,Debit Card,Delivered,13757.93,1875.92,2138.76,79,14099.77
22869,9264,1,2023-10-22,Net Banking,Delivered,19472.28,2205.82,3107.96,79,20453.42
22870,5873,57,2023-12-17,UPI,Delivered,18595.08,1967.88,2992.9,0,19620.1
22871,4888,83,2024-07-22,Wallet,Cancelled,15215.16,416.94,2663.68,0,17461.9
22872,4989,18,2025-09-10,Credit Card,Delivered,7697.47,1283.74,1154.47,79,7647.2
22873,130,40,2023-08-27,Credit Card,Cancelled,12159.97,1365.09,1943.08,0,12737.96
22874,8149,76,2024-03-18,Cash,Processing,7646.6,1355.02,1132.48,79,7503.06
22875,6836,52,2025-09-08,UPI,Cancelled,1578.7,231.77,242.45,79,1668.38
22876,6014,86,2024-03-25,UPI,Delivered,8590.52,1643.28,1250.5,0,8197.74
22877,5140,45,2024-06-14,Cash,Processing,19970.73,1498.64,3324.98,0,21797.07
22878,1903,68,2023-12-03,Net Banking,Delivered,22440.57,2726.73,3548.49,49,23311.33
22879,5246,14,2023-09-25,Net Banking,Delivered,4438.41,761.54,661.84,49,4387.71
22880,3357,99,2025-07-26,Debit Card,Delivered,6507.85,92.87,1154.7,79,7648.68
22881,4623,44,2025-08-30,Cash,Cancelled,17224.5,3331.14,2500.8,79,16473.16
22882,311,25,2024-03-01,Net Banking,Delivered,12843.55,250.02,2266.84,99,14959.37
22883,6566,58,2024-01-21,UPI,Cancelled,7722.79,997.86,1210.49,49,7984.42
22884,9514,43,2025-06-27,UPI,Delivered,18266.8,975.3,3112.47,79,20482.97
22885,585,34,2025-11-15,Credit Card,Delivered,23519.93,427.72,4156.6,49,27297.81
22886,3010,98,2025-10-01,Net Banking,Shipped,9771.03,1867.16,1422.7,0,9326.57
22887,4761,45,2024-07-06,Credit Card,Cancelled,14442.97,1436.15,2341.23,99,15447.05
22888,5733,48,2024-07-31,Wallet,Delivered,6006.95,280.28,1030.8,99,6856.47
22889,2356,56,2023-03-18,Debit Card,Delivered,4799.15,448.36,783.14,79,5212.93
22890,9561,79,2024-03-13,Debit Card,Processing,23336.21,182.72,4167.63,49,27370.12
22891,9317,66,2023-09-01,Wallet,Delivered,9262.77,252.05,1621.93,79,10711.65
22892,8504,82,2023-04-23,Debit Card,Delivered,7770.87,181.48,1366.09,0,8955.48
22893,7952,19,2025-11-08,Credit Card,Delivered,20086.3,2622.46,3143.49,0,20607.33
22894,3960,34,2025-08-31,Net Banking,Shipped,24056.76,3040.6,3782.91,79,24878.07
22895,9041,69,2023-05-15,Credit Card,Delivered,8606.11,263.5,1501.67,0,9844.28
22896,9004,82,2024-12-11,Net Banking,Shipped,17976.17,2851.06,2722.52,79,17926.63
22897,1586,48,2023-02-01,Credit Card,Delivered,16488.08,512.99,2875.52,79,18929.61
22898,7156,52,2023-06-08,Debit Card,Delivered,7143.85,26.14,1281.19,79,8477.9
22899,6501,62,2025-05-21,Wallet,Delivered,24699.4,315.86,4389.04,79,28851.58
22900,5789,76,2023-07-20,Net Banking,Shipped,21158.05,1543.49,3530.62,79,23224.18
22901,4363,74,2025-10-20,Cash,Delivered,8753.12,1697.43,1270.02,0,8325.71
22902,1557,27,2024-01-10,Debit Card,Delivered,20194.48,3608.47,2985.48,49,19620.49
22903,2191,62,2023-08-01,Cash,Processing,5136.75,536.66,828.02,99,5527.11
22904,9747,94,2025-10-23,Cash,Delivered,6670.8,893.63,1039.89,49,6866.06
22905,309,99,2023-10-23,Credit Card,Cancelled,19828.71,2654.32,3091.39,0,20265.78
22906,288,91,2024-06-14,Net Banking,Delivered,22631.32,2569.32,3611.16,99,23772.16
22907,6950,76,2025-02-11,UPI,Delivered,17535.6,2682.48,2673.56,49,17575.68
22908,2187,53,2023-08-31,Cash,Cancelled,10026.53,1068.74,1612.4,79,10649.19
22909,3024,86,2023-03-01,Wallet,Delivered,11130.93,321.0,1945.79,79,12834.72
22910,1775,13,2025-08-24,UPI,Delivered,19609.7,3383.17,2920.78,79,19226.31
22911,4375,41,2023-01-07,Credit Card,Shipped,16507.8,3043.58,2423.56,79,15966.78
22912,3417,35,2024-06-14,Wallet,Delivered,5356.44,163.88,934.66,49,6176.22
22913,480,95,2025-10-26,UPI,Cancelled,13979.81,2526.71,2061.56,99,13613.66
22914,571,77,2024-03-24,Debit Card,Cancelled,12872.7,1437.81,2058.28,0,13493.17
22915,5798,18,2025-02-10,UPI,Processing,12499.84,427.57,2173.01,99,14344.28
22916,435,34,2023-01-15,Net Banking,Delivered,13302.26,2241.24,1990.98,0,13052.0
22917,8440,97,2023-03-21,Debit Card,Delivered,13169.01,1682.54,2067.56,0,13554.03
22918,2693,37,2024-04-23,Net Banking,Delivered,12161.73,1213.82,1970.62,99,13017.53
22919,8958,87,2025-05-01,Cash,Delivered,8656.32,1063.65,1366.68,79,9038.35
22920,1858,97,2025-10-04,Debit Card,Shipped,16458.84,1206.18,2745.48,79,18077.14
22921,9068,54,2023-05-04,Wallet,Cancelled,22909.96,2841.89,3612.25,79,23759.32
22922,401,61,2025-01-30,Net Banking,Delivered,24865.73,1021.15,4292.02,99,28235.6
22923,5885,21,2024-08-06,Debit Card,Cancelled,4204.52,595.27,649.67,79,4337.92
22924,7716,63,2025-03-15,UPI,Delivered,22317.23,477.15,3931.21,49,25820.29
22925,6333,27,2024-05-24,UPI,Cancelled,24829.1,4739.66,3616.1,99,23804.54
22926,8429,90,2023-03-06,Net Banking,Delivered,8524.97,179.07,1502.26,99,9947.16
22927,178,60,2024-01-12,Wallet,Cancelled,6364.5,829.45,996.31,99,6630.36
22928,2909,82,2023-01-19,Cash,Delivered,6402.15,362.87,1087.07,49,7175.35
22929,5555,68,2024-05-02,Cash,Processing,19973.82,1882.87,3256.37,49,21396.32
22930,1612,6,2024-01-12,UPI,Processing,5549.63,926.43,832.18,49,5504.38
22931,6181,65,2025-03-19,Wallet,Delivered,13285.62,1954.05,2039.68,49,13420.25
22932,1164,88,2025-03-02,Debit Card,Shipped,22494.21,3302.82,3454.45,79,22724.84
22933,5829,12,2023-04-22,Cash,Delivered,17130.8,3238.13,2500.68,0,16393.35
22934,2587,1,2025-09-09,Cash,Shipped,3930.14,189.09,673.39,49,4463.44
22935,5770,16,2023-02-05,Net Banking,Delivered,18846.88,1883.05,3053.49,99,20116.32
22936,9125,66,2025-09-12,Net Banking,Processing,14265.33,1033.18,2381.79,79,15692.94
22937,8743,60,2024-08-07,Credit Card,Delivered,6701.06,336.77,1145.57,49,7558.86
22938,6923,70,2025-11-06,Debit Card,Delivered,23843.99,3153.1,3724.36,79,24494.25
22939,4666,81,2025-06-13,UPI,Processing,10089.58,1914.79,1471.46,99,9745.25
22940,4393,65,2025-03-01,UPI,Delivered,23327.76,2198.19,3803.32,0,24932.89
22941,2468,68,2025-06-09,Net Banking,Delivered,19572.0,1676.16,3221.25,0,21117.09
22942,6758,8,2025-08-12,Cash,Delivered,20531.26,1649.96,3398.63,99,22378.93
22943,58,23,2023-08-28,Wallet,Delivered,22367.99,962.75,3852.94,0,25258.18
22944,2091,68,2025-12-25,Credit Card,Shipped,16508.19,2710.69,2483.55,79,16360.05
22945,4887,71,2023-03-04,Debit Card,Processing,17493.96,3273.69,2559.65,79,16858.92
22946,4160,75,2023-05-13,Wallet,Delivered,6765.57,53.11,1208.24,49,7969.7
22947,4824,40,2023-03-13,Credit Card,Processing,14307.96,648.76,2458.66,0,16117.86
22948,9192,95,2023-02-08,Wallet,Shipped,12414.06,1040.15,2047.3,79,13500.21
22949,3009,38,2023-04-27,Net Banking,Shipped,13712.5,2297.11,2054.77,49,13519.16
22950,9011,2,2023-08-04,Net Banking,Shipped,9623.85,1710.43,1424.42,49,9386.84
22951,9555,80,2025-12-24,Net Banking,Cancelled,10110.53,762.38,1682.67,0,11030.82
22952,3919,97,2024-08-25,Credit Card,Processing,16537.96,2094.39,2599.84,49,17092.41
22953,6498,12,2025-05-30,Cash,Delivered,19086.37,2106.9,3056.3,79,20114.77
22954,9764,51,2024-03-10,Net Banking,Delivered,13098.34,888.6,2197.75,79,14486.49
22955,9084,100,2025-08-23,Cash,Delivered,12623.67,2470.46,1827.58,79,12059.79
22956,7932,10,2025-12-19,UPI,Delivered,22501.73,3494.47,3421.31,79,22507.57
22957,7368,61,2025-01-12,UPI,Delivered,6106.67,471.36,1014.36,49,6698.67
22958,5260,41,2024-03-07,Credit Card,Delivered,21625.71,2868.19,3376.35,99,22232.87
22959,7173,66,2023-06-02,Cash,Shipped,15875.81,791.22,2715.23,79,17878.82
22960,5630,37,2024-09-07,Wallet,Delivered,10453.84,2066.61,1509.7,79,9975.93
22961,3311,80,2025-06-26,Cash,Delivered,11224.89,2082.81,1645.57,79,10866.65
22962,9342,89,2024-02-09,Net Banking,Delivered,10009.41,1777.54,1481.74,49,9762.61
22963,8849,20,2024-03-17,Debit Card,Shipped,16269.81,986.45,2751.0,99,18133.36
22964,3574,30,2024-03-17,Wallet,Delivered,14417.64,1326.12,2356.47,49,15496.99
22965,897,30,2023-04-24,UPI,Delivered,9059.8,489.23,1542.7,49,10162.27
22966,5174,12,2025-02-22,Cash,Shipped,1449.33,119.55,239.36,0,1569.14
22967,8053,62,2024-07-20,UPI,Delivered,21442.69,1947.61,3509.11,49,23053.19
22968,7226,34,2025-10-19,Debit Card,Shipped,6328.39,885.12,979.79,0,6423.06
22969,5082,77,2023-12-14,Debit Card,Delivered,18821.35,1282.99,3156.9,79,20774.26
22970,7654,17,2025-09-25,Credit Card,Delivered,12492.93,1321.35,2010.88,99,13281.46
22971,7116,88,2024-06-14,UPI,Cancelled,2730.27,105.67,472.43,99,3196.03
22972,4240,56,2025-03-21,Cash,Delivered,16754.72,2066.58,2643.87,99,17431.01
22973,8768,64,2024-09-01,Wallet,Processing,16989.24,3326.5,2459.29,79,16201.03
22974,5873,21,2024-05-04,UPI,Cancelled,12553.0,1195.54,2044.34,99,13500.8
22975,3691,28,2024-10-24,Cash,Delivered,8799.96,37.42,1577.26,0,10339.8
22976,8701,8,2023-09-16,Wallet,Delivered,14461.48,2186.69,2209.46,99,14583.25
22977,5449,27,2025-12-04,Credit Card,Cancelled,12556.28,801.12,2115.93,0,13871.09
22978,9004,91,2025-12-09,Wallet,Cancelled,24694.92,1515.01,4172.38,0,27352.29
22979,6845,82,2024-06-20,Debit Card,Delivered,21580.49,581.34,3779.85,99,24878.0
22980,7996,3,2025-02-08,UPI,Cancelled,21630.4,509.19,3801.82,99,25022.03
22981,4342,70,2025-07-04,Credit Card,Processing,4455.15,461.91,718.78,99,4811.02
22982,1128,86,2024-10-14,Cash,Delivered,8389.64,770.5,1371.45,79,9069.59
22983,7498,31,2023-01-07,Credit Card,Delivered,22155.0,2821.95,3479.95,99,22912.0
22984,5045,52,2024-07-16,Wallet,Shipped,23558.32,4298.64,3466.74,79,22805.42
22985,8869,92,2025-08-03,Wallet,Delivered,10325.59,1525.96,1583.93,0,10383.56
22986,945,11,2024-08-23,Cash,Delivered,20362.28,272.25,3616.21,99,23805.24
22987,3165,31,2023-06-23,Wallet,Processing,18802.17,2421.92,2948.44,99,19427.69
22988,3384,42,2025-02-06,Debit Card,Processing,13642.04,575.37,2352.0,0,15418.67
22989,3704,49,2023-12-12,Wallet,Processing,24447.35,1436.79,4141.9,49,27201.46
22990,4269,42,2025-01-11,Net Banking,Cancelled,2439.97,270.26,390.55,0,2560.26
22991,8837,72,2025-01-29,Credit Card,Delivered,8523.23,574.31,1430.81,0,9379.73
22992,3978,2,2024-03-04,Debit Card,Cancelled,23174.41,3561.64,3530.3,0,23143.07
22993,9689,5,2023-07-11,Credit Card,Delivered,5886.3,1153.09,851.98,49,5634.19
22994,5007,57,2023-01-07,Net Banking,Processing,13837.23,995.73,2311.47,79,15231.97
22995,3500,64,2023-06-28,Wallet,Processing,18697.4,2870.02,2848.93,99,18775.31
22996,9191,38,2024-07-13,Cash,Delivered,22064.57,1031.62,3785.93,0,24818.88
22997,4748,30,2023-06-29,Net Banking,Processing,14843.5,1838.65,2340.87,0,15345.72
22998,2013,85,2024-07-15,Net Banking,Delivered,7992.92,1363.35,1193.32,49,7871.89
22999,32,53,2024-06-15,Cash,Processing,14757.09,1101.49,2458.01,79,16192.61
23000,6750,30,2023-01-25,Cash,Delivered,12665.22,1535.61,2003.33,99,13231.94
23001,1178,34,2023-08-20,Credit Card,Shipped,6170.76,887.14,951.05,99,6333.67
23002,9894,58,2023-03-09,Cash,Delivered,2721.54,191.12,455.48,0,2985.9
23003,2444,83,2023-01-11,Cash,Delivered,8426.89,1129.74,1313.49,0,8610.64
23004,7844,2,2025-07-05,Cash,Shipped,7632.08,101.9,1355.43,99,8984.61
23005,3986,56,2023-09-24,UPI,Delivered,20206.76,2105.58,3258.21,99,21458.39
23006,3649,14,2025-05-02,Wallet,Delivered,22600.59,677.11,3946.23,79,25948.71
23007,6419,20,2023-05-06,Credit Card,Cancelled,16300.87,1809.83,2608.39,49,17148.43
23008,9426,27,2025-12-23,Wallet,Delivered,13568.69,1146.68,2235.96,99,14756.97
23009,5883,22,2023-11-07,Wallet,Processing,2988.66,422.0,462.0,79,3107.66
23010,1914,69,2024-05-01,UPI,Delivered,10943.3,2006.51,1608.62,79,10624.41
23011,9680,46,2025-07-15,UPI,Delivered,11829.05,1627.4,1836.3,79,12116.95
23012,1344,16,2024-07-26,Net Banking,Shipped,7888.35,620.53,1308.21,79,8655.03
23013,6892,77,2023-04-14,UPI,Processing,17346.88,303.71,3067.77,0,20110.94
23014,1992,63,2024-09-08,Cash,Cancelled,14202.06,826.76,2407.55,79,15861.85
23015,7744,23,2023-12-18,Wallet,Processing,3665.0,30.71,654.17,79,4367.46
23016,873,19,2023-06-25,Credit Card,Delivered,20890.42,2992.32,3221.66,79,21198.76
23017,2971,12,2025-08-21,Debit Card,Delivered,23231.54,1449.64,3920.74,99,25801.64
23018,6296,64,2023-07-23,Debit Card,Shipped,9538.06,254.6,1671.02,99,11053.48
23019,308,51,2023-07-16,UPI,Delivered,3682.48,454.57,581.02,0,3808.93
23020,5518,83,2023-08-29,Debit Card,Cancelled,8440.29,556.3,1419.12,49,9352.11
23021,1216,60,2025-01-18,Cash,Delivered,23048.7,1429.51,3891.45,0,25510.64
23022,2263,79,2023-12-08,Debit Card,Cancelled,20995.58,821.49,3631.34,79,23884.43
23023,8665,78,2025-08-25,UPI,Processing,17040.69,1174.48,2855.92,0,18722.13
23024,3780,29,2024-10-02,Cash,Cancelled,9225.6,711.73,1532.5,79,10125.37
23025,6364,98,2025-05-27,UPI,Delivered,17690.22,2985.18,2646.91,0,17351.95
23026,2835,27,2024-04-16,Debit Card,Delivered,8619.53,1549.99,1272.52,99,8441.06
23027,4091,71,2024-11-02,Cash,Processing,14754.59,2456.97,2213.57,99,14610.19
23028,5273,92,2023-12-06,Debit Card,Shipped,17566.67,334.86,3101.73,49,20382.54
23029,9548,40,2025-02-15,UPI,Cancelled,2366.58,460.2,343.15,99,2348.53
23030,2666,14,2024-05-25,Debit Card,Processing,2563.33,478.41,375.29,49,2509.21
23031,346,14,2024-12-29,Net Banking,Delivered,7551.05,193.45,1324.37,0,8681.97
23032,5110,19,2025-06-24,Cash,Cancelled,8771.34,274.34,1529.46,79,10105.46
23033,5960,11,2025-08-26,Net Banking,Delivered,21107.31,838.04,3648.47,49,23966.74
23034,4825,74,2024-06-28,Credit Card,Delivered,18566.07,2826.09,2833.2,0,18573.18
23035,9374,83,2023-08-27,Net Banking,Delivered,15091.37,2650.58,2239.34,49,14729.13
23036,8625,14,2023-11-08,Credit Card,Processing,9910.19,1895.88,1442.58,49,9505.89
23037,2452,19,2024-11-29,Credit Card,Processing,7239.31,475.28,1217.53,99,8080.56
23038,9723,7,2023-06-30,UPI,Delivered,11711.35,1833.52,1778.01,49,11704.84
23039,2709,57,2025-07-29,Cash,Cancelled,12637.33,2372.61,1847.65,49,12161.37
23040,8489,56,2023-07-21,Debit Card,Delivered,15096.81,1285.53,2486.03,0,16297.31
23041,1836,60,2024-11-08,Credit Card,Delivered,9013.66,969.8,1447.89,79,9570.75
23042,2854,91,2024-05-03,Debit Card,Delivered,1266.13,123.28,205.71,99,1447.56
23043,1786,71,2023-01-22,UPI,Shipped,17059.46,22.95,3066.57,79,20182.08
23044,128,75,2023-07-13,Net Banking,Shipped,20700.51,2552.96,3266.56,99,21513.11
23045,7201,27,2024-09-01,Wallet,Shipped,1473.1,52.95,255.63,0,1675.78
23046,260,62,2025-09-19,Cash,Delivered,9931.37,454.19,1705.89,79,11262.07
23047,3666,32,2025-10-21,Debit Card,Delivered,14860.27,2139.33,2289.77,99,15109.71
23048,1048,99,2025-12-13,UPI,Delivered,10431.08,318.29,1820.3,49,11982.09
23049,4299,47,2025-07-21,Credit Card,Shipped,24407.32,239.66,4350.18,99,28616.84
23050,2145,36,2025-10-28,Cash,Shipped,605.81,53.71,99.38,99,750.48
23051,7327,42,2025-03-13,Credit Card,Cancelled,16217.53,175.37,2887.59,49,18978.75
23052,7742,75,2024-04-24,Cash,Shipped,20245.05,1066.15,3452.2,99,22730.1
23053,8923,86,2025-12-12,Net Banking,Processing,6436.64,871.53,1001.72,99,6665.83
23054,9225,85,2024-04-18,UPI,Delivered,23719.77,1917.59,3924.39,0,25726.57
23055,186,89,2024-11-25,Debit Card,Delivered,20611.72,1657.83,3411.7,49,22414.59
