inventory_id,product_id,store_id,warehouse_id,stock_quantity,reserved_quantity,available_quantity,reorder_level,max_stock,last_stock_update,inventory_status
27062,1950,88,9,444,42,402,133,714,2026-07-19,In Stock
27063,1950,31,13,25,0,25,7,199,2026-07-19,In Stock
27064,1950,19,2,193,2,191,57,580,2026-07-19,In Stock
27065,1950,41,6,142,25,117,42,447,2026-07-19,In Stock
27066,1950,83,4,127,2,125,38,524,2026-07-19,In Stock
27067,1950,68,8,246,29,217,73,430,2026-07-19,In Stock
27068,1950,77,11,368,48,320,110,634,2026-07-19,In Stock
27069,1950,61,3,173,18,155,51,444,2026-07-19,In Stock
27070,1950,93,4,374,18,356,112,680,2026-07-19,In Stock
27071,1950,30,13,177,32,145,53,340,2026-07-19,In Stock
27072,1950,20,6,349,38,311,104,494,2026-07-19,In Stock
27073,1950,56,3,467,53,414,140,750,2026-07-19,In Stock
27074,1950,94,20,112,4,108,33,381,2026-07-19,In Stock
27075,1950,15,10,319,3,316,95,737,2026-07-19,In Stock
27076,1951,9,15,325,58,267,97,748,2026-07-19,In Stock
27077,1951,95,12,307,43,264,92,553,2026-07-19,In Stock
27078,1951,84,12,312,14,298,93,716,2026-07-19,In Stock
27079,1951,45,7,477,69,408,143,915,2026-07-19,In Stock
27080,1951,76,4,221,4,217,66,681,2026-07-19,In Stock
27081,1951,47,1,348,1,347,104,638,2026-07-19,In Stock
27082,1951,41,4,218,36,182,65,516,2026-07-19,In Stock
27083,1951,67,8,409,30,379,122,682,2026-07-19,In Stock
27084,1951,89,11,248,17,231,74,588,2026-07-19,In Stock
27085,1951,24,9,40,7,33,12,154,2026-07-19,In Stock
27086,1951,15,14,164,19,145,49,292,2026-07-19,In Stock
27087,1951,90,20,88,7,81,26,363,2026-07-19,In Stock
27088,1951,62,7,272,31,241,81,550,2026-07-19,In Stock
27089,1951,16,8,156,18,138,46,482,2026-07-19,In Stock
27090,1951,23,20,320,58,262,96,725,2026-07-19,In Stock
27091,1951,44,10,177,15,162,53,634,2026-07-19,In Stock
27092,1951,10,5,31,1,30,9,396,2026-07-19,In Stock
27093,1951,71,20,348,21,327,104,671,2026-07-19,In Stock
27094,1951,18,1,34,5,29,10,409,2026-07-19,In Stock
27095,1951,75,11,381,25,356,114,710,2026-07-19,In Stock
27096,1952,12,7,268,44,224,80,626,2026-07-19,In Stock
27097,1952,95,19,434,48,386,130,917,2026-07-19,In Stock
27098,1952,39,16,379,60,319,113,574,2026-07-19,In Stock
27099,1952,30,18,198,10,188,59,449,2026-07-19,In Stock
27100,1952,96,9,63,12,51,18,237,2026-07-19,In Stock
27101,1952,42,20,129,3,126,38,539,2026-07-19,In Stock
27102,1952,36,8,148,18,130,44,510,2026-07-19,In Stock
27103,1952,75,10,199,19,180,59,430,2026-07-19,In Stock
27104,1952,64,17,187,5,182,56,370,2026-07-19,In Stock
27105,1952,99,9,310,47,263,93,425,2026-07-19,In Stock
27106,1952,37,15,495,42,453,148,833,2026-07-19,In Stock
27107,1952,92,7,268,32,236,80,452,2026-07-19,In Stock
27108,1952,84,6,412,62,350,123,578,2026-07-19,In Stock
27109,1952,73,16,231,32,199,69,622,2026-07-19,In Stock
27110,1952,29,4,432,83,349,129,683,2026-07-19,In Stock
27111,1952,100,19,401,67,334,120,738,2026-07-19,In Stock
27112,1952,2,5,132,12,120,39,431,2026-07-19,In Stock
27113,1953,5,12,453,64,389,135,837,2026-07-19,In Stock
27114,1953,36,7,366,73,293,109,479,2026-07-19,In Stock
27115,1953,83,20,385,55,330,115,726,2026-07-19,In Stock
27116,1953,81,16,63,12,51,18,420,2026-07-19,In Stock
27117,1953,72,20,117,22,95,35,503,2026-07-19,In Stock
27118,1953,51,7,100,16,84,30,354,2026-07-19,In Stock
27119,1953,74,8,383,21,362,114,809,2026-07-19,In Stock
27120,1953,60,5,115,2,113,34,239,2026-07-19,In Stock
27121,1953,64,4,211,18,193,63,370,2026-07-19,In Stock
27122,1954,69,9,309,16,293,92,723,2026-07-19,In Stock
27123,1954,78,19,349,45,304,104,615,2026-07-19,In Stock
27124,1954,9,3,283,51,232,84,551,2026-07-19,In Stock
27125,1954,47,15,106,16,90,31,556,2026-07-19,In Stock
27126,1954,56,14,500,96,404,150,840,2026-07-19,In Stock
27127,1954,67,2,483,62,421,144,601,2026-07-19,In Stock
27128,1954,2,15,287,37,250,86,395,2026-07-19,In Stock
27129,1954,84,2,252,10,242,75,568,2026-07-19,In Stock
27130,1954,10,12,72,5,67,21,489,2026-07-19,In Stock
27131,1954,4,19,425,63,362,127,528,2026-07-19,In Stock
27132,1954,29,4,335,25,310,100,698,2026-07-19,In Stock
27133,1954,19,11,483,3,480,144,931,2026-07-19,In Stock
27134,1954,7,10,461,34,427,138,817,2026-07-19,In Stock
27135,1954,95,19,314,5,309,94,513,2026-07-19,In Stock
27136,1954,11,5,199,37,162,59,333,2026-07-19,In Stock
27137,1954,22,17,491,86,405,147,620,2026-07-19,In Stock
27138,1954,87,13,273,20,253,81,434,2026-07-19,In Stock
27139,1954,1,8,442,75,367,132,918,2026-07-19,In Stock
27140,1955,41,1,82,3,79,24,309,2026-07-19,In Stock
27141,1955,5,2,416,9,407,124,718,2026-07-19,In Stock
27142,1955,71,17,296,7,289,88,515,2026-07-19,In Stock
27143,1955,19,14,346,25,321,103,462,2026-07-19,In Stock
27144,1955,51,16,130,13,117,39,344,2026-07-19,In Stock
27145,1955,90,18,76,12,64,22,437,2026-07-19,In Stock
27146,1955,73,2,236,20,216,70,450,2026-07-19,In Stock
27147,1955,37,9,458,9,449,137,762,2026-07-19,In Stock
27148,1955,61,10,346,14,332,103,603,2026-07-19,In Stock
27149,1955,18,4,150,11,139,45,632,2026-07-19,In Stock
27150,1955,11,15,483,42,441,144,639,2026-07-19,In Stock
27151,1955,50,12,153,17,136,45,641,2026-07-19,In Stock
27152,1955,32,10,464,72,392,139,795,2026-07-19,In Stock
27153,1955,33,4,450,46,404,135,645,2026-07-19,In Stock
27154,1955,31,13,468,22,446,140,896,2026-07-19,In Stock
27155,1955,13,6,490,25,465,147,767,2026-07-19,In Stock
27156,1955,52,1,72,8,64,21,372,2026-07-19,In Stock
27157,1955,96,6,375,32,343,112,703,2026-07-19,In Stock
27158,1956,12,19,266,4,262,79,754,2026-07-19,In Stock
27159,1956,98,16,359,0,359,107,851,2026-07-19,In Stock
27160,1956,42,20,183,32,151,54,297,2026-07-19,In Stock
27161,1956,36,19,51,7,44,15,253,2026-07-19,In Stock
27162,1956,11,9,148,15,133,44,251,2026-07-19,In Stock
27163,1956,62,3,215,16,199,64,528,2026-07-19,In Stock
27164,1956,95,18,373,46,327,111,630,2026-07-19,In Stock
27165,1956,25,3,239,1,238,71,481,2026-07-19,In Stock
27166,1956,7,10,475,56,419,142,962,2026-07-19,In Stock
27167,1956,30,20,74,2,72,22,467,2026-07-19,In Stock
27168,1956,24,11,88,12,76,26,230,2026-07-19,In Stock
27169,1956,92,9,312,8,304,93,477,2026-07-19,In Stock
27170,1956,60,20,338,23,315,101,750,2026-07-19,In Stock
27171,1956,44,15,351,29,322,105,573,2026-07-19,In Stock
27172,1957,61,17,187,33,154,56,602,2026-07-19,In Stock
27173,1957,75,1,222,41,181,66,439,2026-07-19,In Stock
27174,1957,21,18,344,22,322,103,616,2026-07-19,In Stock
27175,1957,30,5,441,6,435,132,827,2026-07-19,In Stock
27176,1957,24,14,228,42,186,68,643,2026-07-19,In Stock
27177,1957,49,3,260,4,256,78,686,2026-07-19,In Stock
27178,1957,89,2,29,3,26,8,411,2026-07-19,In Stock
27179,1957,67,11,32,2,30,9,455,2026-07-19,In Stock
27180,1957,100,13,460,60,400,138,893,2026-07-19,In Stock
27181,1957,70,1,307,10,297,92,544,2026-07-19,In Stock
27182,1957,42,9,135,9,126,40,483,2026-07-19,In Stock
27183,1957,56,6,42,4,38,12,359,2026-07-19,In Stock
27184,1957,60,12,47,7,40,14,471,2026-07-19,In Stock
27185,1957,32,14,157,1,156,47,403,2026-07-19,In Stock
27186,1958,6,3,110,14,96,33,394,2026-07-19,In Stock
27187,1958,31,10,53,3,50,15,462,2026-07-19,In Stock
27188,1958,78,19,66,11,55,19,300,2026-07-19,In Stock
27189,1958,28,20,160,2,158,48,531,2026-07-19,In Stock
27190,1958,100,3,275,54,221,82,614,2026-07-19,In Stock
27191,1958,8,11,366,51,315,109,559,2026-07-19,In Stock
27192,1958,57,4,107,19,88,32,421,2026-07-19,In Stock
27193,1958,39,12,474,15,459,142,912,2026-07-19,In Stock
27194,1958,51,7,286,56,230,85,578,2026-07-19,In Stock
27195,1958,74,18,229,6,223,68,567,2026-07-19,In Stock
27196,1958,19,2,386,46,340,115,828,2026-07-19,In Stock
27197,1958,89,17,247,10,237,74,627,2026-07-19,In Stock
27198,1958,40,6,487,8,479,146,850,2026-07-19,In Stock
27199,1958,82,20,471,58,413,141,602,2026-07-19,In Stock
27200,1958,20,5,168,29,139,50,435,2026-07-19,In Stock
27201,1958,26,14,357,4,353,107,627,2026-07-19,In Stock
27202,1958,73,7,82,4,78,24,191,2026-07-19,In Stock
27203,1958,52,18,232,9,223,69,339,2026-07-19,In Stock
27204,1958,79,5,76,5,71,22,306,2026-07-19,In Stock
27205,1958,27,6,98,17,81,29,415,2026-07-19,In Stock
27206,1959,1,18,46,6,40,13,275,2026-07-19,In Stock
27207,1959,93,18,400,75,325,120,768,2026-07-19,In Stock
27208,1959,31,13,104,11,93,31,299,2026-07-19,In Stock
27209,1959,64,11,186,17,169,55,644,2026-07-19,In Stock
27210,1959,82,7,346,39,307,103,626,2026-07-19,In Stock
27211,1959,54,5,479,79,400,143,920,2026-07-19,In Stock
27212,1959,4,17,457,38,419,137,663,2026-07-19,In Stock
27213,1959,98,3,66,9,57,19,180,2026-07-19,In Stock
27214,1960,90,19,158,1,157,47,487,2026-07-19,In Stock
27215,1960,35,5,333,4,329,99,449,2026-07-19,In Stock
27216,1960,6,18,210,30,180,63,568,2026-07-19,In Stock
27217,1960,65,19,129,11,118,38,280,2026-07-19,In Stock
27218,1960,31,18,402,62,340,120,635,2026-07-19,In Stock
27219,1960,16,16,290,4,286,87,666,2026-07-19,In Stock
27220,1960,40,15,208,13,195,62,599,2026-07-19,In Stock
27221,1960,98,2,290,39,251,87,706,2026-07-19,In Stock
27222,1960,53,4,160,4,156,48,542,2026-07-19,In Stock
27223,1960,79,2,327,20,307,98,530,2026-07-19,In Stock
27224,1960,96,8,137,14,123,41,270,2026-07-19,In Stock
27225,1960,91,8,215,0,215,64,696,2026-07-19,In Stock
27226,1960,55,12,39,6,33,11,144,2026-07-19,In Stock
27227,1960,34,14,447,86,361,134,668,2026-07-19,In Stock
27228,1960,73,11,300,40,260,90,556,2026-07-19,In Stock
27229,1960,27,8,26,3,23,7,487,2026-07-19,In Stock
27230,1960,84,20,395,46,349,118,508,2026-07-19,In Stock
27231,1961,38,8,333,64,269,99,760,2026-07-19,In Stock
27232,1961,11,11,499,28,471,149,618,2026-07-19,In Stock
27233,1961,88,7,311,19,292,93,540,2026-07-19,In Stock
27234,1961,99,11,123,20,103,36,523,2026-07-19,In Stock
27235,1961,58,13,353,23,330,105,536,2026-07-19,In Stock
27236,1961,79,3,306,10,296,91,751,2026-07-19,In Stock
27237,1961,5,10,273,17,256,81,570,2026-07-19,In Stock
27238,1961,100,13,321,0,321,96,796,2026-07-19,In Stock
27239,1961,44,10,468,37,431,140,866,2026-07-19,In Stock
27240,1961,8,11,135,0,135,40,344,2026-07-19,In Stock
27241,1961,95,1,478,31,447,143,842,2026-07-19,In Stock
27242,1961,26,2,69,10,59,20,462,2026-07-19,In Stock
27243,1961,40,17,102,12,90,30,296,2026-07-19,In Stock
27244,1962,64,15,326,27,299,97,431,2026-07-19,In Stock
27245,1962,33,9,265,32,233,79,523,2026-07-19,In Stock
27246,1962,62,19,97,5,92,29,530,2026-07-19,In Stock
27247,1962,93,16,313,27,286,93,744,2026-07-19,In Stock
27248,1962,19,18,33,5,28,9,238,2026-07-19,In Stock
27249,1962,38,16,185,9,176,55,535,2026-07-19,In Stock
27250,1962,99,8,64,4,60,19,469,2026-07-19,In Stock
27251,1962,91,10,134,1,133,40,424,2026-07-19,In Stock
27252,1962,58,12,177,17,160,53,428,2026-07-19,In Stock
27253,1962,14,4,193,0,193,57,642,2026-07-19,In Stock
27254,1962,88,2,281,23,258,84,675,2026-07-19,In Stock
27255,1962,39,17,496,97,399,148,955,2026-07-19,In Stock
27256,1962,49,17,332,58,274,99,679,2026-07-19,In Stock
27257,1963,91,9,273,46,227,81,762,2026-07-19,In Stock
27258,1963,80,13,198,10,188,59,607,2026-07-19,In Stock
27259,1963,58,14,54,2,52,16,451,2026-07-19,In Stock
27260,1963,54,3,132,15,117,39,392,2026-07-19,In Stock
27261,1963,19,1,133,5,128,39,543,2026-07-19,In Stock
27262,1963,63,6,440,48,392,132,866,2026-07-19,In Stock
27263,1963,96,19,200,21,179,60,611,2026-07-19,In Stock
27264,1963,65,15,312,48,264,93,476,2026-07-19,In Stock
27265,1963,3,4,365,50,315,109,543,2026-07-19,In Stock
27266,1963,49,8,140,15,125,42,569,2026-07-19,In Stock
27267,1963,26,8,109,5,104,32,411,2026-07-19,In Stock
27268,1963,16,4,226,29,197,67,551,2026-07-19,In Stock
27269,1963,12,11,264,9,255,79,495,2026-07-19,In Stock
27270,1964,58,19,199,29,170,59,329,2026-07-19,In Stock
27271,1964,8,7,98,17,81,29,304,2026-07-19,In Stock
27272,1964,2,9,91,14,77,27,375,2026-07-19,In Stock
27273,1964,43,18,477,86,391,143,583,2026-07-19,In Stock
27274,1964,44,18,50,0,50,15,274,2026-07-19,In Stock
27275,1964,89,16,128,10,118,38,543,2026-07-19,In Stock
27276,1964,52,15,472,51,421,141,929,2026-07-19,In Stock
27277,1964,54,15,182,3,179,54,486,2026-07-19,In Stock
27278,1964,51,10,102,10,92,30,517,2026-07-19,In Stock
27279,1964,49,9,27,1,26,8,227,2026-07-19,In Stock
27280,1964,6,11,292,6,286,87,753,2026-07-19,In Stock
27281,1964,57,5,198,16,182,59,596,2026-07-19,In Stock
27282,1964,22,11,306,39,267,91,409,2026-07-19,In Stock
27283,1964,67,6,484,86,398,145,650,2026-07-19,In Stock
27284,1964,83,13,349,6,343,104,510,2026-07-19,In Stock
27285,1964,15,13,464,54,410,139,594,2026-07-19,In Stock
27286,1964,62,15,415,18,397,124,676,2026-07-19,In Stock
27287,1964,71,9,484,13,471,145,742,2026-07-19,In Stock
27288,1965,72,20,220,44,176,66,490,2026-07-19,In Stock
27289,1965,66,2,71,7,64,21,200,2026-07-19,In Stock
27290,1965,18,2,458,18,440,137,598,2026-07-19,In Stock
27291,1965,6,8,365,34,331,109,733,2026-07-19,In Stock
27292,1965,15,3,177,4,173,53,284,2026-07-19,In Stock
27293,1965,17,4,397,9,388,119,589,2026-07-19,In Stock
27294,1965,27,18,288,55,233,86,499,2026-07-19,In Stock
27295,1965,56,20,239,17,222,71,443,2026-07-19,In Stock
27296,1965,71,11,491,49,442,147,729,2026-07-19,In Stock
27297,1965,35,3,185,37,148,55,294,2026-07-19,In Stock
27298,1965,12,17,483,47,436,144,656,2026-07-19,In Stock
27299,1965,76,4,477,69,408,143,713,2026-07-19,In Stock
27300,1965,74,10,467,50,417,140,634,2026-07-19,In Stock
27301,1965,24,17,482,5,477,144,810,2026-07-19,In Stock
27302,1965,23,4,101,11,90,30,536,2026-07-19,In Stock
27303,1965,1,19,217,30,187,65,481,2026-07-19,In Stock
27304,1965,7,9,303,58,245,90,469,2026-07-19,In Stock
27305,1965,78,6,171,5,166,51,420,2026-07-19,In Stock
27306,1966,86,2,493,16,477,147,708,2026-07-19,In Stock
27307,1966,23,9,341,36,305,102,820,2026-07-19,In Stock
27308,1966,14,15,237,37,200,71,440,2026-07-19,In Stock
27309,1966,46,5,453,77,376,135,659,2026-07-19,In Stock
27310,1966,66,10,156,26,130,46,589,2026-07-19,In Stock
27311,1966,77,1,103,12,91,30,519,2026-07-19,In Stock
27312,1966,82,8,94,7,87,28,261,2026-07-19,In Stock
27313,1966,33,13,174,27,147,52,298,2026-07-19,In Stock
27314,1966,8,11,94,0,94,28,219,2026-07-19,In Stock
27315,1966,61,1,163,17,146,48,351,2026-07-19,In Stock
27316,1966,2,3,37,2,35,11,366,2026-07-19,In Stock
27317,1966,69,8,323,11,312,96,550,2026-07-19,In Stock
27318,1966,32,7,321,0,321,96,434,2026-07-19,In Stock
27319,1966,96,6,83,5,78,24,516,2026-07-19,In Stock
27320,1966,79,19,110,1,109,33,285,2026-07-19,In Stock
27321,1966,95,8,172,34,138,51,475,2026-07-19,In Stock
27322,1966,30,4,261,22,239,78,544,2026-07-19,In Stock
27323,1967,47,4,339,30,309,101,558,2026-07-19,In Stock
27324,1967,78,11,201,20,181,60,384,2026-07-19,In Stock
27325,1967,83,5,297,3,294,89,714,2026-07-19,In Stock
27326,1967,49,9,228,43,185,68,436,2026-07-19,In Stock
27327,1967,13,3,212,19,193,63,396,2026-07-19,In Stock
27328,1967,20,1,69,4,65,20,209,2026-07-19,In Stock
27329,1967,44,17,213,12,201,63,500,2026-07-19,In Stock
27330,1967,50,7,351,37,314,105,474,2026-07-19,In Stock
27331,1967,27,19,206,41,165,61,575,2026-07-19,In Stock
27332,1967,23,10,350,47,303,105,760,2026-07-19,In Stock
27333,1967,39,7,339,61,278,101,684,2026-07-19,In Stock
27334,1967,45,6,80,12,68,24,329,2026-07-19,In Stock
27335,1967,1,6,422,13,409,126,669,2026-07-19,In Stock
27336,1967,18,3,32,5,27,9,215,2026-07-19,In Stock
27337,1967,32,19,173,1,172,51,500,2026-07-19,In Stock
27338,1967,55,20,212,21,191,63,657,2026-07-19,In Stock
27339,1967,40,10,418,12,406,125,817,2026-07-19,In Stock
27340,1967,96,16,171,28,143,51,628,2026-07-19,In Stock
27341,1967,5,9,137,17,120,41,244,2026-07-19,In Stock
27342,1968,43,3,382,49,333,114,704,2026-07-19,In Stock
27343,1968,94,12,225,39,186,67,356,2026-07-19,In Stock
27344,1968,40,4,441,10,431,132,818,2026-07-19,In Stock
27345,1968,75,4,173,15,158,51,426,2026-07-19,In Stock
27346,1968,66,8,164,28,136,49,531,2026-07-19,In Stock
27347,1968,19,10,224,21,203,67,414,2026-07-19,In Stock
27348,1968,16,5,475,62,413,142,714,2026-07-19,In Stock
27349,1968,25,20,391,1,390,117,689,2026-07-19,In Stock
27350,1968,86,7,285,29,256,85,669,2026-07-19,In Stock
27351,1968,80,19,45,3,42,13,452,2026-07-19,In Stock
27352,1968,81,8,346,20,326,103,626,2026-07-19,In Stock
27353,1968,51,17,291,31,260,87,392,2026-07-19,In Stock
27354,1968,92,8,306,33,273,91,483,2026-07-19,In Stock
27355,1968,82,18,389,27,362,116,889,2026-07-19,In Stock
27356,1968,18,20,155,25,130,46,439,2026-07-19,In Stock
27357,1968,32,4,228,17,211,68,633,2026-07-19,In Stock
27358,1968,72,9,26,0,26,7,502,2026-07-19,In Stock
27359,1968,29,14,76,5,71,22,403,2026-07-19,In Stock
27360,1968,100,20,270,39,231,81,597,2026-07-19,In Stock
27361,1968,7,20,309,51,258,92,724,2026-07-19,In Stock
27362,1969,54,5,401,41,360,120,773,2026-07-19,In Stock
27363,1969,91,6,203,24,179,60,465,2026-07-19,In Stock
27364,1969,26,6,318,37,281,95,788,2026-07-19,In Stock
27365,1969,42,15,448,86,362,134,751,2026-07-19,In Stock
27366,1969,72,16,490,35,455,147,782,2026-07-19,In Stock
27367,1969,81,2,105,16,89,31,327,2026-07-19,In Stock
27368,1969,13,12,448,64,384,134,661,2026-07-19,In Stock
27369,1969,21,14,209,3,206,62,340,2026-07-19,In Stock
27370,1969,94,20,304,3,301,91,744,2026-07-19,In Stock
27371,1969,9,4,121,0,121,36,582,2026-07-19,In Stock
27372,1969,37,11,208,34,174,62,499,2026-07-19,In Stock
27373,1969,69,3,89,8,81,26,319,2026-07-19,In Stock
27374,1969,2,17,471,73,398,141,597,2026-07-19,In Stock
27375,1969,70,12,434,82,352,130,608,2026-07-19,In Stock
27376,1969,71,7,135,13,122,40,288,2026-07-19,In Stock
27377,1969,48,20,102,18,84,30,358,2026-07-19,In Stock
27378,1969,82,17,234,32,202,70,630,2026-07-19,In Stock
27379,1969,36,20,368,17,351,110,607,2026-07-19,In Stock
27380,1969,60,16,357,6,351,107,748,2026-07-19,In Stock
27381,1969,6,18,403,47,356,120,539,2026-07-19,In Stock
27382,1970,51,20,266,44,222,79,762,2026-07-19,In Stock
27383,1970,71,20,147,4,143,44,546,2026-07-19,In Stock
27384,1970,66,16,66,4,62,19,552,2026-07-19,In Stock
27385,1970,55,7,303,19,284,90,684,2026-07-19,In Stock
27386,1970,72,6,403,25,378,120,688,2026-07-19,In Stock
27387,1970,17,6,185,37,148,55,653,2026-07-19,In Stock
27388,1970,2,4,215,33,182,64,441,2026-07-19,In Stock
27389,1970,50,18,184,21,163,55,420,2026-07-19,In Stock
27390,1970,8,15,46,0,46,13,433,2026-07-19,In Stock
27391,1970,15,20,426,9,417,127,759,2026-07-19,In Stock
27392,1970,21,11,92,4,88,27,260,2026-07-19,In Stock
27393,1970,86,18,472,14,458,141,756,2026-07-19,In Stock
27394,1970,24,4,282,47,235,84,731,2026-07-19,In Stock
27395,1970,16,16,116,14,102,34,403,2026-07-19,In Stock
27396,1970,53,12,210,37,173,63,580,2026-07-19,In Stock
27397,1970,82,17,394,54,340,118,511,2026-07-19,In Stock
27398,1970,34,19,239,21,218,71,606,2026-07-19,In Stock
27399,1971,92,6,200,22,178,60,557,2026-07-19,In Stock
27400,1971,100,2,214,29,185,64,466,2026-07-19,In Stock
27401,1971,11,13,205,30,175,61,606,2026-07-19,In Stock
27402,1971,53,18,489,25,464,146,916,2026-07-19,In Stock
27403,1971,90,10,393,26,367,117,604,2026-07-19,In Stock
27404,1971,68,12,63,6,57,18,205,2026-07-19,In Stock
27405,1971,5,11,371,59,312,111,839,2026-07-19,In Stock
27406,1971,99,19,380,20,360,114,652,2026-07-19,In Stock
27407,1972,16,15,234,26,208,70,696,2026-07-19,In Stock
27408,1972,26,10,328,13,315,98,471,2026-07-19,In Stock
27409,1972,81,13,465,61,404,139,624,2026-07-19,In Stock
27410,1972,52,15,447,48,399,134,612,2026-07-19,In Stock
27411,1972,100,11,384,8,376,115,619,2026-07-19,In Stock
27412,1972,43,13,313,28,285,93,483,2026-07-19,In Stock
27413,1972,44,18,157,19,138,47,558,2026-07-19,In Stock
27414,1972,53,10,208,34,174,62,678,2026-07-19,In Stock
27415,1972,4,10,32,0,32,9,495,2026-07-19,In Stock
27416,1972,1,6,41,3,38,12,258,2026-07-19,In Stock
27417,1973,89,8,178,28,150,53,299,2026-07-19,In Stock
27418,1973,59,20,307,3,304,92,769,2026-07-19,In Stock
27419,1973,93,5,337,64,273,101,715,2026-07-19,In Stock
27420,1973,90,1,391,20,371,117,882,2026-07-19,In Stock
27421,1973,52,14,425,53,372,127,689,2026-07-19,In Stock
27422,1973,95,19,334,41,293,100,585,2026-07-19,In Stock
27423,1973,38,16,399,48,351,119,583,2026-07-19,In Stock
27424,1973,96,18,161,11,150,48,465,2026-07-19,In Stock
27425,1973,80,15,432,84,348,129,673,2026-07-19,In Stock
27426,1973,13,4,83,14,69,24,403,2026-07-19,In Stock
27427,1973,34,17,72,3,69,21,364,2026-07-19,In Stock
27428,1973,25,9,324,52,272,97,680,2026-07-19,In Stock
27429,1973,75,4,212,13,199,63,375,2026-07-19,In Stock
27430,1973,42,20,232,10,222,69,362,2026-07-19,In Stock
27431,1973,17,6,154,16,138,46,602,2026-07-19,In Stock
27432,1974,12,2,205,2,203,61,547,2026-07-19,In Stock
27433,1974,62,20,388,74,314,116,760,2026-07-19,In Stock
27434,1974,27,12,494,54,440,148,965,2026-07-19,In Stock
27435,1974,30,2,106,15,91,31,580,2026-07-19,In Stock
27436,1974,56,17,359,33,326,107,773,2026-07-19,In Stock
27437,1974,86,1,174,28,146,52,552,2026-07-19,In Stock
27438,1974,28,8,250,36,214,75,698,2026-07-19,In Stock
27439,1974,100,16,422,81,341,126,753,2026-07-19,In Stock
27440,1974,77,6,70,12,58,21,343,2026-07-19,In Stock
27441,1974,97,4,191,21,170,57,611,2026-07-19,In Stock
27442,1974,72,4,478,64,414,143,927,2026-07-19,In Stock
27443,1974,14,10,58,9,49,17,399,2026-07-19,In Stock
27444,1974,18,18,463,21,442,138,759,2026-07-19,In Stock
27445,1974,36,17,339,3,336,101,707,2026-07-19,In Stock
27446,1974,66,18,455,36,419,136,804,2026-07-19,In Stock
27447,1975,50,14,286,43,243,85,774,2026-07-19,In Stock
27448,1975,64,3,382,59,323,114,657,2026-07-19,In Stock
27449,1975,77,10,266,53,213,79,563,2026-07-19,In Stock
27450,1975,81,3,430,84,346,129,924,2026-07-19,In Stock
27451,1975,55,8,237,14,223,71,453,2026-07-19,In Stock
27452,1975,93,17,479,80,399,143,684,2026-07-19,In Stock
27453,1975,73,8,286,11,275,85,604,2026-07-19,In Stock
27454,1975,70,18,94,15,79,28,234,2026-07-19,In Stock
27455,1975,57,14,432,23,409,129,838,2026-07-19,In Stock
27456,1975,67,8,331,3,328,99,516,2026-07-19,In Stock
27457,1975,30,7,440,79,361,132,559,2026-07-19,In Stock
27458,1975,4,16,476,90,386,142,716,2026-07-19,In Stock
27459,1975,13,13,419,61,358,125,843,2026-07-19,In Stock
27460,1975,2,8,386,22,364,115,759,2026-07-19,In Stock
27461,1975,41,14,69,7,62,20,358,2026-07-19,In Stock
27462,1976,14,5,299,37,262,89,695,2026-07-19,In Stock
27463,1976,10,12,309,46,263,92,489,2026-07-19,In Stock
27464,1976,61,18,58,0,58,17,216,2026-07-19,In Stock
27465,1976,75,16,268,8,260,80,549,2026-07-19,In Stock
27466,1976,39,1,200,1,199,60,638,2026-07-19,In Stock
27467,1976,21,14,82,8,74,24,490,2026-07-19,In Stock
27468,1976,80,13,99,0,99,29,208,2026-07-19,In Stock
27469,1976,91,3,183,3,180,54,564,2026-07-19,In Stock
27470,1976,63,19,64,1,63,19,338,2026-07-19,In Stock
27471,1976,56,18,288,33,255,86,484,2026-07-19,In Stock
27472,1976,83,13,146,16,130,43,318,2026-07-19,In Stock
27473,1976,55,5,151,0,151,45,630,2026-07-19,In Stock
27474,1976,3,8,93,17,76,27,433,2026-07-19,In Stock
27475,1976,72,17,222,43,179,66,695,2026-07-19,In Stock
27476,1976,11,20,176,28,148,52,485,2026-07-19,In Stock
27477,1976,74,12,375,1,374,112,807,2026-07-19,In Stock
27478,1976,82,3,275,40,235,82,708,2026-07-19,In Stock
27479,1977,41,2,480,53,427,144,901,2026-07-19,In Stock
27480,1977,79,9,394,8,386,118,575,2026-07-19,In Stock
27481,1977,75,18,90,18,72,27,408,2026-07-19,In Stock
27482,1977,55,12,51,5,46,15,232,2026-07-19,In Stock
27483,1977,35,2,177,0,177,53,669,2026-07-19,In Stock
27484,1977,30,7,401,28,373,120,768,2026-07-19,In Stock
27485,1977,96,4,326,38,288,97,614,2026-07-19,In Stock
27486,1977,88,20,392,68,324,117,718,2026-07-19,In Stock
27487,1977,56,8,276,36,240,82,543,2026-07-19,In Stock
27488,1977,92,7,174,5,169,52,278,2026-07-19,In Stock
27489,1977,72,5,306,7,299,91,477,2026-07-19,In Stock
27490,1977,43,15,435,13,422,130,878,2026-07-19,In Stock
27491,1977,11,15,84,1,83,25,211,2026-07-19,In Stock
27492,1977,12,11,219,20,199,65,321,2026-07-19,In Stock
27493,1977,61,12,369,6,363,110,526,2026-07-19,In Stock
27494,1977,26,5,457,89,368,137,811,2026-07-19,In Stock
27495,1978,45,9,406,0,406,121,836,2026-07-19,In Stock
27496,1978,87,3,148,10,138,44,533,2026-07-19,In Stock
