campaign_id,campaign_name,channel_id,campaign_type,start_date,end_date,budget,spend,impressions,clicks,conversions,revenue_generated,roas,campaign_status
354,Grocery Festival 2024 - Google Ads - 354,1,Retargeting,2024-04-16,2024-05-27,1666343,1509395.25,12145554,486919,10660,2867850.98,1.9,Completed
355,Diwali Bonanza 2024 - Affiliate - 355,8,App Install,2024-09-14,2024-12-09,954867,779562.76,3339469,100704,2099,4053726.35,5.2,Completed
356,Smart Shopping Sale 2024 - Email - 356,5,Loyalty Campaign,2024-01-07,2024-01-30,1569856,1498388.89,8126369,264913,9137,7896509.45,5.27,Completed
357,Kids Launch 2024 - YouTube - 357,4,App Install,2024-03-29,2024-05-19,928612,879058.21,7001800,143336,4442,4931516.56,5.61,Completed
358,Electronics Sale 2024 - Instagram - 358,3,App Install,2024-10-29,2024-12-01,1260824,1213454.94,8342918,137341,6679,4453379.63,3.67,Completed
359,Electronics Offers 2024 - YouTube - 359,4,Festival Sale,2024-03-28,2024-05-21,965399,938067.02,3432840,68608,2003,4587147.73,4.89,Completed
360,Smart Shopping Sale 2024 - Google Ads - 360,1,Customer Acquisition,2024-07-17,2024-08-15,1885489,1744666.62,5850389,200140,10454,3314866.58,1.9,Completed
361,Smart Shopping Drive 2024 - Referral - 361,7,Seasonal Sale,2024-09-13,2024-10-10,793844,640744.44,2660531,61747,2115,1204599.55,1.88,Completed
362,End of Season Bonanza 2024 - YouTube - 362,4,Brand Awareness,2024-11-21,2025-02-06,1554287,1360391.22,6133431,170247,6097,5251110.11,3.86,Completed
363,Grocery Bonanza 2024 - Instagram - 363,3,Festival Sale,2024-11-16,2025-01-01,1861838,1504078.01,6206877,165132,7265,5941108.14,3.95,Completed
364,End of Season Festival 2025 - Organic Search - 364,6,Customer Acquisition,2025-05-13,2025-08-06,1865367,1462792.41,5442748,251429,7498,8089242.03,5.53,Completed
365,Summer Week 2024 - Referral - 365,7,App Install,2024-03-18,2024-04-04,1314042,1079538.51,4772357,222967,10608,4847127.91,4.49,Completed
366,Diwali Week 2025 - Direct - 366,10,Brand Awareness,2025-04-28,2025-06-01,1637688,1567511.83,10878048,353964,8681,5486291.41,3.5,Completed
367,End of Season Carnival 2025 - LinkedIn - 367,9,Retargeting,2025-11-09,2025-12-24,1687976,1441938.31,7198185,153105,10324,7397143.53,5.13,Completed
368,Back to School Offers 2025 - Referral - 368,7,Flash Sale,2025-05-10,2025-07-09,231829,180665.99,1114373,42792,1963,1056896.04,5.85,Paused
369,Winter Campaign 2025 - Facebook Ads - 369,2,App Install,2025-04-25,2025-07-07,316478,288349.71,1348391,59379,3666,850631.64,2.95,Completed
370,Home Campaign 2025 - Affiliate - 370,8,App Install,2025-08-06,2025-09-12,1332451,1193877.38,4415481,146078,5670,7748264.2,6.49,Completed
371,Electronics Drive 2025 - Affiliate - 371,8,Customer Acquisition,2025-02-19,2025-04-20,1762323,1488516.21,6506947,211894,5710,3587324.07,2.41,Completed
372,Weekend Carnival 2025 - Referral - 372,7,Customer Acquisition,2025-06-10,2025-07-30,859636,757000.69,2834657,108110,4403,2513242.29,3.32,Completed
373,Smart Shopping Carnival 2025 - Affiliate - 373,8,App Install,2025-05-08,2025-07-23,1457400,1384543.84,11162049,184286,8969,3309059.78,2.39,Completed
374,Weekend Bonanza 2024 - Affiliate - 374,8,Festival Sale,2024-02-10,2024-05-08,477566,408315.21,2115818,103513,5370,2584635.28,6.33,Completed
375,Back to School Drive 2024 - Facebook Ads - 375,2,Loyalty Campaign,2024-03-28,2024-05-09,457704,350513.91,1807350,36137,1775,2004939.57,5.72,Completed
376,Fashion Drive 2025 - LinkedIn - 376,9,App Install,2025-11-06,2026-01-25,1351021,1185086.98,7344071,209241,5320,3093077.02,2.61,Completed
377,End of Season Festival 2025 - Organic Search - 377,6,Customer Acquisition,2025-12-01,2026-02-07,472081,397851.34,1724878,28229,1670,1698825.22,4.27,Completed
378,End of Season Promotion 2024 - Direct - 378,10,Brand Awareness,2024-04-05,2024-06-20,1835438,1285467.47,4451183,172481,7170,4897631.06,3.81,Completed
379,Back to School Launch 2025 - Email - 379,5,Retargeting,2025-06-26,2025-09-03,835089,732134.57,2888663,120324,6598,1493554.52,2.04,Completed
380,Monsoon Bonanza 2024 - Email - 380,5,Loyalty Campaign,2024-09-17,2024-12-02,1354709,1304625.26,6740284,145696,8079,7619011.52,5.84,Completed
381,Home Offers 2025 - Referral - 381,7,Festival Sale,2025-06-19,2025-07-19,1542351,1451793.63,7499239,140463,5801,6852465.93,4.72,Completed
382,End of Season Bonanza 2025 - Facebook Ads - 382,2,App Install,2025-07-02,2025-09-09,1527333,1251246.55,7986772,274135,13125,3103091.44,2.48,Completed
383,New Year Week 2025 - Organic Search - 383,6,Seasonal Sale,2025-07-22,2025-10-06,822167,766472.05,3999053,79310,5011,1647914.91,2.15,Completed
384,Big Savings Launch 2025 - Affiliate - 384,8,Brand Awareness,2025-04-02,2025-05-07,1748531,1401502.42,6396525,252003,13945,3335575.76,2.38,Completed
385,End of Season Launch 2024 - Affiliate - 385,8,Flash Sale,2024-04-03,2024-05-06,284844,204866.68,1281068,22804,499,739568.71,3.61,Completed
386,End of Season Sale 2025 - Organic Search - 386,6,App Install,2025-09-20,2025-12-10,1722374,1629483.99,6926533,210317,6327,8326663.19,5.11,Completed
387,End of Season Promotion 2024 - Instagram - 387,3,Retargeting,2024-10-19,2024-11-27,1181739,1074832.89,4658316,179768,6828,5481647.74,5.1,Paused
388,Electronics Launch 2024 - LinkedIn - 388,9,Festival Sale,2024-03-29,2024-05-18,950292,832288.59,3903908,159249,3731,1664577.18,2.0,Completed
389,Christmas Offers 2025 - YouTube - 389,4,App Install,2025-07-26,2025-10-23,1371636,1356434.35,6719791,195804,3961,3336828.5,2.46,Completed
390,New Year Campaign 2024 - Email - 390,5,Email Promotion,2024-04-19,2024-07-14,345385,324966.76,1112108,50783,3080,1514345.1,4.66,Completed
391,Diwali Campaign 2025 - Instagram - 391,3,Customer Acquisition,2025-01-21,2025-04-18,1726548,1446250.75,7126856,253280,5411,3094976.6,2.14,Completed
392,Diwali Campaign 2025 - Email - 392,5,Customer Acquisition,2025-01-26,2025-03-10,964919,952021.61,4470198,68574,4224,2732302.02,2.87,Completed
393,Weekend Drive 2025 - Google Ads - 393,1,Seasonal Sale,2025-02-12,2025-04-11,758238,611186.37,2175219,53113,3577,3214840.31,5.26,Completed
394,Diwali Bonanza 2025 - Facebook Ads - 394,2,Customer Acquisition,2025-05-25,2025-07-04,533646,410246.9,1517806,67195,2540,2371227.08,5.78,Completed
395,Premium Sale 2024 - Affiliate - 395,8,Festival Sale,2024-03-21,2024-06-07,1878407,1586667.15,6847342,220702,15287,10202269.77,6.43,Completed
396,Big Savings Bonanza 2025 - YouTube - 396,4,App Install,2025-05-17,2025-06-24,934413,716347.02,3200839,54078,3242,2958513.19,4.13,Completed
397,Weekend Drive 2024 - Affiliate - 397,8,Loyalty Campaign,2024-02-03,2024-04-22,352430,320525.7,1580402,61829,1273,852598.36,2.66,Completed
398,Christmas Carnival 2024 - LinkedIn - 398,9,Flash Sale,2024-04-13,2024-06-08,1250420,973895.51,5780018,280610,10426,2444477.73,2.51,Completed
399,Electronics Campaign 2024 - Referral - 399,7,Customer Acquisition,2024-08-03,2024-10-10,1891651,1551490.12,7713820,269978,18618,8176352.93,5.27,Completed
400,Home Offers 2024 - LinkedIn - 400,9,Retargeting,2024-10-03,2024-11-17,405856,381509.2,1508313,47594,975,1457365.14,3.82,Completed
401,Fashion Drive 2025 - Google Ads - 401,1,Seasonal Sale,2025-10-07,2025-12-27,729217,565356.26,2059357,34329,856,1356855.02,2.4,Completed
402,Mega Drive 2024 - Referral - 402,7,Brand Awareness,2024-09-17,2024-12-01,1661525,1329879.56,7189581,248847,16571,3883248.32,2.92,Completed
403,End of Season Offers 2025 - Instagram - 403,3,App Install,2025-02-25,2025-03-27,1309750,1143108.33,4826427,101880,6012,3943723.74,3.45,Completed
404,Home Week 2025 - Email - 404,5,Flash Sale,2025-05-14,2025-07-25,700883,588128.88,2012850,91361,4753,3887531.9,6.61,Completed
405,Monsoon Festival 2025 - Facebook Ads - 405,2,Flash Sale,2025-10-08,2026-01-04,439737,353147.35,2001665,75773,4207,1705701.7,4.83,Completed
406,Electronics Week 2024 - YouTube - 406,4,Festival Sale,2024-10-04,2024-12-14,1192481,1180148.13,6067037,130053,2751,6490814.71,5.5,Completed
407,Mega Festival 2024 - YouTube - 407,4,Customer Acquisition,2024-03-22,2024-05-02,233782,229349.05,1117830,18873,1104,1004548.84,4.38,Completed
408,Monsoon Launch 2024 - Email - 408,5,Retargeting,2024-04-16,2024-06-03,748797,575680.22,2277515,69488,1828,2532992.97,4.4,Completed
409,Fashion Drive 2024 - Affiliate - 409,8,App Install,2024-01-30,2024-02-18,1079775,1071670.71,4931639,120995,5111,7319510.95,6.83,Completed
410,Smart Shopping Launch 2024 - Organic Search - 410,6,Customer Acquisition,2024-06-30,2024-09-28,1197774,1068337.69,4944150,231447,10202,2937928.65,2.75,Completed
411,Christmas Carnival 2025 - Facebook Ads - 411,2,App Install,2025-03-28,2025-05-21,736638,517979.35,2418238,100454,2693,1595376.4,3.08,Completed
412,Back to School Bonanza 2024 - Email - 412,5,Seasonal Sale,2024-01-09,2024-03-26,119152,110782.85,420215,15083,902,500738.48,4.52,Completed
413,Diwali Carnival 2025 - YouTube - 413,4,Seasonal Sale,2025-02-25,2025-05-22,1599333,1473202.17,7747571,218811,7253,5627632.29,3.82,Completed
414,Premium Bonanza 2025 - Direct - 414,10,Email Promotion,2025-06-13,2025-08-01,965922,730623.58,5521494,109225,2787,2922494.32,4.0,Completed
415,Summer Carnival 2024 - Affiliate - 415,8,Email Promotion,2024-10-05,2024-12-21,204085,202230.86,1631110,79976,2727,442885.58,2.19,Completed
416,Summer Drive 2024 - Facebook Ads - 416,2,Brand Awareness,2024-01-09,2024-02-22,555476,445810.52,2531808,108820,7606,1805532.61,4.05,Completed
417,Super Sale 2024 - Google Ads - 417,1,Flash Sale,2024-12-04,2024-12-29,658898,614551.45,4625931,145509,4308,3767200.39,6.13,Completed
418,Diwali Launch 2024 - YouTube - 418,4,Customer Acquisition,2024-01-13,2024-02-12,1717376,1704481.36,10362269,516131,15462,9442826.73,5.54,Completed
419,New Year Campaign 2025 - Affiliate - 419,8,Festival Sale,2025-06-17,2025-07-28,432632,384501.38,3013488,144074,6634,1111208.99,2.89,Completed
420,Republic Day Festival 2024 - Google Ads - 420,1,Seasonal Sale,2024-07-22,2024-09-21,594856,529346.11,2966980,61884,2091,1143387.6,2.16,Completed
421,Back to School Week 2024 - Affiliate - 421,8,Brand Awareness,2024-01-10,2024-01-30,425041,344886.6,2533948,51995,1277,1689944.34,4.9,Completed
422,Premium Festival 2024 - Affiliate - 422,8,Email Promotion,2024-03-02,2024-05-01,363879,307970.03,1739814,60097,3139,1050177.8,3.41,Completed
423,Electronics Carnival 2024 - Organic Search - 423,6,Seasonal Sale,2024-07-16,2024-08-02,625748,606724.58,2926027,88695,3080,3233842.01,5.33,Completed
424,Fashion Drive 2025 - Facebook Ads - 424,2,Email Promotion,2025-08-03,2025-09-10,677397,650503.36,2856061,128864,3610,2875224.85,4.42,Completed
425,Kids Sale 2024 - Referral - 425,7,Loyalty Campaign,2024-10-29,2024-12-16,1727217,1539654.74,8179739,175812,3680,9561255.94,6.21,Completed
426,Premium Launch 2024 - Affiliate - 426,8,Product Launch,2024-09-01,2024-10-27,498185,427054.61,2037874,69901,3540,1396468.57,3.27,Completed
427,Monsoon Sale 2024 - LinkedIn - 427,9,Brand Awareness,2024-04-23,2024-05-20,1851527,1816977.25,11941621,192195,4872,4633291.99,2.55,Completed
428,Big Savings Week 2025 - Instagram - 428,3,Seasonal Sale,2025-08-07,2025-10-10,1570762,1377700.07,10693488,243012,13582,2162989.11,1.57,Completed
429,Monsoon Drive 2025 - Affiliate - 429,8,Brand Awareness,2025-11-02,2026-01-18,1779860,1587056.69,8580229,351975,22709,9554081.27,6.02,Completed
430,Monsoon Bonanza 2025 - LinkedIn - 430,9,Seasonal Sale,2025-09-23,2025-11-11,263442,259063.87,884461,16273,915,1145062.31,4.42,Completed
431,Smart Shopping Carnival 2024 - Organic Search - 431,6,Email Promotion,2024-07-16,2024-10-06,1271098,1175458.44,6036249,112835,5859,4078840.79,3.47,Completed
432,Weekend Carnival 2025 - Organic Search - 432,6,Product Launch,2025-11-12,2026-01-20,1253361,1028341.53,5689230,116835,8169,4051665.63,3.94,Completed
433,Fashion Campaign 2024 - Referral - 433,7,Seasonal Sale,2024-11-18,2025-02-11,964746,896495.34,4539082,183403,9247,4123878.56,4.6,Completed
434,Christmas Campaign 2025 - Email - 434,5,App Install,2025-01-19,2025-04-14,1048758,874926.3,4569371,184698,12771,4182147.71,4.78,Completed
435,Diwali Offers 2024 - Affiliate - 435,8,App Install,2024-05-18,2024-07-10,1894575,1505185.66,5814352,279188,17063,9874017.93,6.56,Paused
436,Super Festival 2025 - Direct - 436,10,Festival Sale,2025-07-23,2025-10-19,179138,150137.52,1013762,24608,1586,430894.68,2.87,Completed
437,Smart Shopping Offers 2024 - YouTube - 437,4,Loyalty Campaign,2024-11-03,2024-11-29,1639867,1185886.99,6645688,211922,9412,7637112.22,6.44,Completed
438,Smart Shopping Launch 2024 - Email - 438,5,Customer Acquisition,2024-04-07,2024-05-30,264579,247126.46,864269,23079,1476,961321.93,3.89,Paused
439,Home Sale 2024 - Instagram - 439,3,Retargeting,2024-08-20,2024-09-05,739177,633707.53,3570646,124158,4512,3383998.21,5.34,Completed
440,End of Season Week 2024 - Referral - 440,7,Email Promotion,2024-02-21,2024-04-26,1158494,842253.97,4259219,181114,4962,2821550.8,3.35,Completed
441,Christmas Festival 2025 - Instagram - 441,3,Email Promotion,2025-08-08,2025-08-29,935771,795917.16,3069619,60051,1605,3645300.59,4.58,Completed
442,End of Season Promotion 2025 - Instagram - 442,3,Customer Acquisition,2025-02-08,2025-05-07,616414,476299.72,2836362,85239,4623,2224319.69,4.67,Completed
443,Electronics Offers 2025 - Referral - 443,7,Email Promotion,2025-11-18,2026-01-24,772637,620703.71,2608286,109388,3113,2122806.69,3.42,Completed
444,Diwali Offers 2025 - YouTube - 444,4,Loyalty Campaign,2025-09-30,2025-11-02,1537302,1248514.03,4869549,218383,5594,2247325.25,1.8,Completed
445,Mega Bonanza 2024 - Facebook Ads - 445,2,Festival Sale,2024-05-31,2024-07-21,1043847,878248.08,4886273,199850,6114,3960898.84,4.51,Paused
446,Super Sale 2025 - Direct - 446,10,Loyalty Campaign,2025-07-15,2025-09-29,889801,778488.21,3251353,53718,1531,2382173.92,3.06,Completed
447,Summer Festival 2024 - Direct - 447,10,Festival Sale,2024-10-04,2024-10-25,915047,821814.55,3433717,161214,6127,1717592.41,2.09,Completed
448,Home Promotion 2025 - Referral - 448,7,App Install,2025-10-26,2025-12-29,1588325,1159288.42,6557726,297307,13847,2932999.7,2.53,Completed
449,Summer Sale 2025 - YouTube - 449,4,Product Launch,2025-04-13,2025-07-08,618818,604387.8,3455876,111098,6356,967020.48,1.6,Completed
450,Big Savings Bonanza 2024 - YouTube - 450,4,App Install,2024-12-29,2025-02-20,1802662,1295398.16,7785673,222288,15559,9003017.21,6.95,Completed
451,Home Carnival 2024 - Organic Search - 451,6,Flash Sale,2024-10-13,2024-11-25,284119,261095.96,1221620,47313,3010,1378586.67,5.28,Completed
452,New Year Week 2024 - LinkedIn - 452,9,Seasonal Sale,2024-09-03,2024-11-30,790560,659920.56,4591742,173735,8521,3471182.15,5.26,Completed
453,Big Savings Carnival 2024 - YouTube - 453,4,Product Launch,2024-05-21,2024-07-14,1001910,1000613.27,3384568,67963,4529,6544010.79,6.54,Completed
454,Mega Carnival 2024 - Facebook Ads - 454,2,Flash Sale,2024-03-10,2024-06-04,766050,729169.87,4987682,79962,2873,4994813.61,6.85,Completed
455,Christmas Carnival 2024 - Email - 455,5,Loyalty Campaign,2024-11-06,2025-01-16,1733907,1311492.72,9127983,145289,10068,6413199.4,4.89,Completed
456,Diwali Sale 2025 - Affiliate - 456,8,Product Launch,2025-08-03,2025-09-16,853425,617745.4,2372579,46723,2911,2520401.23,4.08,Completed
457,Super Carnival 2024 - YouTube - 457,4,Seasonal Sale,2024-07-07,2024-09-09,505295,388006.89,2004726,98048,6497,2611286.37,6.73,Completed
458,Monsoon Carnival 2025 - Google Ads - 458,1,Flash Sale,2025-11-18,2025-12-28,1021247,980538.77,4709832,124204,5325,2804340.88,2.86,Completed
459,Home Week 2024 - Email - 459,5,Customer Acquisition,2024-02-12,2024-04-15,1657067,1444267.01,6670711,249810,13790,2469696.59,1.71,Completed
460,Winter Offers 2025 - Email - 460,5,Brand Awareness,2025-04-07,2025-06-19,1187798,1023122.57,3443819,56388,2219,5842029.87,5.71,Completed
461,New Year Bonanza 2024 - Organic Search - 461,6,Email Promotion,2024-07-13,2024-09-03,1067515,800578.58,4627740,218272,11895,5179743.41,6.47,Completed
462,Big Savings Festival 2025 - Email - 462,5,Email Promotion,2025-10-23,2026-01-03,477007,445342.96,1541984,60698,1624,1678942.96,3.77,Completed
463,Republic Day Drive 2024 - Instagram - 463,3,Customer Acquisition,2024-01-26,2024-03-03,289120,224075.14,916428,42843,2563,1221209.51,5.45,Completed
464,Electronics Festival 2024 - Google Ads - 464,1,App Install,2024-04-03,2024-05-02,1198524,1093274.1,4358499,214140,10836,2601992.36,2.38,Completed
465,Fashion Week 2025 - Affiliate - 465,8,Flash Sale,2025-01-24,2025-02-13,1927259,1730407.04,11770183,534468,15469,9378806.16,5.42,Completed
466,Kids Bonanza 2024 - LinkedIn - 466,9,Brand Awareness,2024-11-11,2025-01-04,1413766,1066274.77,3784638,183990,3712,6088428.94,5.71,Completed
467,Premium Sale 2025 - Email - 467,5,Customer Acquisition,2025-04-14,2025-07-01,1375034,1326647.76,8148035,290153,12704,4988195.58,3.76,Completed
468,Premium Bonanza 2025 - Email - 468,5,Product Launch,2025-09-07,2025-09-22,1399743,1243798.51,4647597,103489,3026,2238837.32,1.8,Completed
469,Smart Shopping Week 2024 - Facebook Ads - 469,2,Festival Sale,2024-02-07,2024-03-11,725877,580217.68,4273015,80379,5601,1386720.26,2.39,Completed
470,Weekend Drive 2025 - LinkedIn - 470,9,Flash Sale,2025-09-17,2025-12-14,1671468,1460344.69,5076522,92694,3241,5155016.76,3.53,Completed
471,Monsoon Bonanza 2024 - Direct - 471,10,Seasonal Sale,2024-03-10,2024-05-18,1087374,805052.28,3285505,80838,3747,3534179.51,4.39,Completed
472,Big Savings Festival 2025 - Email - 472,5,Product Launch,2025-09-18,2025-10-10,1114314,1022073.58,4465932,190188,10525,3934983.28,3.85,Completed
473,End of Season Campaign 2024 - Instagram - 473,3,Loyalty Campaign,2024-09-22,2024-12-13,372028,328979.52,1571422,63676,2858,1954138.35,5.94,Completed
474,Summer Festival 2024 - LinkedIn - 474,9,Flash Sale,2024-08-26,2024-10-17,150303,126174.21,478999,19548,593,615730.14,4.88,Completed
475,Premium Offers 2025 - Facebook Ads - 475,2,App Install,2025-02-27,2025-03-19,123692,110356.21,451903,10802,252,347622.06,3.15,Completed
476,Fashion Campaign 2024 - Organic Search - 476,6,Product Launch,2024-11-27,2024-12-12,930575,853634.12,3697325,59227,1704,2834065.28,3.32,Completed
477,Winter Carnival 2025 - Direct - 477,10,Flash Sale,2025-11-19,2026-02-03,1109769,828571.17,4083417,184908,11981,3347427.53,4.04,Completed
478,Fashion Promotion 2024 - Referral - 478,7,Customer Acquisition,2024-02-27,2024-05-18,1223833,863555.57,3856336,102617,6753,5077706.75,5.88,Completed
479,Fashion Launch 2024 - Instagram - 479,3,Festival Sale,2024-06-01,2024-07-21,1413888,1216342.33,8115738,293782,8628,2602972.59,2.14,Completed
480,Monsoon Drive 2024 - Facebook Ads - 480,2,Customer Acquisition,2024-11-18,2024-12-07,1939304,1495770.97,7428964,358636,11048,4726636.27,3.16,Completed
481,Monsoon Drive 2025 - LinkedIn - 481,9,App Install,2025-01-18,2025-02-06,1161147,821488.78,3970858,129060,3808,5405396.17,6.58,Completed
482,Mega Promotion 2024 - Direct - 482,10,Customer Acquisition,2024-11-13,2025-01-08,1519179,1515861.27,9659247,157246,6192,9489291.55,6.26,Completed
483,End of Season Festival 2024 - Instagram - 483,3,Loyalty Campaign,2024-01-05,2024-02-28,798959,671175.71,5231089,173777,9201,2161185.79,3.22,Completed
484,Republic Day Bonanza 2024 - Referral - 484,7,Customer Acquisition,2024-11-15,2024-12-26,680176,584735.57,2256780,86861,2921,1385823.3,2.37,Completed
485,Republic Day Promotion 2024 - YouTube - 485,4,Retargeting,2024-01-16,2024-04-11,834670,721830.71,4276517,205335,12361,3363731.11,4.66,Completed
486,Fashion Promotion 2024 - Referral - 486,7,Customer Acquisition,2024-03-13,2024-05-06,1030396,736957.62,5885364,274347,6179,2660417.01,3.61,Completed
487,End of Season Week 2025 - Direct - 487,10,App Install,2025-03-12,2025-05-16,1420095,1350300.63,5491576,200832,7154,8101803.78,6.0,Completed
488,Monsoon Drive 2024 - Organic Search - 488,6,Seasonal Sale,2024-03-21,2024-06-03,303975,254328.36,1045732,41680,1803,704489.56,2.77,Completed
489,Home Carnival 2024 - Email - 489,5,Customer Acquisition,2024-05-27,2024-07-14,1567198,1528299.09,8516144,384314,13926,6388290.2,4.18,Completed
490,Kids Carnival 2025 - Email - 490,5,Customer Acquisition,2025-05-01,2025-05-30,691936,643765.11,2813668,54750,1376,3862590.66,6.0,Completed
491,New Year Promotion 2024 - Referral - 491,7,Flash Sale,2024-11-29,2025-02-23,1066734,874983.17,4500489,165305,7835,6002384.55,6.86,Completed
492,Smart Shopping Launch 2024 - Affiliate - 492,8,Customer Acquisition,2024-03-08,2024-05-05,1744825,1734463.48,7809450,210675,11525,4249435.53,2.45,Completed
493,End of Season Drive 2025 - Facebook Ads - 493,2,Customer Acquisition,2025-08-10,2025-10-26,782367,677941.59,2529971,53549,3630,1274530.19,1.88,Completed
494,Winter Festival 2025 - Email - 494,5,Retargeting,2025-09-02,2025-11-04,556364,525825.22,1879913,87630,4539,788737.83,1.5,Completed
495,New Year Launch 2025 - Google Ads - 495,1,Festival Sale,2025-11-07,2025-12-11,1390948,1214825.36,7826474,304082,10895,5636789.67,4.64,Completed
496,Smart Shopping Sale 2025 - LinkedIn - 496,9,App Install,2025-03-21,2025-05-19,1382389,1376757.83,7142507,139024,4825,4859955.14,3.53,Completed
497,Electronics Festival 2024 - Facebook Ads - 497,2,Flash Sale,2024-02-24,2024-03-10,1906167,1495698.29,11907169,358525,17749,7388749.55,4.94,Completed
498,Republic Day Carnival 2025 - Facebook Ads - 498,2,Festival Sale,2025-02-19,2025-04-23,1095877,812834.61,3695107,164493,6253,3080643.17,3.79,Completed
499,Monsoon Sale 2025 - Organic Search - 499,6,Flash Sale,2025-11-17,2025-12-18,401981,368376.1,1774398,53738,3735,725700.92,1.97,Completed
500,Kids Promotion 2025 - Organic Search - 500,6,Loyalty Campaign,2025-04-11,2025-06-19,989453,856485.37,4260946,116902,3424,4136824.34,4.83,Completed
