attribution_id,order_id,campaign_id,attribution_method
7609,28522,372,Last-Touch
7610,28527,427,Last-Touch
7611,28535,114,Last-Touch
7612,28546,87,Last-Touch
7613,28547,422,Last-Touch
7614,28550,133,Last-Touch
7615,28551,300,Last-Touch
7616,28561,201,Last-Touch
7617,28573,440,Last-Touch
7618,28583,134,Last-Touch
7619,28586,386,Last-Touch
7620,28591,107,Last-Touch
7621,28594,353,Last-Touch
7622,28596,270,Last-Touch
7623,28609,101,Last-Touch
7624,28611,132,Last-Touch
7625,28616,355,Last-Touch
7626,28618,306,Last-Touch
7627,28620,162,Last-Touch
7628,28623,92,Last-Touch
7629,28627,50,Last-Touch
7630,28633,284,Last-Touch
7631,28642,128,Last-Touch
7632,28645,338,Last-Touch
7633,28646,308,Last-Touch
7634,28649,119,Last-Touch
7635,28651,125,Last-Touch
7636,28653,277,Last-Touch
7637,28658,150,Last-Touch
7638,28661,112,Last-Touch
7639,28664,405,Last-Touch
7640,28668,342,Last-Touch
7641,28670,44,Last-Touch
7642,28672,254,Last-Touch
7643,28673,20,Last-Touch
7644,28674,362,Last-Touch
7645,28675,162,Last-Touch
7646,28683,95,Last-Touch
7647,28685,494,Last-Touch
7648,28686,223,Last-Touch
7649,28687,13,Last-Touch
7650,28688,380,Last-Touch
7651,28695,233,Last-Touch
7652,28696,328,Last-Touch
7653,28697,450,Last-Touch
7654,28699,433,Last-Touch
7655,28700,51,Last-Touch
7656,28703,247,Last-Touch
7657,28705,309,Last-Touch
7658,28706,28,Last-Touch
7659,28709,187,Last-Touch
7660,28710,231,Last-Touch
7661,28715,280,Last-Touch
7662,28716,380,Last-Touch
7663,28719,296,Last-Touch
7664,28723,89,Last-Touch
7665,28725,306,Last-Touch
7666,28729,251,Last-Touch
7667,28730,218,Last-Touch
7668,28732,126,Last-Touch
7669,28738,428,Last-Touch
7670,28748,356,Last-Touch
7671,28753,20,Last-Touch
7672,28755,292,Last-Touch
7673,28758,481,Last-Touch
7674,28759,48,Last-Touch
7675,28760,19,Last-Touch
7676,28766,232,Last-Touch
7677,28767,459,Last-Touch
7678,28772,400,Last-Touch
7679,28777,369,Last-Touch
7680,28785,244,Last-Touch
7681,28787,454,Last-Touch
7682,28789,229,Last-Touch
7683,28798,153,Last-Touch
7684,28801,221,Last-Touch
7685,28802,459,Last-Touch
7686,28805,126,Last-Touch
7687,28816,344,Last-Touch
7688,28820,268,Last-Touch
7689,28822,448,Last-Touch
7690,28825,135,Last-Touch
7691,28827,235,Last-Touch
7692,28830,133,Last-Touch
7693,28834,335,Last-Touch
7694,28838,323,Last-Touch
7695,28841,208,Last-Touch
7696,28845,230,Last-Touch
7697,28847,473,Last-Touch
7698,28849,292,Last-Touch
7699,28850,162,Last-Touch
7700,28851,317,Last-Touch
7701,28854,453,Last-Touch
7702,28855,232,Last-Touch
7703,28857,371,Last-Touch
7704,28863,264,Last-Touch
7705,28870,8,Last-Touch
7706,28871,347,Last-Touch
7707,28872,296,Last-Touch
7708,28873,106,Last-Touch
7709,28874,77,Last-Touch
7710,28875,278,Last-Touch
7711,28879,454,Last-Touch
7712,28888,482,Last-Touch
7713,28893,497,Last-Touch
7714,28894,56,Last-Touch
7715,28910,177,Last-Touch
7716,28914,91,Last-Touch
7717,28917,282,Last-Touch
7718,28934,342,Last-Touch
7719,28941,411,Last-Touch
7720,28946,478,Last-Touch
7721,28948,177,Last-Touch
7722,28951,435,Last-Touch
7723,28961,72,Last-Touch
7724,28965,116,Last-Touch
7725,28968,70,Last-Touch
7726,28985,22,Last-Touch
7727,28986,339,Last-Touch
7728,28995,30,Last-Touch
7729,28997,49,Last-Touch
7730,28998,177,Last-Touch
7731,28999,343,Last-Touch
7732,29008,56,Last-Touch
7733,29014,50,Last-Touch
7734,29021,51,Last-Touch
7735,29024,321,Last-Touch
7736,29026,155,Last-Touch
7737,29027,144,Last-Touch
7738,29028,83,Last-Touch
7739,29031,455,Last-Touch
7740,29033,207,Last-Touch
7741,29045,239,Last-Touch
7742,29047,94,Last-Touch
7743,29049,102,Last-Touch
7744,29050,483,Last-Touch
7745,29053,265,Last-Touch
7746,29061,155,Last-Touch
7747,29063,288,Last-Touch
7748,29067,366,Last-Touch
7749,29068,450,Last-Touch
7750,29074,14,Last-Touch
7751,29075,279,Last-Touch
7752,29080,333,Last-Touch
7753,29082,317,Last-Touch
7754,29083,483,Last-Touch
7755,29088,358,Last-Touch
7756,29103,19,Last-Touch
7757,29106,75,Last-Touch
7758,29107,493,Last-Touch
7759,29114,240,Last-Touch
7760,29123,410,Last-Touch
7761,29127,117,Last-Touch
7762,29128,433,Last-Touch
7763,29133,298,Last-Touch
7764,29135,391,Last-Touch
7765,29136,112,Last-Touch
7766,29139,153,Last-Touch
7767,29145,71,Last-Touch
7768,29146,477,Last-Touch
7769,29148,309,Last-Touch
7770,29149,12,Last-Touch
7771,29150,366,Last-Touch
7772,29151,173,Last-Touch
7773,29154,17,Last-Touch
7774,29156,399,Last-Touch
7775,29164,442,Last-Touch
7776,29165,218,Last-Touch
7777,29171,388,Last-Touch
7778,29172,60,Last-Touch
7779,29175,262,Last-Touch
7780,29180,395,Last-Touch
7781,29184,215,Last-Touch
7782,29187,106,Last-Touch
7783,29190,494,Last-Touch
7784,29192,282,Last-Touch
7785,29195,92,Last-Touch
7786,29199,354,Last-Touch
7787,29201,470,Last-Touch
7788,29214,202,Last-Touch
7789,29215,105,Last-Touch
7790,29216,209,Last-Touch
7791,29221,101,Last-Touch
7792,29226,495,Last-Touch
7793,29230,311,Last-Touch
7794,29231,278,Last-Touch
7795,29232,132,Last-Touch
7796,29233,281,Last-Touch
7797,29237,397,Last-Touch
7798,29239,440,Last-Touch
7799,29255,453,Last-Touch
7800,29261,20,Last-Touch
7801,29262,295,Last-Touch
7802,29263,86,Last-Touch
7803,29264,17,Last-Touch
7804,29266,381,Last-Touch
7805,29269,38,Last-Touch
7806,29274,107,Last-Touch
7807,29277,333,Last-Touch
7808,29280,399,Last-Touch
7809,29281,18,Last-Touch
7810,29283,454,Last-Touch
7811,29287,142,Last-Touch
7812,29294,200,Last-Touch
7813,29295,282,Last-Touch
7814,29299,329,Last-Touch
7815,29302,427,Last-Touch
7816,29303,369,Last-Touch
7817,29308,281,Last-Touch
7818,29309,157,Last-Touch
7819,29314,162,Last-Touch
7820,29315,455,Last-Touch
7821,29320,366,Last-Touch
7822,29331,150,Last-Touch
7823,29338,315,Last-Touch
7824,29339,90,Last-Touch
7825,29341,60,Last-Touch
7826,29342,379,Last-Touch
7827,29356,427,Last-Touch
7828,29363,373,Last-Touch
7829,29368,362,Last-Touch
7830,29371,278,Last-Touch
7831,29376,481,Last-Touch
7832,29384,306,Last-Touch
7833,29392,353,Last-Touch
7834,29397,147,Last-Touch
7835,29399,379,Last-Touch
7836,29400,232,Last-Touch
7837,29401,282,Last-Touch
7838,29404,485,Last-Touch
7839,29405,342,Last-Touch
7840,29412,452,Last-Touch
7841,29413,399,Last-Touch
7842,29415,292,Last-Touch
7843,29422,480,Last-Touch
7844,29423,414,Last-Touch
7845,29426,389,Last-Touch
7846,29430,83,Last-Touch
7847,29432,187,Last-Touch
7848,29442,483,Last-Touch
7849,29443,140,Last-Touch
7850,29452,410,Last-Touch
7851,29454,19,Last-Touch
7852,29461,278,Last-Touch
7853,29475,42,Last-Touch
7854,29478,144,Last-Touch
7855,29480,363,Last-Touch
7856,29482,254,Last-Touch
7857,29483,305,Last-Touch
7858,29485,367,Last-Touch
7859,29486,214,Last-Touch
7860,29488,366,Last-Touch
7861,29489,229,Last-Touch
7862,29492,496,Last-Touch
7863,29496,118,Last-Touch
7864,29500,175,Last-Touch
7865,29501,334,Last-Touch
7866,29502,410,Last-Touch
7867,29506,307,Last-Touch
7868,29510,106,Last-Touch
7869,29512,53,Last-Touch
7870,29516,284,Last-Touch
7871,29518,130,Last-Touch
7872,29520,111,Last-Touch
7873,29521,335,Last-Touch
7874,29529,119,Last-Touch
7875,29530,37,Last-Touch
7876,29532,410,Last-Touch
7877,29534,144,Last-Touch
7878,29536,466,Last-Touch
7879,29541,144,Last-Touch
7880,29543,356,Last-Touch
7881,29554,180,Last-Touch
7882,29555,184,Last-Touch
7883,29558,215,Last-Touch
7884,29568,23,Last-Touch
7885,29592,388,Last-Touch
7886,29614,19,Last-Touch
7887,29623,444,Last-Touch
7888,29624,396,Last-Touch
7889,29625,447,Last-Touch
7890,29626,186,Last-Touch
7891,29628,155,Last-Touch
7892,29634,13,Last-Touch
7893,29635,340,Last-Touch
7894,29640,51,Last-Touch
7895,29644,21,Last-Touch
7896,29645,38,Last-Touch
7897,29651,175,Last-Touch
7898,29653,344,Last-Touch
7899,29656,140,Last-Touch
7900,29662,276,Last-Touch
7901,29665,336,Last-Touch
7902,29666,326,Last-Touch
7903,29668,72,Last-Touch
7904,29673,163,Last-Touch
7905,29676,208,Last-Touch
7906,29678,274,Last-Touch
7907,29680,93,Last-Touch
7908,29684,145,Last-Touch
7909,29685,268,Last-Touch
7910,29686,413,Last-Touch
7911,29687,189,Last-Touch
7912,29690,459,Last-Touch
7913,29691,233,Last-Touch
7914,29710,463,Last-Touch
7915,29718,195,Last-Touch
7916,29720,110,Last-Touch
7917,29722,338,Last-Touch
7918,29727,150,Last-Touch
7919,29732,462,Last-Touch
7920,29737,95,Last-Touch
7921,29740,87,Last-Touch
7922,29743,7,Last-Touch
7923,29744,207,Last-Touch
7924,29749,96,Last-Touch
7925,29752,186,Last-Touch
7926,29763,287,Last-Touch
7927,29768,49,Last-Touch
7928,29770,11,Last-Touch
7929,29771,455,Last-Touch
7930,29777,31,Last-Touch
7931,29781,392,Last-Touch
7932,29782,70,Last-Touch
7933,29785,487,Last-Touch
7934,29792,292,Last-Touch
7935,29799,49,Last-Touch
7936,29807,203,Last-Touch
7937,29809,96,Last-Touch
7938,29818,157,Last-Touch
7939,29821,416,Last-Touch
7940,29822,360,Last-Touch
7941,29823,410,Last-Touch
7942,29824,240,Last-Touch
7943,29828,207,Last-Touch
7944,29829,406,Last-Touch
7945,29830,259,Last-Touch
7946,29843,78,Last-Touch
7947,29844,101,Last-Touch
7948,29846,286,Last-Touch
7949,29848,365,Last-Touch
7950,29851,252,Last-Touch
7951,29854,323,Last-Touch
7952,29856,382,Last-Touch
7953,29868,481,Last-Touch
7954,29870,71,Last-Touch
7955,29871,162,Last-Touch
7956,29875,404,Last-Touch
7957,29877,386,Last-Touch
7958,29881,203,Last-Touch
7959,29890,431,Last-Touch
7960,29894,433,Last-Touch
7961,29896,172,Last-Touch
7962,29900,467,Last-Touch
7963,29901,144,Last-Touch
7964,29905,89,Last-Touch
7965,29908,321,Last-Touch
7966,29910,178,Last-Touch
7967,29912,304,Last-Touch
7968,29914,450,Last-Touch
7969,29917,248,Last-Touch
7970,29918,254,Last-Touch
7971,29926,344,Last-Touch
7972,29936,389,Last-Touch
7973,29939,46,Last-Touch
7974,29942,418,Last-Touch
7975,29947,380,Last-Touch
7976,29949,241,Last-Touch
7977,29951,297,Last-Touch
7978,29957,124,Last-Touch
7979,29966,391,Last-Touch
7980,29969,487,Last-Touch
7981,29976,458,Last-Touch
7982,29978,162,Last-Touch
7983,29982,426,Last-Touch
7984,29983,492,Last-Touch
7985,29986,227,Last-Touch
7986,29995,150,Last-Touch
7987,29997,449,Last-Touch
7988,29999,340,Last-Touch
7989,30001,292,Last-Touch
7990,30002,292,Last-Touch
7991,30004,112,Last-Touch
7992,30007,190,Last-Touch
7993,30008,470,Last-Touch
7994,30014,410,Last-Touch
7995,30018,444,Last-Touch
7996,30033,263,Last-Touch
7997,30035,120,Last-Touch
7998,30036,124,Last-Touch
7999,30037,372,Last-Touch
8000,30041,147,Last-Touch
8001,30044,300,Last-Touch
8002,30045,70,Last-Touch
8003,30050,212,Last-Touch
8004,30054,114,Last-Touch
8005,30060,338,Last-Touch
8006,30062,186,Last-Touch
8007,30064,115,Last-Touch
8008,30065,48,Last-Touch
8009,30068,231,Last-Touch
8010,30073,103,Last-Touch
8011,30080,84,Last-Touch
8012,30083,231,Last-Touch
8013,30084,485,Last-Touch
8014,30094,104,Last-Touch
8015,30095,75,Last-Touch
8016,30097,91,Last-Touch
8017,30099,279,Last-Touch
8018,30104,48,Last-Touch
8019,30105,39,Last-Touch
8020,30115,351,Last-Touch
8021,30119,106,Last-Touch
8022,30125,429,Last-Touch
8023,30128,112,Last-Touch
8024,30131,395,Last-Touch
8025,30136,219,Last-Touch
8026,30140,209,Last-Touch
8027,30141,433,Last-Touch
8028,30142,306,Last-Touch
8029,30145,18,Last-Touch
8030,30149,52,Last-Touch
8031,30154,121,Last-Touch
8032,30156,76,Last-Touch
8033,30157,240,Last-Touch
8034,30162,36,Last-Touch
8035,30165,85,Last-Touch
8036,30170,248,Last-Touch
8037,30173,123,Last-Touch
8038,30175,107,Last-Touch
8039,30180,369,Last-Touch
8040,30182,354,Last-Touch
8041,30183,147,Last-Touch
8042,30184,162,Last-Touch
8043,30186,18,Last-Touch
8044,30189,431,Last-Touch
8045,30194,263,Last-Touch
8046,30196,424,Last-Touch
8047,30197,398,Last-Touch
8048,30199,306,Last-Touch
8049,30204,495,Last-Touch
8050,30207,461,Last-Touch
8051,30211,343,Last-Touch
8052,30215,378,Last-Touch
8053,30220,425,Last-Touch
8054,30224,370,Last-Touch
8055,30226,268,Last-Touch
8056,30230,467,Last-Touch
8057,30231,104,Last-Touch
8058,30232,140,Last-Touch
8059,30234,466,Last-Touch
8060,30237,402,Last-Touch
8061,30238,389,Last-Touch
8062,30246,333,Last-Touch
8063,30255,421,Last-Touch
8064,30257,68,Last-Touch
8065,30258,189,Last-Touch
8066,30259,201,Last-Touch
8067,30268,415,Last-Touch
8068,30270,217,Last-Touch
8069,30271,74,Last-Touch
8070,30273,410,Last-Touch
8071,30274,262,Last-Touch
8072,30275,274,Last-Touch
8073,30277,86,Last-Touch
8074,30279,453,Last-Touch
8075,30281,458,Last-Touch
8076,30287,150,Last-Touch
8077,30292,450,Last-Touch
8078,30295,203,Last-Touch
8079,30297,340,Last-Touch
8080,30298,487,Last-Touch
8081,30302,272,Last-Touch
8082,30303,122,Last-Touch
8083,30308,295,Last-Touch
8084,30311,323,Last-Touch
8085,30314,257,Last-Touch
8086,30315,414,Last-Touch
8087,30316,13,Last-Touch
8088,30323,144,Last-Touch
8089,30324,469,Last-Touch
8090,30325,121,Last-Touch
8091,30329,280,Last-Touch
8092,30330,464,Last-Touch
8093,30331,19,Last-Touch
8094,30332,399,Last-Touch
8095,30335,226,Last-Touch
8096,30344,356,Last-Touch
8097,30348,89,Last-Touch
8098,30350,383,Last-Touch
8099,30352,441,Last-Touch
8100,30353,278,Last-Touch
8101,30354,401,Last-Touch
8102,30361,114,Last-Touch
8103,30363,399,Last-Touch
8104,30367,386,Last-Touch
8105,30369,214,Last-Touch
8106,30371,469,Last-Touch
8107,30377,306,Last-Touch
8108,30378,383,Last-Touch
8109,30385,350,Last-Touch
8110,30389,130,Last-Touch
8111,30393,46,Last-Touch
8112,30394,494,Last-Touch
8113,30405,179,Last-Touch
8114,30406,386,Last-Touch
8115,30409,248,Last-Touch
8116,30417,413,Last-Touch
8117,30420,167,Last-Touch
8118,30427,229,Last-Touch
8119,30438,67,Last-Touch
8120,30440,455,Last-Touch
8121,30446,112,Last-Touch
8122,30451,356,Last-Touch
8123,30457,129,Last-Touch
8124,30466,112,Last-Touch
8125,30467,489,Last-Touch
8126,30469,418,Last-Touch
8127,30471,429,Last-Touch
8128,30472,189,Last-Touch
8129,30473,112,Last-Touch
8130,30479,370,Last-Touch
8131,30480,323,Last-Touch
8132,30481,313,Last-Touch
8133,30489,354,Last-Touch
8134,30497,413,Last-Touch
8135,30499,330,Last-Touch
8136,30500,241,Last-Touch
8137,30501,13,Last-Touch
8138,30503,278,Last-Touch
8139,30509,360,Last-Touch
8140,30513,257,Last-Touch
8141,30519,122,Last-Touch
8142,30521,442,Last-Touch
8143,30522,406,Last-Touch
8144,30526,188,Last-Touch
8145,30533,499,Last-Touch
8146,30536,119,Last-Touch
8147,30541,23,Last-Touch
8148,30542,172,Last-Touch
8149,30543,254,Last-Touch
8150,30546,433,Last-Touch
8151,30547,380,Last-Touch
8152,30548,379,Last-Touch
8153,30549,310,Last-Touch
8154,30557,470,Last-Touch
8155,30559,376,Last-Touch
8156,30569,295,Last-Touch
8157,30577,238,Last-Touch
8158,30578,223,Last-Touch
8159,30580,448,Last-Touch
8160,30582,353,Last-Touch
8161,30583,337,Last-Touch
8162,30590,162,Last-Touch
8163,30597,314,Last-Touch
8164,30604,470,Last-Touch
8165,30612,72,Last-Touch
8166,30613,309,Last-Touch
8167,30614,479,Last-Touch
8168,30616,231,Last-Touch
8169,30619,348,Last-Touch
8170,30624,208,Last-Touch
8171,30638,8,Last-Touch
8172,30639,165,Last-Touch
8173,30641,5,Last-Touch
8174,30644,482,Last-Touch
8175,30647,405,Last-Touch
8176,30649,172,Last-Touch
8177,30654,329,Last-Touch
8178,30655,404,Last-Touch
8179,30664,391,Last-Touch
8180,30666,365,Last-Touch
8181,30676,309,Last-Touch
8182,30681,292,Last-Touch
8183,30686,372,Last-Touch
8184,30687,434,Last-Touch
8185,30688,347,Last-Touch
8186,30691,362,Last-Touch
8187,30703,56,Last-Touch
8188,30706,222,Last-Touch
8189,30708,261,Last-Touch
8190,30717,111,Last-Touch
8191,30721,267,Last-Touch
8192,30722,418,Last-Touch
8193,30724,256,Last-Touch
8194,30725,50,Last-Touch
8195,30726,177,Last-Touch
8196,30730,185,Last-Touch
8197,30731,485,Last-Touch
8198,30732,103,Last-Touch
8199,30735,471,Last-Touch
8200,30745,291,Last-Touch
8201,30746,102,Last-Touch
8202,30752,363,Last-Touch
8203,30755,275,Last-Touch
8204,30756,90,Last-Touch
8205,30763,379,Last-Touch
8206,30764,301,Last-Touch
8207,30765,278,Last-Touch
8208,30778,23,Last-Touch
8209,30780,281,Last-Touch
8210,30783,429,Last-Touch
8211,30784,201,Last-Touch
8212,30786,352,Last-Touch
8213,30787,70,Last-Touch
8214,30796,492,Last-Touch
8215,30797,233,Last-Touch
8216,30798,19,Last-Touch
8217,30801,61,Last-Touch
8218,30805,370,Last-Touch
8219,30808,45,Last-Touch
8220,30810,52,Last-Touch
8221,30816,157,Last-Touch
8222,30817,7,Last-Touch
8223,30821,399,Last-Touch
8224,30822,333,Last-Touch
8225,30825,78,Last-Touch
8226,30828,163,Last-Touch
8227,30830,267,Last-Touch
8228,30836,124,Last-Touch
8229,30840,77,Last-Touch
8230,30841,141,Last-Touch
8231,30847,275,Last-Touch
8232,30850,177,Last-Touch
8233,30856,162,Last-Touch
8234,30857,355,Last-Touch
8235,30858,30,Last-Touch
8236,30862,89,Last-Touch
8237,30866,292,Last-Touch
8238,30867,362,Last-Touch
8239,30870,138,Last-Touch
8240,30872,248,Last-Touch
8241,30874,185,Last-Touch
8242,30877,467,Last-Touch
8243,30880,278,Last-Touch
8244,30883,492,Last-Touch
8245,30887,281,Last-Touch
8246,30892,445,Last-Touch
8247,30896,157,Last-Touch
8248,30897,182,Last-Touch
8249,30899,203,Last-Touch
8250,30900,208,Last-Touch
8251,30901,84,Last-Touch
8252,30903,49,Last-Touch
8253,30904,328,Last-Touch
8254,30908,490,Last-Touch
8255,30913,324,Last-Touch
8256,30915,418,Last-Touch
8257,30920,208,Last-Touch
8258,30930,13,Last-Touch
8259,30932,281,Last-Touch
8260,30933,342,Last-Touch
8261,30934,457,Last-Touch
8262,30946,353,Last-Touch
8263,30948,88,Last-Touch
8264,30950,483,Last-Touch
8265,30954,87,Last-Touch
8266,30958,356,Last-Touch
8267,30962,352,Last-Touch
8268,30964,495,Last-Touch
8269,30965,449,Last-Touch
8270,30967,104,Last-Touch
8271,30970,140,Last-Touch
8272,30981,252,Last-Touch
8273,31010,336,Last-Touch
8274,31013,289,Last-Touch
8275,31023,413,Last-Touch
8276,31031,391,Last-Touch
8277,31042,298,Last-Touch
8278,31044,410,Last-Touch
8279,31048,15,Last-Touch
8280,31052,434,Last-Touch
8281,31057,154,Last-Touch
8282,31061,336,Last-Touch
8283,31065,340,Last-Touch
8284,31071,223,Last-Touch
8285,31072,215,Last-Touch
8286,31075,111,Last-Touch
8287,31077,354,Last-Touch
8288,31079,244,Last-Touch
8289,31080,432,Last-Touch
8290,31086,386,Last-Touch
8291,31087,352,Last-Touch
8292,31101,431,Last-Touch
8293,31104,381,Last-Touch
8294,31107,38,Last-Touch
8295,31112,24,Last-Touch
8296,31113,128,Last-Touch
8297,31117,278,Last-Touch
8298,31119,348,Last-Touch
8299,31122,459,Last-Touch
8300,31129,223,Last-Touch
8301,31131,381,Last-Touch
8302,31137,127,Last-Touch
8303,31142,286,Last-Touch
8304,31143,110,Last-Touch
8305,31144,449,Last-Touch
8306,31146,27,Last-Touch
8307,31152,38,Last-Touch
8308,31160,460,Last-Touch
8309,31167,434,Last-Touch
8310,31177,399,Last-Touch
8311,31181,287,Last-Touch
8312,31185,378,Last-Touch
8313,31189,360,Last-Touch
8314,31196,70,Last-Touch
8315,31203,422,Last-Touch
8316,31206,38,Last-Touch
8317,31216,63,Last-Touch
8318,31224,371,Last-Touch
8319,31226,142,Last-Touch
8320,31227,38,Last-Touch
8321,31230,467,Last-Touch
8322,31236,433,Last-Touch
8323,31241,26,Last-Touch
8324,31245,481,Last-Touch
8325,31256,72,Last-Touch
8326,31261,126,Last-Touch
8327,31264,320,Last-Touch
8328,31266,434,Last-Touch
8329,31271,278,Last-Touch
8330,31273,298,Last-Touch
8331,31279,106,Last-Touch
8332,31283,180,Last-Touch
8333,31284,352,Last-Touch
8334,31292,112,Last-Touch
8335,31295,323,Last-Touch
8336,31298,65,Last-Touch
8337,31299,119,Last-Touch
8338,31307,280,Last-Touch
8339,31309,69,Last-Touch
8340,31312,346,Last-Touch
8341,31319,267,Last-Touch
8342,31320,383,Last-Touch
8343,31325,272,Last-Touch
8344,31328,286,Last-Touch
8345,31331,19,Last-Touch
8346,31332,198,Last-Touch
8347,31334,262,Last-Touch
8348,31336,388,Last-Touch
8349,31345,229,Last-Touch
8350,31347,42,Last-Touch
8351,31352,7,Last-Touch
8352,31359,119,Last-Touch
8353,31363,2,Last-Touch
8354,31364,229,Last-Touch
8355,31366,208,Last-Touch
8356,31368,106,Last-Touch
8357,31372,142,Last-Touch
8358,31373,490,Last-Touch
8359,31377,92,Last-Touch
8360,31382,425,Last-Touch
8361,31385,83,Last-Touch
8362,31386,281,Last-Touch
8363,31394,410,Last-Touch
8364,31403,194,Last-Touch
8365,31414,278,Last-Touch
8366,31417,177,Last-Touch
8367,31421,211,Last-Touch
8368,31423,465,Last-Touch
8369,31426,167,Last-Touch
8370,31428,486,Last-Touch
8371,31429,106,Last-Touch
8372,31430,391,Last-Touch
8373,31434,454,Last-Touch
8374,31437,333,Last-Touch
8375,31440,86,Last-Touch
8376,31444,129,Last-Touch
8377,31457,431,Last-Touch
8378,31467,462,Last-Touch
8379,31471,208,Last-Touch
8380,31472,393,Last-Touch
8381,31482,379,Last-Touch
8382,31485,367,Last-Touch
8383,31486,235,Last-Touch
8384,31490,420,Last-Touch
8385,31492,489,Last-Touch
8386,31497,420,Last-Touch
8387,31498,414,Last-Touch
8388,31501,13,Last-Touch
8389,31504,470,Last-Touch
8390,31505,478,Last-Touch
8391,31508,297,Last-Touch
8392,31509,286,Last-Touch
8393,31510,189,Last-Touch
8394,31511,71,Last-Touch
8395,31517,329,Last-Touch
8396,31519,262,Last-Touch
8397,31521,51,Last-Touch
8398,31522,174,Last-Touch
8399,31523,156,Last-Touch
8400,31525,127,Last-Touch
8401,31532,245,Last-Touch
8402,31535,314,Last-Touch
8403,31537,334,Last-Touch
8404,31542,38,Last-Touch
8405,31547,56,Last-Touch
8406,31548,56,Last-Touch
8407,31552,83,Last-Touch
8408,31554,488,Last-Touch
8409,31562,197,Last-Touch
8410,31566,178,Last-Touch
8411,31570,104,Last-Touch
8412,31571,118,Last-Touch
8413,31573,389,Last-Touch
8414,31578,35,Last-Touch
8415,31581,72,Last-Touch
8416,31582,333,Last-Touch
8417,31584,322,Last-Touch
8418,31585,459,Last-Touch
8419,31592,144,Last-Touch
8420,31593,75,Last-Touch
8421,31594,163,Last-Touch
8422,31597,286,Last-Touch
8423,31598,254,Last-Touch
8424,31607,431,Last-Touch
8425,31608,262,Last-Touch
8426,31610,306,Last-Touch
8427,31612,168,Last-Touch
8428,31614,119,Last-Touch
8429,31618,155,Last-Touch
8430,31622,27,Last-Touch
8431,31623,295,Last-Touch
8432,31628,46,Last-Touch
8433,31633,335,Last-Touch
8434,31637,34,Last-Touch
8435,31638,189,Last-Touch
8436,31640,431,Last-Touch
8437,31641,119,Last-Touch
8438,31655,114,Last-Touch
8439,31657,140,Last-Touch
8440,31658,338,Last-Touch
8441,31659,387,Last-Touch
8442,31661,73,Last-Touch
8443,31664,44,Last-Touch
8444,31666,308,Last-Touch
8445,31687,49,Last-Touch
8446,31689,427,Last-Touch
8447,31690,174,Last-Touch
8448,31694,38,Last-Touch
8449,31696,389,Last-Touch
8450,31697,312,Last-Touch
8451,31700,186,Last-Touch
8452,31704,488,Last-Touch
8453,31714,497,Last-Touch
8454,31715,348,Last-Touch
8455,31718,85,Last-Touch
8456,31720,60,Last-Touch
8457,31726,449,Last-Touch
8458,31728,403,Last-Touch
8459,31729,38,Last-Touch
8460,31732,399,Last-Touch
8461,31737,429,Last-Touch
8462,31748,386,Last-Touch
8463,31749,155,Last-Touch
8464,31754,348,Last-Touch
8465,31756,126,Last-Touch
8466,31758,121,Last-Touch
8467,31761,279,Last-Touch
8468,31764,483,Last-Touch
8469,31767,389,Last-Touch
8470,31770,171,Last-Touch
8471,31772,413,Last-Touch
8472,31773,440,Last-Touch
8473,31775,240,Last-Touch
8474,31777,223,Last-Touch
8475,31781,391,Last-Touch
8476,31783,6,Last-Touch
8477,31787,14,Last-Touch
8478,31789,379,Last-Touch
8479,31791,179,Last-Touch
8480,31795,391,Last-Touch
8481,31797,49,Last-Touch
8482,31798,108,Last-Touch
8483,31801,55,Last-Touch
8484,31806,15,Last-Touch
8485,31809,257,Last-Touch
8486,31811,81,Last-Touch
8487,31813,233,Last-Touch
8488,31814,17,Last-Touch
8489,31816,395,Last-Touch
8490,31821,254,Last-Touch
8491,31822,404,Last-Touch
8492,31827,395,Last-Touch
8493,31828,418,Last-Touch
8494,31829,301,Last-Touch
8495,31835,89,Last-Touch
8496,31836,24,Last-Touch
8497,31840,40,Last-Touch
8498,31841,382,Last-Touch
8499,31848,72,Last-Touch
8500,31849,393,Last-Touch
8501,31851,359,Last-Touch
8502,31854,235,Last-Touch
8503,31857,233,Last-Touch
8504,31858,429,Last-Touch
8505,31860,461,Last-Touch
8506,31863,15,Last-Touch
8507,31865,136,Last-Touch
8508,31867,354,Last-Touch
8509,31872,120,Last-Touch
8510,31875,431,Last-Touch
8511,31881,278,Last-Touch
8512,31883,131,Last-Touch
8513,31887,344,Last-Touch
8514,31889,109,Last-Touch
8515,31894,121,Last-Touch
8516,31895,77,Last-Touch
8517,31896,311,Last-Touch
8518,31901,157,Last-Touch
8519,31903,433,Last-Touch
8520,31908,24,Last-Touch
8521,31909,65,Last-Touch
8522,31911,117,Last-Touch
8523,31919,112,Last-Touch
8524,31921,251,Last-Touch
8525,31923,198,Last-Touch
8526,31931,1,Last-Touch
8527,31932,292,Last-Touch
8528,31937,221,Last-Touch
8529,31939,418,Last-Touch
8530,31944,93,Last-Touch
8531,31948,106,Last-Touch
8532,31952,335,Last-Touch
8533,31953,53,Last-Touch
8534,31954,433,Last-Touch
8535,31963,429,Last-Touch
8536,31968,430,Last-Touch
8537,31969,395,Last-Touch
8538,31973,310,Last-Touch
8539,31974,112,Last-Touch
