campaign_id,campaign_name,channel_name,campaign_type,campaign_status,start_date,end_date,budget,operational_spend,budget_variance,budget_utilization_pct,impressions,clicks,ctr_pct,operational_cpc,self_reported_conversions,self_reported_revenue,self_reported_conversion_rate_pct,self_reported_roas
70,"Christmas Carnival 2025 - Instagram - 070",Instagram,"Product Launch",Completed,2025-04-26,2025-07-16,1327525.00,1102861.97,224663.03,83.08,4137323,202385,4.89,5.45,8803,4135732.39,4.35,3.75
76,"Christmas Launch 2025 - Instagram - 076",Instagram,"Loyalty Campaign",Completed,2025-06-04,2025-07-06,812770.00,796737.72,16032.28,98.03,3768992,164777,4.37,4.84,5625,2501756.44,3.41,3.14
77,"Kids Promotion 2025 - Instagram - 077",Instagram,"Seasonal Sale",Completed,2025-08-16,2025-11-01,1115737.00,896536.17,219200.83,80.35,4087330,139051,3.40,6.45,5946,2931673.28,4.28,3.27
83,"Monsoon Week 2025 - Instagram - 083",Instagram,"Festival Sale",Completed,2025-08-02,2025-09-09,1926283.00,1569464.67,356818.33,81.48,6459653,209411,3.24,7.49,10294,4363111.78,4.92,2.78
94,"Diwali Campaign 2024 - Instagram - 094",Instagram,"Festival Sale",Completed,2024-08-10,2024-10-20,308361.00,306596.66,1764.34,99.43,1647303,76697,4.66,4.00,4006,561071.89,5.22,1.83
113,"Grocery Bonanza 2025 - Instagram - 113",Instagram,"Product Launch",Completed,2025-03-15,2025-06-11,341536.00,280575.13,60960.87,82.15,954610,20061,2.10,13.99,1351,1130717.77,6.73,4.03
142,"Grocery Bonanza 2024 - Instagram - 142",Instagram,Retargeting,Completed,2024-02-13,2024-04-13,1441064.00,1432429.41,8634.59,99.40,4928826,86877,1.76,16.49,4506,5013502.93,5.19,3.50
153,"End of Season Campaign 2024 - Instagram - 153",Instagram,"Loyalty Campaign",Completed,2024-06-06,2024-07-12,1866913.00,1824308.02,42604.98,97.72,14317846,647629,4.52,2.82,15582,12259349.89,2.41,6.72
161,"Mega Launch 2025 - Instagram - 161",Instagram,"App Install",Completed,2025-11-27,2025-12-27,882653.00,828342.63,54310.37,93.85,4575584,219002,4.79,3.78,12646,2145407.41,5.77,2.59
168,"Christmas Week 2024 - Instagram - 168",Instagram,"Festival Sale",Completed,2024-12-16,2025-03-10,1115399.00,845114.68,270284.32,75.77,5141430,177549,3.45,4.76,5547,5789035.56,3.12,6.85
196,"Diwali Promotion 2024 - Instagram - 196",Instagram,"App Install",Completed,2024-09-05,2024-10-16,774475.00,722317.33,52157.67,93.27,3831533,129037,3.37,5.60,4898,2123612.95,3.80,2.94
197,"Back to School Campaign 2025 - Instagram - 197",Instagram,"Festival Sale",Completed,2025-05-24,2025-08-06,525989.00,426688.31,99300.69,81.12,2193686,76095,3.47,5.61,2363,981383.11,3.11,2.30
201,"End of Season Week 2025 - Instagram - 201",Instagram,"Festival Sale",Completed,2025-06-01,2025-08-13,1113352.00,999551.06,113800.94,89.78,8137564,273645,3.36,3.65,11100,1589286.19,4.06,1.59
221,"Christmas Offers 2025 - Instagram - 221",Instagram,"Email Promotion",Paused,2025-03-16,2025-04-13,1170965.00,1082037.13,88927.87,92.41,4908559,191768,3.91,5.64,5954,3852052.18,3.10,3.56
222,"Super Campaign 2025 - Instagram - 222",Instagram,Retargeting,Completed,2025-11-26,2026-02-24,151511.00,128001.24,23509.76,84.48,739131,34901,4.72,3.67,847,776967.53,2.43,6.07
228,"Super Campaign 2025 - Instagram - 228",Instagram,"Loyalty Campaign",Completed,2025-09-21,2025-12-20,347173.00,267868.90,79304.10,77.16,1899095,53299,2.81,5.03,1442,975042.80,2.71,3.64
235,"Super Offers 2025 - Instagram - 235",Instagram,"Product Launch",Completed,2025-09-16,2025-11-24,1806095.00,1376393.96,429701.04,76.21,10532197,287302,2.73,4.79,9783,6138717.06,3.41,4.46
260,"Grocery Sale 2025 - Instagram - 260",Instagram,"Flash Sale",Completed,2025-07-13,2025-08-28,588631.00,507672.79,80958.21,86.25,2165197,85029,3.93,5.97,1741,1695627.12,2.05,3.34
264,"Republic Day Carnival 2025 - Instagram - 264",Instagram,"Customer Acquisition",Completed,2025-04-08,2025-05-27,1735646.00,1615962.77,119683.23,93.10,11574411,216418,1.87,7.47,9193,5219559.75,4.25,3.23
284,"Back to School Week 2024 - Instagram - 284",Instagram,"Brand Awareness",Completed,2024-12-25,2025-03-19,1465182.00,1358916.84,106265.16,92.75,8461241,260564,3.08,5.22,15623,2282980.29,6.00,1.68
295,"Grocery Festival 2025 - Instagram - 295",Instagram,"Customer Acquisition",Completed,2025-09-30,2025-12-29,969148.00,721911.27,247236.73,74.49,3252044,115101,3.54,6.27,7854,1479918.10,6.82,2.05
302,"Diwali Campaign 2025 - Instagram - 302",Instagram,Retargeting,Completed,2025-10-12,2025-11-11,1125060.00,988042.41,137017.59,87.82,6501773,295614,4.55,3.34,14586,3379105.04,4.93,3.42
303,"Home Sale 2024 - Instagram - 303",Instagram,"Seasonal Sale",Completed,2024-09-21,2024-10-17,441641.00,422273.45,19367.55,95.61,1621824,36492,2.25,11.57,1133,1157029.25,3.10,2.74
306,"Electronics Promotion 2024 - Instagram - 306",Instagram,"Festival Sale",Completed,2024-01-08,2024-03-28,1457574.00,1279942.03,177631.97,87.81,7490216,291777,3.90,4.39,12863,4287805.80,4.41,3.35
315,"Grocery Launch 2025 - Instagram - 315",Instagram,"Brand Awareness",Completed,2025-05-16,2025-06-11,945977.00,783938.36,162038.64,82.87,3806781,57723,1.52,13.58,2695,4327339.75,4.67,5.52
318,"Home Sale 2025 - Instagram - 318",Instagram,"Customer Acquisition",Completed,2025-01-02,2025-02-10,579027.00,444285.34,134741.66,76.73,1494509,33464,2.24,13.28,705,1901541.26,2.11,4.28
332,"Kids Campaign 2025 - Instagram - 332",Instagram,"App Install",Completed,2025-04-03,2025-04-29,348946.00,346922.54,2023.46,99.42,1365068,21324,1.56,16.27,856,589768.32,4.01,1.70
352,"Summer Promotion 2024 - Instagram - 352",Instagram,"Seasonal Sale",Completed,2024-09-19,2024-12-12,1824087.00,1698495.50,125591.50,93.11,7990076,262120,3.28,6.48,11622,5316290.92,4.43,3.13
358,"Electronics Sale 2024 - Instagram - 358",Instagram,"App Install",Completed,2024-10-29,2024-12-01,1260824.00,1213454.94,47369.06,96.24,8342918,137341,1.65,8.84,6679,4453379.63,4.86,3.67
363,"Grocery Bonanza 2024 - Instagram - 363",Instagram,"Festival Sale",Completed,2024-11-16,2025-01-01,1861838.00,1504078.01,357759.99,80.78,6206877,165132,2.66,9.11,7265,5941108.14,4.40,3.95
387,"End of Season Promotion 2024 - Instagram - 387",Instagram,Retargeting,Paused,2024-10-19,2024-11-27,1181739.00,1074832.89,106906.11,90.95,4658316,179768,3.86,5.98,6828,5481647.74,3.80,5.10
391,"Diwali Campaign 2025 - Instagram - 391",Instagram,"Customer Acquisition",Completed,2025-01-21,2025-04-18,1726548.00,1446250.75,280297.25,83.77,7126856,253280,3.55,5.71,5411,3094976.60,2.14,2.14
403,"End of Season Offers 2025 - Instagram - 403",Instagram,"App Install",Completed,2025-02-25,2025-03-27,1309750.00,1143108.33,166641.67,87.28,4826427,101880,2.11,11.22,6012,3943723.74,5.90,3.45
428,"Big Savings Week 2025 - Instagram - 428",Instagram,"Seasonal Sale",Completed,2025-08-07,2025-10-10,1570762.00,1377700.07,193061.93,87.71,10693488,243012,2.27,5.67,13582,2162989.11,5.59,1.57
439,"Home Sale 2024 - Instagram - 439",Instagram,Retargeting,Completed,2024-08-20,2024-09-05,739177.00,633707.53,105469.47,85.73,3570646,124158,3.48,5.10,4512,3383998.21,3.63,5.34
441,"Christmas Festival 2025 - Instagram - 441",Instagram,"Email Promotion",Completed,2025-08-08,2025-08-29,935771.00,795917.16,139853.84,85.05,3069619,60051,1.96,13.25,1605,3645300.59,2.67,4.58
442,"End of Season Promotion 2025 - Instagram - 442",Instagram,"Customer Acquisition",Completed,2025-02-08,2025-05-07,616414.00,476299.72,140114.28,77.27,2836362,85239,3.01,5.59,4623,2224319.69,5.42,4.67
463,"Republic Day Drive 2024 - Instagram - 463",Instagram,"Customer Acquisition",Completed,2024-01-26,2024-03-03,289120.00,224075.14,65044.86,77.50,916428,42843,4.67,5.23,2563,1221209.51,5.98,5.45
473,"End of Season Campaign 2024 - Instagram - 473",Instagram,"Loyalty Campaign",Completed,2024-09-22,2024-12-13,372028.00,328979.52,43048.48,88.43,1571422,63676,4.05,5.17,2858,1954138.35,4.49,5.94
479,"Fashion Launch 2024 - Instagram - 479",Instagram,"Festival Sale",Completed,2024-06-01,2024-07-21,1413888.00,1216342.33,197545.67,86.03,8115738,293782,3.62,4.14,8628,2602972.59,2.94,2.14
483,"End of Season Festival 2024 - Instagram - 483",Instagram,"Loyalty Campaign",Completed,2024-01-05,2024-02-28,798959.00,671175.71,127783.29,84.01,5231089,173777,3.32,3.86,9201,2161185.79,5.29,3.22
16,"Monsoon Sale 2024 - LinkedIn - 016",LinkedIn,"Email Promotion",Completed,2024-08-23,2024-11-21,580125.00,417817.68,162307.32,72.02,3325135,88332,2.66,4.73,4037,1265987.57,4.57,3.03
17,"Smart Shopping Week 2024 - LinkedIn - 017",LinkedIn,"Product Launch",Completed,2024-08-07,2024-10-30,1091262.00,843435.50,247826.50,77.29,4111609,120252,2.92,7.01,2972,4318389.76,2.47,5.12
29,"Super Promotion 2025 - LinkedIn - 029",LinkedIn,"Brand Awareness",Completed,2025-07-28,2025-08-13,175556.00,166844.65,8711.35,95.04,742020,14976,2.02,11.14,394,533902.88,2.63,3.20
33,"Home Campaign 2024 - LinkedIn - 033",LinkedIn,"App Install",Completed,2024-08-16,2024-09-03,684272.00,656426.15,27845.85,95.93,2232437,55296,2.48,11.87,2879,2428776.76,5.21,3.70
85,"Republic Day Launch 2024 - LinkedIn - 085",LinkedIn,"Festival Sale",Completed,2024-09-13,2024-11-25,1889574.00,1596619.02,292954.98,84.50,9813449,343640,3.50,4.65,16749,11112468.38,4.87,6.96
90,"Home Sale 2025 - LinkedIn - 090",LinkedIn,"Product Launch",Completed,2025-07-24,2025-09-23,654609.00,563599.82,91009.18,86.10,2792012,107629,3.85,5.24,5770,2660191.15,5.36,4.72
91,"End of Season Promotion 2024 - LinkedIn - 091",LinkedIn,"Festival Sale",Completed,2024-04-20,2024-06-03,787879.00,767848.57,20030.43,97.46,4803674,82683,1.72,9.29,5059,4991015.71,6.12,6.50
112,"Electronics Festival 2025 - LinkedIn - 112",LinkedIn,"Loyalty Campaign",Completed,2025-05-27,2025-08-21,932718.00,894037.54,38680.46,95.85,7005772,109682,1.57,8.15,7245,5578794.25,6.61,6.24
119,"Smart Shopping Promotion 2025 - LinkedIn - 119",LinkedIn,"Loyalty Campaign",Completed,2025-09-21,2025-12-09,1760562.00,1622668.29,137893.71,92.17,12738390,596370,4.68,2.72,28973,4121577.46,4.86,2.54
120,"Winter Drive 2025 - LinkedIn - 120",LinkedIn,"Brand Awareness",Completed,2025-05-02,2025-07-20,317059.00,299078.60,17980.40,94.33,1104720,54554,4.94,5.48,1321,1510346.93,2.42,5.05
121,"Big Savings Promotion 2024 - LinkedIn - 121",LinkedIn,"Loyalty Campaign",Completed,2024-09-10,2024-11-20,1378854.00,1030864.15,347989.85,74.76,5509302,137188,2.49,7.51,5547,3463703.54,4.04,3.36
124,"Fashion Carnival 2025 - LinkedIn - 124",LinkedIn,"Flash Sale",Completed,2025-07-26,2025-09-27,1505335.00,1371133.27,134201.73,91.08,4720240,235543,4.99,5.82,15456,2755977.87,6.56,2.01
128,"Smart Shopping Drive 2024 - LinkedIn - 128",LinkedIn,"Seasonal Sale",Completed,2024-07-17,2024-09-17,1068213.00,994326.38,73886.62,93.08,3823415,124649,3.26,7.98,5102,2376440.05,4.09,2.39
129,"Winter Drive 2025 - LinkedIn - 129",LinkedIn,"Customer Acquisition",Completed,2025-09-11,2025-10-13,1933156.00,1568492.47,364663.53,81.14,5442887,217165,3.99,7.22,9945,3434998.51,4.58,2.19
139,"Winter Campaign 2024 - LinkedIn - 139",LinkedIn,"Flash Sale",Completed,2024-02-07,2024-03-17,672976.00,496213.81,176762.19,73.73,2664328,122910,4.61,4.04,7026,3185692.66,5.72,6.42
184,"Winter Launch 2024 - LinkedIn - 184",LinkedIn,"Email Promotion",Completed,2024-01-04,2024-02-15,822529.00,748596.36,73932.64,91.01,3443256,58910,1.71,12.71,3812,5180286.81,6.47,6.92
188,"Summer Offers 2025 - LinkedIn - 188",LinkedIn,"Seasonal Sale",Completed,2025-11-07,2026-01-14,532184.00,383272.14,148911.86,72.02,1689093,51729,3.06,7.41,2772,2414614.48,5.36,6.30
194,"Republic Day Sale 2024 - LinkedIn - 194",LinkedIn,"Loyalty Campaign",Completed,2024-04-04,2024-06-26,663004.00,539121.96,123882.04,81.32,2355329,38590,1.64,13.97,912,3196993.22,2.36,5.93
206,"Weekend Campaign 2025 - LinkedIn - 206",LinkedIn,"Customer Acquisition",Completed,2025-07-10,2025-10-05,132837.00,131301.50,1535.50,98.84,581838,24046,4.13,5.46,1337,484502.53,5.56,3.69
209,"Kids Drive 2024 - LinkedIn - 209",LinkedIn,"Customer Acquisition",Completed,2024-01-31,2024-03-20,578440.00,466652.63,111787.37,80.67,1612451,48558,3.01,9.61,2621,2393927.99,5.40,5.13
254,"Christmas Festival 2024 - LinkedIn - 254",LinkedIn,"Loyalty Campaign",Completed,2024-06-19,2024-08-20,1717806.00,1666218.96,51587.04,97.00,9241267,277481,3.00,6.00,12817,4915345.93,4.62,2.95
272,"Home Campaign 2025 - LinkedIn - 272",LinkedIn,Retargeting,Completed,2025-10-07,2025-12-30,1105971.00,954845.97,151125.03,86.34,4607389,216287,4.69,4.41,9758,3475639.33,4.51,3.64
275,"Smart Shopping Campaign 2024 - LinkedIn - 275",LinkedIn,"Loyalty Campaign",Completed,2024-12-29,2025-02-04,1790745.00,1650048.91,140696.09,92.14,8939431,319179,3.57,5.17,17609,5659667.76,5.52,3.43
277,"End of Season Offers 2025 - LinkedIn - 277",LinkedIn,"Brand Awareness",Completed,2025-05-04,2025-05-19,1791238.00,1323987.95,467250.05,73.91,5316179,250696,4.72,5.28,15596,4342680.48,6.22,3.28
281,"End of Season Campaign 2025 - LinkedIn - 281",LinkedIn,"Customer Acquisition",Paused,2025-02-04,2025-05-02,1796191.00,1778695.21,17495.79,99.03,11133465,387380,3.48,4.59,25890,4037638.13,6.68,2.27
292,"Winter Promotion 2024 - LinkedIn - 292",LinkedIn,"Email Promotion",Completed,2024-03-21,2024-05-25,1297935.00,1259174.14,38760.86,97.01,4768134,184592,3.87,6.82,9416,2719816.14,5.10,2.16
305,"Home Campaign 2025 - LinkedIn - 305",LinkedIn,"Customer Acquisition",Completed,2025-10-20,2025-12-09,1062588.00,824142.84,238445.16,77.56,4039804,156347,3.87,5.27,9570,3032845.65,6.12,3.68
317,"New Year Drive 2024 - LinkedIn - 317",LinkedIn,"Email Promotion",Completed,2024-03-07,2024-03-27,1626374.00,1392316.86,234057.14,85.61,6495797,196032,3.02,7.10,10652,3118789.77,5.43,2.24
322,"Christmas Promotion 2025 - LinkedIn - 322",LinkedIn,"Email Promotion",Completed,2025-05-24,2025-07-03,522939.00,422208.69,100730.31,80.74,2179072,44917,2.06,9.40,2129,2748578.57,4.74,6.51
326,"Weekend Festival 2024 - LinkedIn - 326",LinkedIn,"Flash Sale",Completed,2024-04-05,2024-06-06,940491.00,771273.22,169217.78,82.01,3814842,168805,4.42,4.57,9199,3185358.40,5.45,4.13
345,"Fashion Promotion 2025 - LinkedIn - 345",LinkedIn,"Seasonal Sale",Completed,2025-01-25,2025-03-30,212831.00,149809.52,63021.48,70.39,906610,33290,3.67,4.50,1965,942301.88,5.90,6.29
367,"End of Season Carnival 2025 - LinkedIn - 367",LinkedIn,Retargeting,Completed,2025-11-09,2025-12-24,1687976.00,1441938.31,246037.69,85.42,7198185,153105,2.13,9.42,10324,7397143.53,6.74,5.13
376,"Fashion Drive 2025 - LinkedIn - 376",LinkedIn,"App Install",Completed,2025-11-06,2026-01-25,1351021.00,1185086.98,165934.02,87.72,7344071,209241,2.85,5.66,5320,3093077.02,2.54,2.61
388,"Electronics Launch 2024 - LinkedIn - 388",LinkedIn,"Festival Sale",Completed,2024-03-29,2024-05-18,950292.00,832288.59,118003.41,87.58,3903908,159249,4.08,5.23,3731,1664577.18,2.34,2.00
398,"Christmas Carnival 2024 - LinkedIn - 398",LinkedIn,"Flash Sale",Completed,2024-04-13,2024-06-08,1250420.00,973895.51,276524.49,77.89,5780018,280610,4.85,3.47,10426,2444477.73,3.72,2.51
400,"Home Offers 2024 - LinkedIn - 400",LinkedIn,Retargeting,Completed,2024-10-03,2024-11-17,405856.00,381509.20,24346.80,94.00,1508313,47594,3.16,8.02,975,1457365.14,2.05,3.82
427,"Monsoon Sale 2024 - LinkedIn - 427",LinkedIn,"Brand Awareness",Completed,2024-04-23,2024-05-20,1851527.00,1816977.25,34549.75,98.13,11941621,192195,1.61,9.45,4872,4633291.99,2.53,2.55
430,"Monsoon Bonanza 2025 - LinkedIn - 430",LinkedIn,"Seasonal Sale",Completed,2025-09-23,2025-11-11,263442.00,259063.87,4378.13,98.34,884461,16273,1.84,15.92,915,1145062.31,5.62,4.42
452,"New Year Week 2024 - LinkedIn - 452",LinkedIn,"Seasonal Sale",Completed,2024-09-03,2024-11-30,790560.00,659920.56,130639.44,83.48,4591742,173735,3.78,3.80,8521,3471182.15,4.90,5.26
466,"Kids Bonanza 2024 - LinkedIn - 466",LinkedIn,"Brand Awareness",Completed,2024-11-11,2025-01-04,1413766.00,1066274.77,347491.23,75.42,3784638,183990,4.86,5.80,3712,6088428.94,2.02,5.71
470,"Weekend Drive 2025 - LinkedIn - 470",LinkedIn,"Flash Sale",Completed,2025-09-17,2025-12-14,1671468.00,1460344.69,211123.31,87.37,5076522,92694,1.83,15.75,3241,5155016.76,3.50,3.53
474,"Summer Festival 2024 - LinkedIn - 474",LinkedIn,"Flash Sale",Completed,2024-08-26,2024-10-17,150303.00,126174.21,24128.79,83.95,478999,19548,4.08,6.45,593,615730.14,3.03,4.88
481,"Monsoon Drive 2025 - LinkedIn - 481",LinkedIn,"App Install",Completed,2025-01-18,2025-02-06,1161147.00,821488.78,339658.22,70.75,3970858,129060,3.25,6.37,3808,5405396.17,2.95,6.58
496,"Smart Shopping Sale 2025 - LinkedIn - 496",LinkedIn,"App Install",Completed,2025-03-21,2025-05-19,1382389.00,1376757.83,5631.17,99.59,7142507,139024,1.95,9.90,4825,4859955.14,3.47,3.53
7,"Winter Offers 2024 - Organic Search - 007","Organic Search","Product Launch",Completed,2024-08-12,2024-10-07,1823444.00,1293970.70,529473.30,70.96,7319602,178385,2.44,7.25,5449,8656663.98,3.05,6.69
19,"Kids Offers 2024 - Organic Search - 019","Organic Search","App Install",Completed,2024-05-23,2024-07-31,1933929.00,1889409.34,44519.66,97.70,9458229,427012,4.51,4.42,20290,3363148.63,4.75,1.78
21,"Premium Drive 2024 - Organic Search - 021","Organic Search","Product Launch",Completed,2024-09-28,2024-12-10,424632.00,321433.41,103198.59,75.70,2019229,34421,1.70,9.34,1954,591437.47,5.68,1.84
24,"Home Carnival 2024 - Organic Search - 024","Organic Search","Loyalty Campaign",Completed,2024-07-28,2024-09-21,1508636.00,1348192.92,160443.08,89.37,6664310,316658,4.75,4.26,21148,2089699.03,6.68,1.55
25,"Republic Day Promotion 2025 - Organic Search - 025","Organic Search","Email Promotion",Completed,2025-07-30,2025-08-26,656165.00,485389.51,170775.49,73.97,2654990,46217,1.74,10.50,1488,1490145.80,3.22,3.07
37,"Republic Day Launch 2025 - Organic Search - 037","Organic Search","App Install",Completed,2025-02-16,2025-04-09,1494458.00,1467720.80,26737.20,98.21,6067037,282712,4.66,5.19,14354,4637997.73,5.08,3.16
42,"Big Savings Promotion 2025 - Organic Search - 042","Organic Search","Flash Sale",Completed,2025-04-12,2025-05-14,1348754.00,1072514.87,276239.13,79.52,4190411,127765,3.05,8.39,7761,6874820.32,6.07,6.41
53,"End of Season Festival 2024 - Organic Search - 053","Organic Search","App Install",Completed,2024-04-14,2024-06-06,1769809.00,1761231.28,8577.72,99.52,6751262,183311,2.72,9.61,7592,6234758.73,4.14,3.54
59,"Premium Campaign 2024 - Organic Search - 059","Organic Search","Customer Acquisition",Completed,2024-12-18,2025-02-25,837800.00,763115.56,74684.44,91.09,4521765,107614,2.38,7.09,2801,1953575.83,2.60,2.56
64,"Home Drive 2025 - Organic Search - 064","Organic Search","Customer Acquisition",Completed,2025-09-12,2025-10-25,1028453.00,811661.22,216791.78,78.92,3592462,107806,3.00,7.53,5221,1485340.03,4.84,1.83
65,"Monsoon Carnival 2024 - Organic Search - 065","Organic Search","Festival Sale",Completed,2024-07-31,2024-09-11,603033.00,453567.69,149465.31,75.21,3397213,51276,1.51,8.85,2180,2163517.88,4.25,4.77
69,"Diwali Week 2025 - Organic Search - 069","Organic Search",Retargeting,Paused,2025-09-10,2025-10-27,1331286.00,1311630.74,19655.26,98.52,4373224,168499,3.85,7.78,5640,2256004.87,3.35,1.72
72,"Home Promotion 2024 - Organic Search - 072","Organic Search","Product Launch",Completed,2024-11-18,2025-01-04,1829997.00,1823474.46,6522.54,99.64,7649480,260011,3.40,7.01,10572,4613390.38,4.07,2.53
107,"New Year Campaign 2024 - Organic Search - 107","Organic Search","Brand Awareness",Completed,2024-01-30,2024-03-08,836149.00,586835.90,249313.10,70.18,2121794,73883,3.48,7.94,2958,1337985.85,4.00,2.28
152,"Premium Bonanza 2024 - Organic Search - 152","Organic Search","Loyalty Campaign",Completed,2024-09-13,2024-10-23,362501.00,321722.07,40778.93,88.75,1395169,25489,1.83,12.62,1326,1528179.83,5.20,4.75
172,"Grocery Campaign 2024 - Organic Search - 172","Organic Search",Retargeting,Completed,2024-08-19,2024-10-02,1604408.00,1350464.18,253943.82,84.17,5566294,110275,1.98,12.25,7523,9291193.56,6.82,6.88
175,"Mega Campaign 2024 - Organic Search - 175","Organic Search","App Install",Completed,2024-01-10,2024-03-03,696769.00,582711.21,114057.79,83.63,2475027,82544,3.34,7.06,5321,1305273.11,6.45,2.24
178,"Kids Bonanza 2024 - Organic Search - 178","Organic Search","Brand Awareness",Completed,2024-01-07,2024-02-24,791274.00,625568.37,165705.63,79.06,2501084,38517,1.54,16.24,2029,3321768.04,5.27,5.31
189,"Premium Offers 2024 - Organic Search - 189","Organic Search","Loyalty Campaign",Completed,2024-02-15,2024-04-21,1682061.00,1613296.79,68764.21,95.91,12394727,404518,3.26,3.99,13940,9663647.77,3.45,5.99
200,"Monsoon Sale 2025 - Organic Search - 200","Organic Search","Seasonal Sale",Completed,2025-10-19,2025-11-10,1702934.00,1195315.17,507618.83,70.19,8257877,306157,3.71,3.90,7163,2785084.35,2.34,2.33
212,"Premium Festival 2024 - Organic Search - 212","Organic Search","Customer Acquisition",Completed,2024-04-15,2024-05-03,1351841.00,1188826.74,163014.26,87.94,6663921,189810,2.85,6.26,6565,4315441.07,3.46,3.63
226,"Monsoon Week 2024 - Organic Search - 226","Organic Search","Email Promotion",Completed,2024-07-29,2024-09-17,313389.00,294538.87,18850.13,93.99,1359577,37799,2.78,7.79,1128,627367.79,2.98,2.13
236,"Big Savings Festival 2024 - Organic Search - 236","Organic Search",Retargeting,Completed,2024-10-26,2024-12-17,384350.00,380057.42,4292.58,98.88,1453794,68556,4.72,5.54,4773,2382960.02,6.96,6.27
239,"Kids Campaign 2024 - Organic Search - 239","Organic Search","Festival Sale",Completed,2024-01-03,2024-01-29,1882802.00,1353733.14,529068.86,71.90,6261589,141662,2.26,9.56,5876,3614467.48,4.15,2.67
243,"Summer Offers 2025 - Organic Search - 243","Organic Search","Product Launch",Completed,2025-03-15,2025-04-10,1099936.00,795673.48,304262.52,72.34,3507296,116374,3.32,6.84,4917,1225337.16,4.23,1.54
248,"Republic Day Launch 2024 - Organic Search - 248","Organic Search","Seasonal Sale",Completed,2024-07-29,2024-10-18,719796.00,643390.33,76405.67,89.39,2464301,105428,4.28,6.10,3370,2329072.99,3.20,3.62
257,"Grocery Offers 2024 - Organic Search - 257","Organic Search","Customer Acquisition",Completed,2024-02-06,2024-05-01,774867.00,600118.18,174748.82,77.45,2106758,55192,2.62,10.87,3383,2784548.36,6.13,4.64
262,"Electronics Drive 2025 - Organic Search - 262","Organic Search","Loyalty Campaign",Completed,2025-06-16,2025-08-22,1668458.00,1210417.44,458040.56,72.55,8822036,173555,1.97,6.97,10586,2311897.31,6.10,1.91
271,"Premium Drive 2024 - Organic Search - 271","Organic Search","Seasonal Sale",Completed,2024-09-08,2024-10-30,227882.00,165514.45,62367.55,72.63,876003,25993,2.97,6.37,1355,973224.97,5.21,5.88
290,"Christmas Week 2025 - Organic Search - 290","Organic Search","Flash Sale",Completed,2025-03-26,2025-06-08,229267.00,170881.68,58385.32,74.53,696439,12803,1.84,13.35,683,1015037.18,5.33,5.94
301,"Diwali Sale 2024 - Organic Search - 301","Organic Search","Flash Sale",Completed,2024-07-16,2024-08-25,1057242.00,756105.42,301136.58,71.52,4089985,89852,2.20,8.42,3451,3062226.95,3.84,4.05
311,"New Year Launch 2024 - Organic Search - 311","Organic Search","Brand Awareness",Completed,2024-08-15,2024-10-14,1752745.00,1693244.68,59500.32,96.61,9059491,321566,3.55,5.27,13887,3640476.06,4.32,2.15
337,"Kids Drive 2024 - Organic Search - 337","Organic Search","App Install",Completed,2024-02-17,2024-05-17,1480883.00,1298430.59,182452.41,87.68,6160836,300247,4.87,4.32,6070,7206289.77,2.02,5.55
341,"Weekend Promotion 2025 - Organic Search - 341","Organic Search","Loyalty Campaign",Completed,2025-11-19,2025-12-20,1237687.00,1124183.17,113503.83,90.83,6314619,120225,1.90,9.35,4521,4654118.32,3.76,4.14
349,"Weekend Promotion 2024 - Organic Search - 349","Organic Search","Seasonal Sale",Completed,2024-03-15,2024-05-09,242976.00,227395.76,15580.24,93.59,1529361,52010,3.40,4.37,2089,777693.50,4.02,3.42
364,"End of Season Festival 2025 - Organic Search - 364","Organic Search","Customer Acquisition",Completed,2025-05-13,2025-08-06,1865367.00,1462792.41,402574.59,78.42,5442748,251429,4.62,5.82,7498,8089242.03,2.98,5.53
377,"End of Season Festival 2025 - Organic Search - 377","Organic Search","Customer Acquisition",Completed,2025-12-01,2026-02-07,472081.00,397851.34,74229.66,84.28,1724878,28229,1.64,14.09,1670,1698825.22,5.92,4.27
383,"New Year Week 2025 - Organic Search - 383","Organic Search","Seasonal Sale",Completed,2025-07-22,2025-10-06,822167.00,766472.05,55694.95,93.23,3999053,79310,1.98,9.66,5011,1647914.91,6.32,2.15
386,"End of Season Sale 2025 - Organic Search - 386","Organic Search","App Install",Completed,2025-09-20,2025-12-10,1722374.00,1629483.99,92890.01,94.61,6926533,210317,3.04,7.75,6327,8326663.19,3.01,5.11
410,"Smart Shopping Launch 2024 - Organic Search - 410","Organic Search","Customer Acquisition",Completed,2024-06-30,2024-09-28,1197774.00,1068337.69,129436.31,89.19,4944150,231447,4.68,4.62,10202,2937928.65,4.41,2.75
423,"Electronics Carnival 2024 - Organic Search - 423","Organic Search","Seasonal Sale",Completed,2024-07-16,2024-08-02,625748.00,606724.58,19023.42,96.96,2926027,88695,3.03,6.84,3080,3233842.01,3.47,5.33
431,"Smart Shopping Carnival 2024 - Organic Search - 431","Organic Search","Email Promotion",Completed,2024-07-16,2024-10-06,1271098.00,1175458.44,95639.56,92.48,6036249,112835,1.87,10.42,5859,4078840.79,5.19,3.47
432,"Weekend Carnival 2025 - Organic Search - 432","Organic Search","Product Launch",Completed,2025-11-12,2026-01-20,1253361.00,1028341.53,225019.47,82.05,5689230,116835,2.05,8.80,8169,4051665.63,6.99,3.94
