return_id,order_id,return_reason,refund_amount,return_status
3803,11645,Customer Changed Mind,17983.51,Refunded
3804,18380,Late Delivery,26451.39,Refunded
3805,12656,Customer Changed Mind,22814.98,Refunded
3806,31078,Damaged,9123.67,Refunded
3807,20106,Wrong Product,26405.53,Refunded
3808,9891,Quality Issue,1977.48,Refunded
3809,3317,Damaged,11202.33,Refunded
3810,10027,Quality Issue,27507.04,Refunded
3811,45061,Damaged,23431.31,Refunded
3812,26113,Customer Changed Mind,19967.28,Refunded
3813,31648,Quality Issue,5088.59,Refunded
3814,21517,Damaged,23937.9,Refunded
3815,16495,Damaged,7045.7,Refunded
3816,6267,Damaged,16039.73,Refunded
3817,45968,Quality Issue,6955.41,Refunded
3818,26567,Customer Changed Mind,4900.86,Refunded
3819,9408,Damaged,13959.36,Refunded
3820,40779,Customer Changed Mind,702.93,Refunded
3821,23711,Wrong Product,857.27,Refunded
3822,16020,Customer Changed Mind,21035.1,Refunded
3823,35528,Customer Changed Mind,12342.1,Refunded
3824,30710,Customer Changed Mind,23732.15,Refunded
3825,7875,Damaged,11199.2,Refunded
3826,37619,Quality Issue,27364.19,Refunded
3827,9550,Wrong Product,1114.37,Refunded
3828,30201,Quality Issue,24130.24,Refunded
3829,2930,Wrong Product,25081.06,Refunded
3830,17085,Quality Issue,14129.17,Refunded
3831,23051,Late Delivery,18978.75,Refunded
3832,28542,Customer Changed Mind,26384.21,Refunded
3833,1064,Quality Issue,5409.35,Refunded
3834,42968,Late Delivery,14147.73,Refunded
3835,40997,Quality Issue,18209.77,Refunded
3836,23735,Wrong Product,24268.47,Refunded
3837,14688,Damaged,17007.08,Refunded
3838,41022,Quality Issue,9624.32,Refunded
3839,32956,Damaged,9897.09,Refunded
3840,13470,Wrong Product,8963.34,Refunded
3841,29126,Wrong Product,11528.81,Refunded
3842,40221,Quality Issue,17278.18,Refunded
3843,13324,Quality Issue,18329.6,Refunded
3844,34285,Quality Issue,14483.65,Refunded
3845,34471,Customer Changed Mind,21576.49,Refunded
3846,32487,Damaged,15452.94,Refunded
3847,32064,Late Delivery,20858.17,Refunded
3848,26367,Customer Changed Mind,1814.7,Refunded
3849,10616,Quality Issue,4964.99,Refunded
3850,35224,Late Delivery,23061.61,Refunded
3851,44663,Damaged,1265.64,Refunded
3852,31574,Wrong Product,4943.15,Refunded
3853,9709,Wrong Product,24169.07,Refunded
3854,27223,Quality Issue,9396.38,Refunded
3855,13893,Customer Changed Mind,7582.05,Refunded
3856,15153,Damaged,2825.87,Refunded
3857,49010,Damaged,19305.72,Refunded
3858,6348,Wrong Product,10817.27,Refunded
3859,4578,Quality Issue,7121.17,Refunded
3860,21053,Customer Changed Mind,20522.98,Refunded
3861,37309,Late Delivery,28641.02,Refunded
3862,16114,Damaged,7085.9,Refunded
3863,45260,Quality Issue,10206.55,Refunded
3864,8123,Late Delivery,15319.98,Refunded
3865,9955,Late Delivery,942.93,Refunded
3866,45988,Quality Issue,18907.74,Refunded
3867,30811,Wrong Product,7856.92,Refunded
3868,25418,Damaged,16710.13,Refunded
3869,35263,Damaged,6033.24,Refunded
3870,17253,Damaged,5751.71,Refunded
3871,17293,Customer Changed Mind,10093.6,Refunded
3872,36046,Late Delivery,6330.44,Refunded
3873,8386,Customer Changed Mind,15295.41,Refunded
3874,34404,Quality Issue,20116.28,Refunded
3875,13044,Late Delivery,17193.31,Refunded
3876,39204,Customer Changed Mind,17256.82,Refunded
3877,29512,Damaged,5062.9,Refunded
3878,16825,Customer Changed Mind,6292.56,Refunded
3879,43856,Customer Changed Mind,1861.59,Refunded
3880,36816,Customer Changed Mind,22384.61,Refunded
3881,19545,Quality Issue,22043.16,Refunded
3882,17313,Wrong Product,3124.93,Refunded
3883,48599,Quality Issue,9660.27,Refunded
3884,42751,Late Delivery,11345.42,Refunded
3885,26576,Wrong Product,23792.96,Refunded
3886,16341,Quality Issue,1444.01,Refunded
3887,23366,Quality Issue,22231.32,Refunded
3888,45543,Damaged,19087.82,Refunded
3889,6204,Quality Issue,4781.11,Refunded
3890,30501,Quality Issue,11275.05,Refunded
3891,49446,Damaged,10964.34,Refunded
3892,9599,Wrong Product,18687.48,Refunded
3893,19519,Damaged,2292.88,Refunded
3894,31633,Quality Issue,22122.46,Refunded
3895,46178,Quality Issue,17607.34,Refunded
3896,46717,Wrong Product,3840.6,Refunded
3897,16184,Damaged,26690.31,Refunded
3898,41669,Late Delivery,15525.9,Refunded
3899,5015,Late Delivery,7232.31,Refunded
3900,38893,Customer Changed Mind,5441.72,Refunded
3901,14065,Customer Changed Mind,23094.3,Refunded
3902,29218,Wrong Product,21707.15,Refunded
3903,21879,Quality Issue,11328.44,Refunded
3904,22659,Wrong Product,24634.27,Refunded
3905,22721,Wrong Product,20017.43,Refunded
3906,38703,Late Delivery,12908.98,Refunded
3907,36208,Late Delivery,22175.67,Refunded
3908,5571,Late Delivery,13637.92,Refunded
3909,28358,Damaged,5433.82,Refunded
3910,23976,Quality Issue,17361.07,Refunded
3911,49011,Quality Issue,25265.72,Refunded
3912,14849,Late Delivery,4575.88,Refunded
3913,12975,Damaged,22907.3,Refunded
3914,19813,Damaged,23212.22,Refunded
3915,36759,Damaged,16812.66,Refunded
3916,7003,Customer Changed Mind,6785.49,Refunded
3917,43207,Quality Issue,15335.15,Refunded
3918,15390,Quality Issue,19010.15,Refunded
3919,12681,Late Delivery,27594.6,Refunded
3920,34396,Wrong Product,21172.9,Refunded
3921,27860,Customer Changed Mind,14256.52,Refunded
3922,18136,Wrong Product,9470.54,Refunded
3923,18930,Late Delivery,5993.41,Refunded
3924,2711,Customer Changed Mind,22792.28,Refunded
3925,30990,Quality Issue,22176.82,Refunded
3926,38204,Quality Issue,17680.27,Refunded
3927,46594,Damaged,15589.07,Refunded
3928,42833,Quality Issue,9117.33,Refunded
3929,31414,Damaged,19081.54,Refunded
3930,33473,Damaged,20038.76,Refunded
3931,16623,Late Delivery,23951.68,Refunded
3932,40966,Late Delivery,24769.95,Refunded
3933,24404,Wrong Product,10927.06,Refunded
3934,46082,Damaged,26407.49,Refunded
3935,45154,Wrong Product,22670.37,Refunded
3936,42493,Late Delivery,7147.15,Refunded
3937,4604,Damaged,4808.13,Refunded
3938,14707,Quality Issue,22591.65,Refunded
3939,28784,Damaged,10000.62,Refunded
3940,5094,Wrong Product,1118.22,Refunded
3941,13200,Customer Changed Mind,15294.22,Refunded
3942,12590,Wrong Product,16970.96,Refunded
3943,23895,Customer Changed Mind,2911.9,Refunded
3944,45885,Late Delivery,3083.42,Refunded
3945,26988,Late Delivery,15098.92,Refunded
3946,33965,Wrong Product,18937.2,Refunded
3947,39999,Wrong Product,9587.44,Refunded
3948,39522,Late Delivery,26110.56,Refunded
3949,14326,Late Delivery,3385.94,Refunded
3950,45671,Damaged,2218.04,Refunded
3951,4700,Customer Changed Mind,21947.95,Refunded
3952,34737,Damaged,8611.43,Refunded
3953,20149,Wrong Product,27639.94,Refunded
3954,34014,Wrong Product,10088.76,Refunded
3955,26596,Wrong Product,1430.31,Refunded
3956,29805,Damaged,24258.69,Refunded
3957,16467,Damaged,18397.17,Refunded
3958,21729,Quality Issue,14609.49,Refunded
3959,45603,Late Delivery,5785.75,Refunded
3960,42248,Quality Issue,29189.55,Refunded
3961,9118,Quality Issue,12979.3,Refunded
3962,30299,Customer Changed Mind,9714.14,Refunded
3963,15668,Damaged,12343.02,Refunded
3964,29169,Damaged,4580.59,Refunded
3965,29497,Wrong Product,16974.72,Refunded
3966,19677,Customer Changed Mind,10862.77,Refunded
3967,25108,Customer Changed Mind,6339.87,Refunded
3968,34510,Customer Changed Mind,27232.86,Refunded
3969,33877,Wrong Product,8287.28,Refunded
3970,8791,Customer Changed Mind,23380.0,Refunded
3971,33705,Late Delivery,18808.5,Refunded
3972,26526,Damaged,23266.41,Refunded
3973,36019,Wrong Product,24222.24,Refunded
3974,40715,Wrong Product,28274.59,Refunded
3975,3327,Damaged,23656.22,Refunded
3976,20562,Wrong Product,20340.85,Refunded
3977,13974,Wrong Product,17677.35,Refunded
3978,49273,Wrong Product,22342.57,Refunded
3979,40126,Late Delivery,17908.87,Refunded
3980,24144,Quality Issue,3358.89,Refunded
3981,26291,Wrong Product,11420.92,Refunded
3982,11642,Quality Issue,20707.08,Refunded
3983,7935,Late Delivery,17017.56,Refunded
3984,43294,Customer Changed Mind,3281.98,Refunded
3985,12885,Customer Changed Mind,18182.29,Refunded
3986,28974,Customer Changed Mind,2863.0,Refunded
3987,25302,Late Delivery,23804.5,Refunded
3988,44616,Wrong Product,4082.16,Refunded
3989,37247,Quality Issue,20567.75,Refunded
3990,47209,Customer Changed Mind,21491.63,Refunded
3991,7651,Wrong Product,7885.27,Refunded
3992,41894,Wrong Product,15143.67,Refunded
3993,5564,Customer Changed Mind,22148.26,Refunded
3994,2156,Wrong Product,25155.85,Refunded
3995,45229,Damaged,14154.76,Refunded
3996,14270,Customer Changed Mind,8810.98,Refunded
3997,39257,Late Delivery,14491.19,Refunded
3998,2119,Customer Changed Mind,16932.99,Refunded
3999,11726,Quality Issue,6371.6,Refunded
4000,22667,Customer Changed Mind,8223.42,Refunded
4001,15521,Quality Issue,16580.31,Refunded
4002,17677,Wrong Product,18555.51,Refunded
4003,47773,Customer Changed Mind,8013.45,Refunded
4004,48572,Late Delivery,626.9,Refunded
4005,44158,Damaged,23034.02,Refunded
4006,47021,Wrong Product,11099.6,Refunded
4007,24739,Wrong Product,13889.58,Refunded
4008,13938,Quality Issue,11229.6,Refunded
4009,13446,Quality Issue,4552.69,Refunded
4010,45308,Damaged,13800.57,Refunded
4011,29699,Damaged,22933.33,Refunded
4012,21918,Customer Changed Mind,841.64,Refunded
4013,36988,Late Delivery,14220.91,Refunded
4014,40677,Customer Changed Mind,4137.15,Refunded
4015,19749,Damaged,15274.34,Refunded
4016,43806,Quality Issue,15830.28,Refunded
4017,45155,Quality Issue,13340.17,Refunded
4018,18348,Customer Changed Mind,15953.57,Refunded
4019,31439,Damaged,18685.22,Refunded
4020,35253,Wrong Product,20578.27,Refunded
4021,37027,Late Delivery,6189.76,Refunded
4022,4981,Customer Changed Mind,13874.0,Refunded
4023,37734,Customer Changed Mind,26130.9,Refunded
4024,10956,Quality Issue,6334.53,Refunded
4025,2810,Customer Changed Mind,15718.39,Refunded
4026,49358,Wrong Product,11836.3,Refunded
4027,12793,Wrong Product,800.14,Refunded
4028,32429,Late Delivery,7262.45,Refunded
4029,10359,Late Delivery,22117.23,Refunded
4030,44276,Wrong Product,2226.87,Refunded
4031,34135,Late Delivery,16114.26,Refunded
4032,18705,Late Delivery,7988.82,Refunded
4033,29993,Customer Changed Mind,6613.97,Refunded
4034,9450,Quality Issue,1697.19,Refunded
4035,919,Late Delivery,20355.62,Refunded
4036,20338,Damaged,10623.87,Refunded
4037,3564,Damaged,8943.16,Refunded
4038,3191,Customer Changed Mind,7984.73,Refunded
4039,7943,Customer Changed Mind,7503.31,Refunded
4040,22666,Quality Issue,3334.18,Refunded
4041,19215,Quality Issue,6335.44,Refunded
4042,26965,Quality Issue,16025.73,Refunded
4043,12502,Customer Changed Mind,5815.26,Refunded
4044,34659,Quality Issue,10067.92,Refunded
4045,28336,Customer Changed Mind,17340.64,Refunded
4046,8940,Quality Issue,16534.35,Refunded
4047,11105,Late Delivery,3494.27,Refunded
4048,12614,Late Delivery,17849.19,Refunded
4049,49997,Damaged,2884.66,Refunded
4050,3286,Customer Changed Mind,19773.8,Refunded
4051,24191,Late Delivery,18180.09,Refunded
4052,4219,Wrong Product,1626.85,Refunded
4053,47214,Wrong Product,19496.16,Refunded
4054,30788,Wrong Product,18336.27,Refunded
4055,17885,Customer Changed Mind,17636.68,Refunded
4056,43658,Quality Issue,13563.78,Refunded
4057,41213,Quality Issue,12391.76,Refunded
4058,25097,Quality Issue,1705.97,Refunded
4059,204,Customer Changed Mind,6309.87,Refunded
4060,15185,Wrong Product,1307.41,Refunded
4061,34243,Wrong Product,11831.16,Refunded
4062,34889,Wrong Product,2447.33,Refunded
4063,17991,Damaged,22271.98,Refunded
4064,34291,Customer Changed Mind,23282.0,Refunded
4065,3555,Quality Issue,13693.76,Refunded
4066,18474,Wrong Product,25640.31,Refunded
4067,10817,Damaged,21149.77,Refunded
4068,14091,Customer Changed Mind,21806.23,Refunded
4069,2684,Late Delivery,11759.4,Refunded
4070,31577,Customer Changed Mind,7510.95,Refunded
4071,7901,Wrong Product,20556.27,Refunded
4072,36996,Quality Issue,12119.51,Refunded
4073,46678,Wrong Product,778.94,Refunded
4074,45987,Late Delivery,14879.4,Refunded
4075,37708,Customer Changed Mind,13776.95,Refunded
4076,32020,Quality Issue,7979.74,Refunded
4077,38493,Late Delivery,596.41,Refunded
4078,46763,Late Delivery,7790.54,Refunded
4079,21721,Quality Issue,12861.07,Refunded
4080,31806,Customer Changed Mind,17714.35,Refunded
4081,46300,Customer Changed Mind,18679.28,Refunded
4082,45490,Quality Issue,11706.47,Refunded
4083,33514,Customer Changed Mind,22235.31,Refunded
4084,25467,Wrong Product,2919.57,Refunded
4085,33510,Quality Issue,15929.01,Refunded
4086,47407,Quality Issue,2730.32,Refunded
4087,22814,Customer Changed Mind,24108.27,Refunded
4088,32685,Damaged,2166.59,Refunded
4089,22192,Wrong Product,23560.29,Refunded
4090,13060,Damaged,1538.54,Refunded
4091,16070,Quality Issue,3000.09,Refunded
4092,14857,Customer Changed Mind,2008.96,Refunded
4093,30434,Wrong Product,7603.26,Refunded
4094,21892,Customer Changed Mind,15018.74,Refunded
4095,14112,Quality Issue,22674.58,Refunded
4096,29416,Customer Changed Mind,2565.21,Refunded
4097,29456,Damaged,14644.14,Refunded
4098,3696,Wrong Product,21247.79,Refunded
4099,24179,Customer Changed Mind,25202.04,Refunded
4100,34438,Late Delivery,4666.84,Refunded
4101,12960,Customer Changed Mind,9578.89,Refunded
4102,39952,Late Delivery,9797.9,Refunded
4103,456,Damaged,1543.29,Refunded
4104,7546,Customer Changed Mind,3270.35,Refunded
4105,48482,Late Delivery,10870.65,Refunded
4106,4922,Wrong Product,3089.55,Refunded
4107,33021,Wrong Product,17433.3,Refunded
4108,42492,Late Delivery,3908.85,Refunded
4109,18059,Damaged,8054.45,Refunded
4110,44852,Damaged,8902.69,Refunded
4111,13547,Wrong Product,16782.26,Refunded
4112,18177,Customer Changed Mind,10875.61,Refunded
4113,6012,Quality Issue,22667.38,Refunded
4114,47918,Late Delivery,3501.52,Refunded
4115,10287,Damaged,11138.51,Refunded
4116,33989,Customer Changed Mind,11550.97,Refunded
4117,45734,Wrong Product,26464.8,Refunded
4118,7374,Customer Changed Mind,7263.07,Refunded
4119,1784,Damaged,4500.55,Refunded
4120,15464,Quality Issue,23153.43,Refunded
4121,44395,Late Delivery,10661.44,Refunded
4122,13364,Customer Changed Mind,22532.45,Refunded
4123,40883,Damaged,18171.03,Refunded
4124,48217,Wrong Product,8448.03,Refunded
4125,14922,Customer Changed Mind,8610.58,Refunded
4126,22458,Customer Changed Mind,23765.06,Refunded
4127,5774,Late Delivery,18815.37,Refunded
4128,32274,Customer Changed Mind,15356.47,Refunded
4129,1688,Quality Issue,26878.93,Refunded
4130,34603,Quality Issue,24118.42,Refunded
4131,7863,Quality Issue,15903.3,Refunded
4132,28821,Quality Issue,21257.25,Refunded
4133,36565,Wrong Product,23092.63,Refunded
4134,45609,Quality Issue,18967.74,Refunded
4135,31657,Damaged,12740.92,Refunded
4136,8725,Late Delivery,15224.81,Refunded
4137,14287,Damaged,1414.76,Refunded
4138,11575,Quality Issue,15865.52,Refunded
4139,19482,Damaged,6031.16,Refunded
4140,9646,Late Delivery,3536.18,Refunded
4141,3173,Late Delivery,19156.02,Refunded
4142,10535,Damaged,7695.69,Refunded
4143,5798,Wrong Product,6624.18,Refunded
4144,29424,Wrong Product,2102.65,Refunded
4145,28037,Damaged,19125.09,Refunded
4146,40712,Late Delivery,6994.6,Refunded
4147,30316,Late Delivery,25401.41,Refunded
4148,15059,Late Delivery,11606.3,Refunded
4149,13452,Damaged,2123.84,Refunded
4150,29259,Customer Changed Mind,11392.36,Refunded
4151,20578,Wrong Product,13693.36,Refunded
4152,17934,Customer Changed Mind,12021.0,Refunded
4153,14226,Wrong Product,18708.25,Refunded
4154,16190,Late Delivery,3082.37,Refunded
4155,45029,Damaged,25497.66,Refunded
4156,6653,Customer Changed Mind,1761.14,Refunded
4157,31409,Late Delivery,10478.41,Refunded
4158,7017,Damaged,6661.71,Refunded
4159,26151,Customer Changed Mind,21193.91,Refunded
4160,15296,Late Delivery,27545.26,Refunded
4161,44439,Customer Changed Mind,23388.66,Refunded
4162,20432,Wrong Product,6843.04,Refunded
4163,11430,Late Delivery,17943.09,Refunded
4164,19352,Customer Changed Mind,6996.63,Refunded
4165,14126,Damaged,21754.09,Refunded
4166,35516,Late Delivery,23239.79,Refunded
4167,41800,Quality Issue,13355.89,Refunded
4168,6116,Damaged,12848.26,Refunded
4169,24373,Customer Changed Mind,20590.29,Refunded
4170,8571,Late Delivery,14025.75,Refunded
4171,41309,Customer Changed Mind,3371.11,Refunded
4172,32886,Wrong Product,8095.02,Refunded
4173,24214,Damaged,12275.9,Refunded
4174,325,Damaged,18150.55,Refunded
4175,18258,Wrong Product,5031.5,Refunded
4176,35765,Quality Issue,10710.75,Refunded
4177,3496,Late Delivery,20761.64,Refunded
4178,22260,Customer Changed Mind,3924.98,Refunded
4179,41737,Damaged,20607.98,Refunded
4180,26798,Quality Issue,15396.1,Refunded
4181,10152,Wrong Product,1020.39,Refunded
4182,4885,Quality Issue,12355.33,Refunded
4183,41462,Customer Changed Mind,14083.53,Refunded
4184,22132,Wrong Product,15497.32,Refunded
4185,35985,Customer Changed Mind,8096.29,Refunded
4186,46650,Late Delivery,15980.23,Refunded
4187,23746,Damaged,11838.13,Refunded
4188,43415,Damaged,23071.76,Refunded
4189,27546,Late Delivery,16999.12,Refunded
4190,6362,Quality Issue,3456.38,Refunded
4191,20526,Damaged,3945.03,Refunded
4192,20729,Customer Changed Mind,21488.81,Refunded
4193,26515,Customer Changed Mind,12681.35,Refunded
4194,29921,Late Delivery,21731.0,Refunded
4195,24306,Late Delivery,14573.7,Refunded
4196,33294,Customer Changed Mind,9602.19,Refunded
4197,10942,Late Delivery,23756.5,Refunded
4198,22820,Customer Changed Mind,4948.94,Refunded
4199,28730,Customer Changed Mind,1569.08,Refunded
4200,6636,Quality Issue,9057.95,Refunded
4201,12989,Customer Changed Mind,3640.31,Refunded
4202,22217,Wrong Product,21907.8,Refunded
4203,8240,Customer Changed Mind,3402.22,Refunded
4204,12203,Quality Issue,13136.93,Refunded
4205,11771,Customer Changed Mind,6407.82,Refunded
4206,19849,Wrong Product,13978.26,Refunded
4207,24184,Wrong Product,1227.58,Refunded
4208,43979,Damaged,750.87,Refunded
4209,1912,Wrong Product,4395.48,Refunded
4210,34226,Damaged,22722.84,Refunded
4211,2635,Customer Changed Mind,865.49,Refunded
4212,9735,Wrong Product,23331.63,Refunded
4213,41613,Wrong Product,16029.38,Refunded
4214,27383,Quality Issue,22964.0,Refunded
4215,10377,Wrong Product,12357.69,Refunded
4216,12595,Wrong Product,930.77,Refunded
4217,34056,Quality Issue,14351.41,Refunded
4218,2145,Customer Changed Mind,12537.44,Refunded
4219,5434,Wrong Product,5564.04,Refunded
4220,32703,Quality Issue,3152.78,Refunded
4221,22877,Customer Changed Mind,21797.07,Refunded
4222,34712,Customer Changed Mind,11924.21,Refunded
4223,37354,Customer Changed Mind,4517.32,Refunded
4224,30924,Quality Issue,14341.46,Refunded
4225,355,Damaged,10430.38,Refunded
4226,12576,Wrong Product,16738.0,Refunded
4227,36594,Late Delivery,13948.84,Refunded
4228,23013,Damaged,20110.94,Refunded
4229,8953,Quality Issue,5217.82,Refunded
4230,15005,Wrong Product,10324.18,Refunded
4231,49066,Quality Issue,27068.72,Refunded
4232,25087,Damaged,5458.09,Refunded
4233,29533,Late Delivery,19454.89,Refunded
4234,1861,Customer Changed Mind,18650.33,Refunded
4235,44330,Damaged,17431.35,Refunded
4236,21164,Wrong Product,23590.15,Refunded
4237,11284,Late Delivery,4095.63,Refunded
4238,16704,Quality Issue,5526.5,Refunded
4239,5977,Quality Issue,25938.68,Refunded
4240,25086,Customer Changed Mind,1282.01,Refunded
4241,17710,Quality Issue,4907.27,Refunded
4242,30497,Customer Changed Mind,21655.68,Refunded
4243,49151,Quality Issue,13634.13,Refunded
4244,26306,Wrong Product,21734.1,Refunded
4245,40744,Customer Changed Mind,7638.28,Refunded
4246,2820,Late Delivery,12748.97,Refunded
4247,28318,Late Delivery,18445.72,Refunded
4248,15994,Customer Changed Mind,12114.16,Refunded
4249,27034,Wrong Product,23411.62,Refunded
4250,42108,Quality Issue,3236.93,Refunded
4251,25704,Wrong Product,1147.65,Refunded
4252,48205,Quality Issue,3183.19,Refunded
4253,30221,Wrong Product,9187.45,Refunded
4254,1311,Customer Changed Mind,17402.92,Refunded
4255,37403,Quality Issue,22981.46,Refunded
4256,33140,Late Delivery,23323.89,Refunded
4257,32767,Customer Changed Mind,23240.48,Refunded
4258,33703,Damaged,2590.52,Refunded
4259,7547,Customer Changed Mind,22025.53,Refunded
4260,15350,Customer Changed Mind,13817.61,Refunded
4261,9377,Wrong Product,13768.07,Refunded
4262,38968,Wrong Product,1195.93,Refunded
4263,26523,Damaged,12353.08,Refunded
4264,28080,Customer Changed Mind,842.43,Refunded
4265,41020,Wrong Product,9702.47,Refunded
4266,987,Quality Issue,7243.82,Refunded
4267,18862,Late Delivery,4814.55,Refunded
4268,23018,Quality Issue,11053.48,Refunded
4269,34925,Quality Issue,8975.3,Refunded
4270,25136,Late Delivery,1170.5,Refunded
4271,10560,Damaged,17672.73,Refunded
4272,43437,Late Delivery,2144.21,Refunded
4273,16031,Customer Changed Mind,11701.83,Refunded
4274,16219,Late Delivery,10798.36,Refunded
4275,37788,Late Delivery,18630.68,Refunded
4276,12252,Late Delivery,16901.42,Refunded
4277,762,Customer Changed Mind,5393.06,Refunded
4278,25937,Quality Issue,5130.62,Refunded
4279,35598,Wrong Product,22890.56,Refunded
4280,17749,Damaged,19433.67,Refunded
4281,42071,Wrong Product,8493.37,Refunded
4282,18455,Late Delivery,11602.05,Refunded
4283,10589,Damaged,5556.35,Refunded
4284,12204,Damaged,13937.67,Refunded
4285,36701,Wrong Product,14836.28,Refunded
4286,49149,Late Delivery,20910.83,Refunded
4287,38499,Wrong Product,10596.1,Refunded
4288,48426,Quality Issue,11689.23,Refunded
4289,46257,Wrong Product,19351.05,Refunded
4290,37747,Quality Issue,18720.19,Refunded
4291,2648,Customer Changed Mind,7115.93,Refunded
4292,39794,Quality Issue,3963.88,Refunded
4293,2413,Customer Changed Mind,16268.01,Refunded
4294,2123,Damaged,540.55,Refunded
4295,22843,Late Delivery,1161.9,Refunded
4296,18819,Late Delivery,7969.92,Refunded
4297,38566,Late Delivery,19985.2,Refunded
4298,12832,Late Delivery,24467.09,Refunded
4299,15962,Damaged,25873.07,Refunded
4300,35615,Late Delivery,17829.27,Refunded
4301,42572,Quality Issue,3988.49,Refunded
4302,44679,Damaged,15230.71,Refunded
4303,20762,Late Delivery,16048.55,Refunded
4304,22177,Quality Issue,20471.85,Refunded
4305,24847,Customer Changed Mind,22261.3,Refunded
4306,33970,Damaged,22913.15,Refunded
4307,29626,Quality Issue,21526.86,Refunded
4308,27130,Quality Issue,8533.02,Refunded
4309,24954,Late Delivery,16968.25,Refunded
4310,7280,Quality Issue,2642.29,Refunded
4311,7761,Wrong Product,9542.78,Refunded
4312,30916,Customer Changed Mind,24902.99,Refunded
4313,34758,Late Delivery,10154.38,Refunded
4314,41464,Damaged,19504.56,Refunded
4315,48176,Late Delivery,24407.43,Refunded
4316,29902,Customer Changed Mind,18256.39,Refunded
4317,24084,Wrong Product,22988.26,Refunded
4318,17429,Customer Changed Mind,12842.04,Refunded
4319,22494,Damaged,15444.62,Refunded
4320,42029,Late Delivery,12864.61,Refunded
4321,9458,Wrong Product,24315.9,Refunded
4322,49869,Quality Issue,22728.64,Refunded
4323,28766,Damaged,9788.34,Refunded
4324,46666,Quality Issue,17430.97,Refunded
4325,46623,Damaged,11619.59,Refunded
4326,23102,Late Delivery,3972.76,Refunded
4327,23973,Damaged,21164.08,Refunded
4328,18865,Customer Changed Mind,11200.3,Refunded
4329,33940,Late Delivery,25695.22,Refunded
4330,32364,Wrong Product,8072.05,Refunded
4331,18833,Late Delivery,15878.07,Refunded
4332,12773,Customer Changed Mind,18710.81,Refunded
4333,15109,Wrong Product,6982.46,Refunded
4334,41948,Wrong Product,19722.21,Refunded
4335,41314,Late Delivery,728.01,Refunded
4336,27221,Customer Changed Mind,11316.42,Refunded
4337,12830,Wrong Product,21371.69,Refunded
4338,8170,Wrong Product,19233.02,Refunded
4339,18456,Wrong Product,11142.53,Refunded
4340,37757,Damaged,6739.72,Refunded
4341,4726,Quality Issue,13235.55,Refunded
4342,42391,Wrong Product,10676.37,Refunded
4343,48778,Customer Changed Mind,9631.71,Refunded
4344,21854,Late Delivery,12282.78,Refunded
4345,32777,Wrong Product,6572.04,Refunded
4346,22098,Wrong Product,27064.49,Refunded
4347,29825,Quality Issue,13726.59,Refunded
4348,17011,Quality Issue,8918.55,Refunded
4349,49491,Late Delivery,16651.06,Refunded
4350,32749,Wrong Product,12606.94,Refunded
4351,16464,Customer Changed Mind,10014.89,Refunded
4352,9274,Customer Changed Mind,749.71,Refunded
4353,18797,Late Delivery,23569.6,Refunded
4354,23376,Damaged,3119.81,Refunded
4355,12447,Damaged,6700.42,Refunded
4356,13074,Customer Changed Mind,14668.28,Refunded
4357,31681,Customer Changed Mind,11402.05,Refunded
4358,46360,Damaged,10294.86,Refunded
4359,31365,Wrong Product,2035.12,Refunded
4360,27908,Customer Changed Mind,10479.73,Refunded
4361,49222,Late Delivery,690.57,Refunded
4362,35358,Damaged,27827.3,Refunded
4363,11957,Late Delivery,26362.91,Refunded
4364,42943,Damaged,20736.36,Refunded
4365,5050,Damaged,5685.43,Refunded
4366,26461,Quality Issue,25149.12,Refunded
4367,1778,Customer Changed Mind,12883.32,Refunded
4368,3760,Quality Issue,14069.16,Refunded
4369,35087,Late Delivery,6007.36,Refunded
4370,28607,Quality Issue,23672.88,Refunded
4371,1599,Late Delivery,13000.55,Refunded
4372,9841,Late Delivery,17714.65,Refunded
4373,33481,Customer Changed Mind,25471.24,Refunded
4374,44543,Quality Issue,12708.65,Refunded
4375,22633,Damaged,24859.19,Refunded
4376,15794,Customer Changed Mind,16183.62,Refunded
4377,17826,Quality Issue,13473.06,Refunded
4378,45606,Wrong Product,25044.73,Refunded
4379,17568,Damaged,9826.66,Refunded
4380,27485,Customer Changed Mind,20595.99,Refunded
4381,17527,Wrong Product,1052.35,Refunded
4382,30647,Customer Changed Mind,6313.82,Refunded
4383,32101,Quality Issue,6041.32,Refunded
4384,2134,Late Delivery,19160.73,Refunded
4385,39210,Customer Changed Mind,4538.34,Refunded
4386,7692,Quality Issue,10250.87,Refunded
4387,14306,Customer Changed Mind,1825.71,Refunded
4388,9885,Wrong Product,18580.68,Refunded
4389,45894,Quality Issue,20273.22,Refunded
4390,29016,Damaged,19060.4,Refunded
4391,2217,Quality Issue,10248.43,Refunded
4392,20113,Wrong Product,17516.51,Refunded
4393,14954,Customer Changed Mind,27075.09,Refunded
4394,343,Customer Changed Mind,26502.6,Refunded
4395,49765,Damaged,6509.35,Refunded
4396,26104,Quality Issue,18372.33,Refunded
4397,47949,Wrong Product,19258.25,Refunded
4398,17231,Customer Changed Mind,15214.07,Refunded
4399,9376,Wrong Product,12928.04,Refunded
4400,1980,Customer Changed Mind,1196.88,Refunded
4401,8687,Customer Changed Mind,16047.82,Refunded
